old	role	shape	matched_spelling	file	line	count	line_text
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/generated/suppression/composition.tsv	107	2	rule-path-suppression	complexity.cyclomatic	complexity.cyclomatic	src/Analysis/Evidence/Maintainability/HalsteadVisitor.php	Qualimetrix\Analysis\Evidence\Mainta
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/generated/suppression/composition.tsv	108	2	rule-path-suppression	complexity.cyclomatic	complexity.cyclomatic	src/Analysis/Evidence/Maintainability/HalsteadVisitor.php	Qualimetrix\Analysis\Evidence\Mainta
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/generated/suppression/composition.tsv	109	2	rule-path-suppression	complexity.cyclomatic	complexity.cyclomatic	src/Analysis/Evidence/Maintainability/HalsteadVisitor.php	Qualimetrix\Analysis\Evidence\Mainta
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/generated/suppression/composition.tsv	110	2	rule-path-suppression	complexity.cyclomatic	complexity.cyclomatic	src/Analysis/Evidence/Maintainability/HalsteadVisitor.php	Qualimetrix\Analysis\Evidence\Mainta
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/generated/suppression/composition.tsv	111	2	rule-path-suppression	complexity.cyclomatic	complexity.cyclomatic	src/Analysis/Evidence/Maintainability/HalsteadVisitor.php	Qualimetrix\Analysis\Evidence\Mainta
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/generated/suppression/composition.tsv	112	2	rule-path-suppression	complexity.cyclomatic	complexity.cyclomatic	src/Analysis/Evidence/Size/ClassCountVisitor.php	Qualimetrix\Analysis\Evidence\Size\ClassCount
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/generated/suppression/composition.tsv	113	2	rule-path-suppression	complexity.cyclomatic	complexity.cyclomatic	src/Analysis/Evidence/Size/MethodCountVisitor.php	Qualimetrix\Analysis\Evidence\Size\MethodCou
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/generated/suppression/composition.tsv	114	2	rule-path-suppression	complexity.cyclomatic	complexity.cyclomatic	src/Analysis/Evidence/Size/MethodCountVisitor.php	Qualimetrix\Analysis\Evidence\Size\MethodCou
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/generated/suppression/composition.tsv	115	2	rule-path-suppression	complexity.cyclomatic	complexity.cyclomatic	src/Analysis/Evidence/Size/MethodStatementCountVisitor.php	Qualimetrix\Analysis\Evidence\Size\
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/generated/suppression/inert.tsv	5	1	rule-path-suppression	complexity.cyclomatic: src/Analysis/Evidence/Cohesion/ClassVisitorStackTrait.php
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/generated/suppression/inert.tsv	6	1	rule-path-suppression	complexity.cyclomatic: src/Analysis/Evidence/Coupling/*Visitor.php
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/generated/suppression/inert.tsv	7	1	rule-path-suppression	complexity.cyclomatic: src/Analysis/Evidence/Security/*Visitor.php
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/baseline-compaction/enumeration-identity-r4.md	154	1	`complexity.cyclomatic#complexity.cyclomatic.callable` (62).
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/baseline-compaction/enumeration-identity-r4.md	165	1	`bin/qmx check --only-rule=complexity.cyclomatic` с нулевыми порогами:
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/baseline-compaction/identity-map.md	215	1	(`--only-rule=complexity.cyclomatic` с нулевым порогом, чтобы получить по
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/baseline-compaction/identity-map.md	260	1	Форсируя находки по `complexity.cyclomatic` с порогом 0
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/baseline-compaction/identity-map.md	261	2	(`--rule-opt=complexity.cyclomatic:callable.warning=0 --rule-opt=complexity.cyclomatic:callable.error=0 --all`),
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/baseline-compaction/identity-map.md	294	1	Та же команда с `--only-rule=complexity.cyclomatic` и нулевым порогом даёт 2
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/baseline-compaction/identity-map.md	336	1	`--format=metrics` и с `--format=json --only-rule=complexity.cyclomatic
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/channel-identity-substrate.md	386	1	`coupling.instability`, `complexity.cyclomatic`, `complexity.cognitive`, `complexity.npath`,
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/diff-mode-new-only.md	142	1	по правилам — сегодня добавили `complexity.cyclomatic`, завтра `coupling.cbo` — вариант C
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/diff-mode-new-only.md	845	1	App\Service\UserService::calculate   complexity.cyclomatic   12 → 20   (+8)
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/modular-architecture/p2-dependency-model.md	263	1	| `Analysis\Collection\Dependency\CircularDependencyDetector::strongConnect` | `CircularDependencyDetector.php:4076 -> :4103` | `complexity.cognitive#complexity
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/modular-architecture/p2-dependency-model.md	268	1	| `Architecture\Rules\LayerViolationRule::collectEdgeViolations`             | `LayerViolationRule.php:18791 -> :18818`       | `complexity.cyclomatic#complexit
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/modular-architecture/p2-dependency-model.md	269	1	| `Metrics\Coupling\ClassRankCollector::calculate`                           | `ClassRankCollector.php:2170 -> :2197`         | `complexity.cognitive#complexity
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/modular-architecture/p2-dependency-model.md	270	1	| `Metrics\Coupling\ClassRankCollector::computePageRank`                     | `ClassRankCollector.php:4906 -> :4933`         | `complexity.cognitive#complexity
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/modular-architecture/p2-dependency-model.md	271	1	| `Metrics\Coupling\CouplingCollector::computeClassMetrics`                  | `CouplingCollector.php:7058 -> :7085`          | `complexity.cognitive#complexity
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/modular-architecture/p2-dependency-model.md	291	1	| `Analysis\Collection\Dependency\DependencyGraphBuilder::computeParentNamespaceCouplings@DependencyGraphBuilder.php:7935` -> `Analysis\Evidence\DependencyModel
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/modular-architecture/p2-dependency-model.md	292	1	| `Core\Dependency\DependencyType::description@DependencyType.php:2159` -> `Analysis\Evidence\DependencyModel\Contract\DependencyType::description@DependencyTyp
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/modular-architecture/p2-dependency-model.md	298	1	| `Core\Rule\AnalysisContext::getThresholdOverride` / `complexity.cyclomatic#complexity.cyclomatic.callable`        | `AnalysisContext.php:1575 -> :1602`      |
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/modular-architecture/p3-run-measurement-configuration.md	991	1	| 1   | `declaration:callable:Qualimetrix\Analysis\Aggregator\GlobalCollectorSorter::sort@src/Analysis/Aggregator/GlobalCollectorSorter.php:824`
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/modular-architecture/p3-run-measurement-configuration.md	992	1	| 2   | `declaration:callable:Qualimetrix\Analysis\Aggregator\NamespaceToProjectAggregator::aggregate@src/Analysis/Aggregator/NamespaceToProjectAggregator.php:6
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/modular-architecture/p3-run-measurement-configuration.md	995	1	| 5   | `declaration:callable:Qualimetrix\Analysis\Collection\Dependency\CircularDependencyDetector::strongConnect@src/Analysis/Collection/Dependency/CircularDe
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/modular-architecture/p3-run-measurement-configuration.md	997	1	| 7   | `declaration:callable:Qualimetrix\Analysis\Discovery\FinderFileDiscovery::discover@src/Analysis/Discovery/FinderFileDiscovery.php:464`
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/modular-architecture/p3-run-measurement-configuration.md	1006	1	| 16  | `declaration:callable:Qualimetrix\Configuration\AnalysisConfiguration::merge@src/Configuration/AnalysisConfiguration.php:9184`
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/modular-architecture/p3-run-measurement-configuration.md	1008	1	| 18  | `declaration:callable:Qualimetrix\Configuration\HealthFormulaExcluder::applyExcludeHealth@src/Configuration/HealthFormulaExcluder.php:737`
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/modular-architecture/p3-run-measurement-configuration.md	1009	1	| 19  | `declaration:callable:Qualimetrix\Configuration\Pipeline\RuleNameValidator::validateRuleNames@src/Configuration/Pipeline/RuleNameValidator.php:1447`
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/modular-architecture/p3-run-measurement-configuration.md	1010	1	| 20  | `declaration:callable:Qualimetrix\Configuration\RuleOptionThresholdModeResolver::evictUsingHeuristic@src/Configuration/RuleOptionThresholdModeResolver.p
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/modular-architecture/p3-run-measurement-configuration.md	1011	1	| 21  | `declaration:callable:Qualimetrix\Configuration\RuleOptionsFactory::validateNumericFields@src/Configuration/RuleOptionsFactory.php:18204`
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/modular-architecture/p5-computed-metrics.md	1126	1	`complexity.cyclomatic#complexity.cyclomatic.callable`; NPath =
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/modular-architecture/p6-finding-policy.md	1085	1	| same removed method; `complexity.cyclomatic#complexity.cyclomatic.callable`
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/modular-architecture/p6-finding-policy.md	1088	1	| `declaration:callable:Qualimetrix\Reporting\Formatter\Support\DetailedViolationRenderer::renderGrouped@src/Reporting/Formatter/Support/DetailedViolationRender
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/modular-architecture/p6-finding-policy.md	1314	1	| `declaration:callable:Qualimetrix\Analysis\Policy\Inline\Suppression\SuppressionFilter::shouldInclude@src/Analysis/Policy/Inline/Suppression/SuppressionFilter
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/modular-architecture/p6/p6-production-ledger.md	431	1	| `Qualimetrix\Analysis\Policy\Inline\Suppression\SuppressionFilter::shouldInclude`; `src/Analysis/Policy/Inline/Suppression/SuppressionFilter.php` | terminal D
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/modular-architecture/p6/p6-test-ledger.md	575	1	| `ModularArchitectureGovernanceIntegrationTest::itPinsTheReviewedSnapshotAsComputedEvidence` | within the existing ID, pin predecessor offset 2433 absent, succ
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/AUDIT.md	110	1	channels of `complexity.cognitive` and `complexity.cyclomatic` are on. The
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/FOLLOWUPS.md	123	1	`complexity.ccn` is thresholded by `complexity.cyclomatic`, `maintainability.mi`
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/FOLLOWUPS.md	871	1	(`complexity.cyclomatic: {callable: {enabled: false}, class: {enabled: true}}`):
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/FOLLOWUPS.md	1197	1	* complexity.cyclomatic 15
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/FOLLOWUPS.md	2562	1	(`complexity.cyclomatic`, `code-smell.long-parameter-list`,
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/PLAN.md	304	1	После схлопывания Ш5 цель (`complexity.cognitive`, `complexity.cyclomatic`,
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/PLAN.md	5450	1	| `Retuned::classify`               | `@qmx-threshold complexity.cyclomatic warning=2`                    | понижение применено: находки нет ни при одном пороге
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/PLAN.md	5467	1	- `Retuned` → `only in claimed: complexity.cyclomatic@callable`;
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X1-tail.md	44	1	| `BoundaryExplanationService::relevantIdentities` | `complexity.cyclomatic` | 12                 | 10    |
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X1-tail.md	289	1	`complexity.cyclomatic` 12 переизданы под новым ключом без изменения величины.
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X10-freeze-and-carry/followups/fix2.md	112	1	`code-smell.goto` and `complexity.cyclomatic`, which the stub registry declares:
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X10-freeze-and-carry/followups/fix3.md	114	1	`complexity.cyclomatic` bumped) — the first is this package's own new
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/01-decision-table.md	74	1	| subject (`complexity.cyclomatic`)           | 17              | 1              |
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/01-decision-table.md	90	1	`bin/qmx rules`). `complexity.cyclomatic` plus a declared judged-metric link
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table-population.tsv	9	1	# THE UNIT OF A ROW IS A NAME IN A ROLE, NOT A NAME. `complexity.cyclomatic`
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table-population.tsv	300	1	#     warn-and-default $ printf 'rules:\n  complexity.cyclomatic:\n    nonexistent-option: 5\n' > qmx.yaml
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table-population.tsv	303	1	#                         rule "complexity.cyclomatic". Available options:
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table-population.tsv	307	1	#                         `--rule-opt complexity.cyclomatic:nonexistent-option=5`
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table-population.tsv	460	2	complexity.cyclomatic	channel-codes	channel-code	subject		complexity.cyclomatic	1		897	no	silent	baseline."channel":command; qmx.yaml.suppress_namespace_channel
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table-population.tsv	592	2	complexity.cyclomatic	producer-rule-names	producer-rule-name	subject		complexity	1	complexity.cyclomatic	897	no	inert-detected	qmx.yaml.rules.<key>:refuse-loud;
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table-population.tsv	625	1	callable	rule-option-keys	rule-option-key	level		<shared>	3	complexity.cognitive,complexity.cyclomatic,complexity.npath			warn-and-default	qmx.yaml.rules.<rule>
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table-population.tsv	626	1	class	rule-option-keys	rule-option-key	level		<shared>	5	complexity.cognitive,complexity.cyclomatic,complexity.npath,coupling.cbo,coupling.instability			warn-an
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table-population.tsv	658	1	threshold	rule-option-keys	rule-option-key	shared-shorthand		<shared>	22	code-smell.constructor-overinjection,code-smell.long-parameter-list,code-smell.unreacha
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table-population.tsv	681	1	cyclomatic-class-error	cli-flag-aliases	cli-flag-alias	rule+option		complexity.cyclomatic	1	class.max_error			refuse-loud	check --<alias>:refuse-loud	no
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table-population.tsv	682	1	cyclomatic-class-warning	cli-flag-aliases	cli-flag-alias	rule+option		complexity.cyclomatic	1	class.max_warning			refuse-loud	check --<alias>:refuse-loud	no
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table-population.tsv	683	1	cyclomatic-error	cli-flag-aliases	cli-flag-alias	rule+option		complexity.cyclomatic	1	callable.error			refuse-loud	check --<alias>:refuse-loud	no
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table-population.tsv	684	1	cyclomatic-warning	cli-flag-aliases	cli-flag-alias	rule+option		complexity.cyclomatic	1	callable.warning			refuse-loud	check --<alias>:refuse-loud	no
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table.tsv	128	1	#          complexity.cyclomatic   -> complexity.ccn
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table.tsv	366	1	#   complexity.cyclomatic (channel-code) -> complexity.ccn
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table.tsv	367	1	#   complexity.cyclomatic (producer-rule-name) -> complexity.ccn
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table.tsv	405	2	complexity.cyclomatic	channel-codes	channel-code	subject	magnitude:higher:judges=complexity.ccn,complexity.ccn.max	rename	complexity.ccn	RENAMED to complexity.c
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table.tsv	447	1	complexity.ccn	metric-keys	metric-key	abbreviation		keep	complexity.ccn	KEEP. The ccn/cyclomatic divergence FOLLOWUPS.md:119-136 left open is closed in this tab
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table.tsv	537	1	complexity.cyclomatic	producer-rule-names	producer-rule-name	subject		rename	complexity.ccn	The producer name and the channel code of this spelling are the SAME
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table.tsv	626	2	cyclomatic-class-error	cli-flag-aliases	cli-flag-alias	rule+option		keep	cyclomatic-class-error	Rule+option alias: `cyclomatic-class-error` sets `class.max_erro
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table.tsv	627	2	cyclomatic-class-warning	cli-flag-aliases	cli-flag-alias	rule+option		keep	cyclomatic-class-warning	Rule+option alias: `cyclomatic-class-warning` sets `class.ma
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table.tsv	628	2	cyclomatic-error	cli-flag-aliases	cli-flag-alias	rule+option		keep	cyclomatic-error	Rule+option alias: `cyclomatic-error` sets `callable.error` on complexity.cy
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/decision-table.tsv	629	2	cyclomatic-warning	cli-flag-aliases	cli-flag-alias	rule+option		keep	cyclomatic-warning	Rule+option alias: `cyclomatic-warning` sets `callable.warning` on compl
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/enumeration-channel-naming.tsv	49	1	#   one key (five channels do: complexity.cognitive, complexity.cyclomatic,
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/enumeration-channel-naming.tsv	64	1	#   (complexity.cyclomatic judges complexity.ccn; maintainability.index judges
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/enumeration-channel-naming.tsv	181	2	complexity.cyclomatic	complexity	complexity.cyclomatic	yes	src/Analysis/Evidence/Complexity/ComplexityRule.php:138	complexity.ccn,complexity.ccn.max	subject	adj
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/enumeration-metric-key-naming.tsv	123	1	#    channel complexity.cyclomatic), the column says so explicitly: a user
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/enumeration-metric-key-naming.tsv	125	1	#    against "complexity.cyclomatic".
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/enumeration-metric-key-naming.tsv	216	1	#    complexity.ccn / complexity.cyclomatic) DOES have a working threshold
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/enumeration-metric-key-naming.tsv	294	2	complexity.ccn	complexity	ccn	abbreviation	yes	Cyclomatic Complexity	callable	.avg,.count,.max,.p95,.sum	complexity.cyclomatic	no	yes: computed_metrics; thresho
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/enumeration-runtime-witness.tsv	204	1	channel	complexity.cyclomatic	check_json_case-applied-threshold,check_json_case-complexity,check_json_case-health,check_json_finding-gate,check_json_mi-forced,c
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/followups/adr.md	15	1	**channel**: `complexity.cyclomatic → complexity.ccn`,
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X11-final-vocabulary/followups/naming-questions-answered.md	193	1	`…/Retuned.php:15` (`@qmx-threshold complexity.cyclomatic …`),
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X2-directive-audit/04-command.md	144	1	complexity.cyclomatic` и файловым `@qmx-ignore-file annotation.unused-directive`
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X2-directive-audit/05-ci-and-narrow-pass.md	20	1	`complexity.cyclomatic` 175 мс, `code-smell.long-parameter-list` 150 мс.
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X3-followups/00-overview.md	67	1	(`complexity.npath`, `complexity.cyclomatic`, `code-smell.*`) остаются и
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X3-followups/01-producer-enablement.md	17	1	`@qmx-threshold complexity.cyclomatic warning=1 error=2` на нём.
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X3-followups/01-producer-enablement.md	95	1	- `@qmx-threshold complexity.cyclomatic:callable` продукт **отвергает**
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X3-followups/01-producer-enablement.md	142	1	Иерархические пять: `complexity.cognitive`, `complexity.cyclomatic`,
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X3-followups/09-heterogeneous-control.md	193	1	| `Inert`                                  | `@qmx-threshold complexity.cyclomatic warning=50 error=80 -- ...` над прямолинейным методом
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X3-followups/enumeration-producer-enablement.tsv	22	1	complexity.cyclomatic	ComplexityRule	ComplexityOptions	hierarchical	1	isEnabled@src/Analysis/Evidence/Complexity/ComplexityRule.php:87
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X4-directive-ban/measurement-directive-forms.md	28	1	* **жертва** (строка 7): `// @qmx-ignore-file complexity.cyclomatic -- victim`
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X4-directive-ban/measurement-directive-forms.md	67	2	| `B0-victim-only`      | `complexity.cyclomatic`                 | L7 complexity.cyclomatic                                      | no suppression prose | **ine
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X4-directive-ban/measurement-directive-forms.md	68	1	| `S-exact`             | `annotation.unused-directive`           | L9 annotation.unused-directive; L7 complexity.cyclomatic      | no suppression prose | **ine
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X4-directive-ban/measurement-directive-forms.md	69	1	| `S-exact-file`        | `annotation.unused-directive:file`      | L9 annotation.unused-directive:file; L7 complexity.cyclomatic | no suppression prose | **ine
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X4-directive-ban/measurement-directive-forms.md	70	1	| `S-exact-class`       | `annotation.unused-directive:class`     | L7 complexity.cyclomatic                                      | no suppression prose | **unm
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X4-directive-ban/measurement-directive-forms.md	71	1	| `S-group`             | `annotation.*`                          | L9 annotation.*; L7 complexity.cyclomatic                     | no suppression prose | **ine
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X4-directive-ban/measurement-directive-forms.md	72	1	| `S-group-file`        | `annotation.*:file`                     | L9 annotation.*:file; L7 complexity.cyclomatic                | no suppression prose | **ine
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X4-directive-ban/measurement-directive-forms.md	73	1	| `S-nofilter`          | `*`                                     | L7 complexity.cyclomatic                                      | no suppression prose | **unm
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X4-directive-ban/measurement-directive-forms.md	76	1	| `N-exact-class`       | `annotation.unused-directive:class`     | L8 complexity.cyclomatic                                      | no suppression prose | **unm
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X4-directive-ban/measurement-directive-forms.md	82	1	| `F-exact-class`       | `annotation.unused-directive:class`     | L7 complexity.cyclomatic                                      | no suppression prose | **unm
complexity.cyclomatic	channel-code+producer	plain	complexity.cyclomatic	docs/internal/plans/rule-vocabulary/X4-directive-ban/measurement-directive-forms.md	86	1	| `LVL-exact-callable`  | `annotation.unused-directive:callable`  | L7 complexity.cyclomatic                                      | no suppression prose | **unm
