# enumeration-step5-file-sets.tsv
# Measured on branch rule-vocabulary-channel-levels at HEAD de36c45a.
# Universe: tracked files only (git ls-files, 1989 files). vendor/ and
# .claude/worktrees/ are untracked and therefore absent by construction.
#
# LAYOUT, in this order:
#   1. `subject` TSV rows - one per subject A-J: sizes per bucket + the command
#   2. `member` TSV rows  - one row per (subject, file), with its subject count
#   3. `#` comment blocks, in this order:
#        - full-universe 10x10 overlap matrix
#        - all 45 pairs with up to five example files
#        - empty pairs over the full universe
#        - files in three or more subjects, full universe, complete
#        - CODE-SURFACE 10x10 matrix (the decision-relevant one) and its 45 pairs,
#          empty pairs and >=3-subject files
#        - subjects x the plan's P5.1/P5.2/P5.3/P5.4 directory cut
#        - point 4: what shape of input no subject covers
#        - subject H: whether the loud refusal it needs exists today
#
# Rationale for the format: a 10x10 matrix is unreadable as TSV rows, and the
# per-file membership is unreadable as prose. So the machine-consumable part
# (sets) is TSV and the human-consumable part (matrix) is a comment block.
# Rejected alternatives: (a) one wide row per file with ten boolean columns -
# 900+ rows, and the matrix still has to be computed by the reader; (b) a
# separate matrix TSV - two files for one measurement, and the DoD asks for one.
#
# CAVEAT: finding-gate/** and scripts/finding-gate*/** are being edited by
# another agent in this same tree. Their membership is measured, not trusted.

kind	subject	what	total	src	tests	website	docs	benchmarks	finding_gate	other	command
subject	A	Violation -> Finding, violationCode -> code	448	168	186	20	58	0	6	10	git grep -lIP '\bViolation|violationCode|\$violations?\b|list<Violation>'  +  git ls-files '*Violation*'
subject	B	removal of Violation::$level	36	6	30	0	0	0	0	0	git grep -lIP '(^|[^A-Za-z_])level:\s*(\$|SymbolLevel::|null)'  +  git grep -lIP '->level\b'  (both intersected with files naming Violation/violation, plus Violation.php itself)
subject	C	level leaves the channel name (10 -> 5)	145	29	64	10	34	0	5	3	git grep -lIF -e 'complexity.cognitive.callable' -e 'complexity.cognitive.class' -e 'complexity.cyclomatic.callable' -e 'complexity.cyclomatic.class' -e 'complexity.npath.callable' -e 'complexity.npath.class' -e 'coupling.cbo.class' -e 'coupling.cbo.namespace' -e 'coupling.instability.class' -e 'coupling.instability.namespace' -e 'ClassCognitiveComplexityOptions' -e 'MethodCognitiveComplexityOptions' -e 'ClassComplexityOptions' -e 'MethodComplexityOptions' -e 'ClassNpathComplexityOptions' -e 'MethodNpathComplexityOptions' -e 'ClassCboOptions' -e 'NamespaceCboOptions' -e 'ClassInstabilityOptions' -e 'NamespaceInstabilityOptions'  +  git ls-files '*{Class,Method,Namespace}*Options.php' for the ten option classes
subject	D	computed.health splits into health.* and computed.*	169	55	47	13	33	0	16	5	column 2 of docs/internal/plans/rule-vocabulary/enumeration-producer-name-consumers.tsv  +  git grep -lIP 'computed\.health|ComputedMetricChannelPresentation|ComputedMetricDefaults|REGISTERED_RULE_COUNT|computed_metrics'  +  the three named guard tests
subject	E	MetricName grammar family.metric	188	85	66	12	18	0	1	6	git grep -lIF -e 'MetricName::'  +  git grep -lIF -e 'typeCoverage.' -e 'halstead.' -e 'unusedPrivate.' -e 'unreachableCode' -e 'pureMethodCount_cohesion' -e 'rfc_own' -e 'rfc_external' -e 'cbo_app' -e 'ce_packages' -e 'ce_framework' -e 'classRank' -e 'methodCountTotal' -e 'methodStatementCount' -e 'implementingEnumCount' -e 'isVoConstructor' -e 'isPromotedPropertiesOnly' -e 'isDataClass' -e 'abstractClassCount' -e 'classLoc' -e 'traitCount' -e 'interfaceCount' -e 'enumCount' -e 'security.hardcodedCredentials' -e 'security.sensitiveParameter'  (the 71 kind=metric-key rows reduced to their distinctive tokens; generic keys loc/mi/ca/ce/cbo/ccn are unsearchable as bare text)
subject	F	RuleCategory withdrawn	108	39	48	0	20	0	0	1	git grep -lIF -e 'RuleCategory'
subject	G	$levels typed SymbolLevel; all(SymbolLevel)	252	90	122	4	29	0	2	5	git grep -lIP 'ComputedMetricDefinition|->all\(SymbolType|->all\(\$type\)|mapLevel\(|->levels\b|(^|[^A-Za-z_])levels:|SymbolLevelProjection|MetricRepositoryInterface'  (seeded by Serena find_referencing_symbols on MetricRepositoryInterface::all and ComputedMetricDefinition::$levels)
subject	H	directive grammars accept a colon	70	18	8	21	20	0	0	3	git grep -lIP 'SuppressionExtractor|ThresholdOverrideExtractor|InlineDirectiveValidator|ChannelExclusionKeyValidator|PATTERN_SYMBOL|PATTERN_NEXT_LINE|PATTERN_FILE'  +  git grep -lIP 'qmx-ignore|qmx-threshold' -- 'website/docs' (user-facing grammar pages only; @qmx-* tags inside src/ are suppressions, not grammar)
subject	I	baseline v13 -> v14	187	61	79	6	32	0	5	4	git ls-files -- src/Analysis/Policy/Baseline tests/Analysis/Policy/Baseline qmx-baseline.json  +  git grep -lIP 'BaselineMigrator|SCHEMA_VERSION|CURRENT_VERSION|BaselineWriter|BaselineLoader|GitLabCodeQualityFormatter|SarifFormatter|fingerprint'
subject	J	site, CHANGELOG, ADR, generated inventories	113	0	0	57	53	0	0	3	git ls-files -- website/docs docs/adr docs/internal/modular-architecture-manifest.json docs/internal/generated CHANGELOG.md qmx.yaml qmx.yaml.example

kind	subject	file	subject_count	all_subjects
member	C	tests/Unit/Reporting/Formatter/Sarif/SarifFormatterPosixSeparatorTest.php	4	ABCI
member	C	tests/Unit/Reporting/Formatter/Sarif/SarifRuleCollectorTest.php	4	ABCG
member	C	tests/Unit/Reporting/Formatter/SarifFormatterTest.php	4	ABCI
member	C	tests/Unit/Reporting/Formatter/SummaryFormatterTest.php	4	ABCG
member	C	tests/Unit/Reporting/Formatter/Support/AcceptedLevelNarratorTest.php	2	AC
member	C	tests/Unit/Reporting/Formatter/Support/DetailedViolationRendererTest.php	3	ABC
member	C	tests/Unit/Reporting/Formatter/TextFormatterTest.php	3	ABC
member	C	tests/Unit/Reporting/Formatter/TextVerboseFormatterTest.php	3	ABC
member	C	tests/Unit/Reporting/Health/SummaryEnricherTest.php	3	ACG
member	C	website/docs/getting-started/configuration.md	6	ACDEHJ
member	C	website/docs/getting-started/configuration.ru.md	6	ACDEHJ
member	C	website/docs/reference/default-thresholds.md	5	ACDHJ
member	C	website/docs/reference/default-thresholds.ru.md	3	CHJ
member	C	website/docs/rules/annotation.md	5	ACDHJ
member	C	website/docs/rules/annotation.ru.md	5	ACDHJ
member	C	website/docs/usage/baseline.md	5	ACDHJ
member	C	website/docs/usage/baseline.ru.md	5	ACDHJ
member	C	website/docs/usage/output-formats.md	5	ACEIJ
member	C	website/docs/usage/output-formats.ru.md	5	ACEIJ
member	D	CHANGELOG.md	7	ACDEGIJ
member	D	docs/adr/0001-computed-metrics.md	3	DGJ
member	D	docs/adr/0003-reporting-ux-redesign.md	5	ADGIJ
member	D	docs/adr/0024-channel-identity-and-selector-semantics.md	5	ACDFJ
member	D	docs/adr/0025-channel-selectors-in-configuration-keys.md	4	ACDJ
member	D	docs/adr/0029-channel-presentation-join.md	6	ACDFGJ
member	D	docs/adr/0031-channel-shape-is-a-producer-property.md	4	DGHJ
member	D	docs/adr/README.md	5	ADEFJ
member	D	docs/internal/SCANNER_VALIDATION_ROUND_2_PLAN.md	8	ACDEFGHI
member	D	docs/internal/generated/modular-architecture/production-composition-bindings.tsv	3	ADJ
member	D	docs/internal/generated/modular-architecture/production-cross-owner-imports.tsv	8	ACDFGHIJ
member	D	docs/internal/generated/modular-architecture/production-ownership.tsv	8	ACDFGHIJ
member	D	docs/internal/generated/modular-architecture/production-public-imports.tsv	8	ACDFGHIJ
member	D	docs/internal/generated/modular-architecture/test-ownership.tsv	7	ACDGHIJ
member	D	docs/internal/generated/modular-architecture/test-phpunit-discovery.txt	8	ACDEGHIJ
member	D	docs/internal/modular-architecture-manifest.json	8	ACDFGHIJ
member	D	docs/internal/plans/baseline-compaction/enumeration-identity.md	3	ADI
member	D	docs/internal/plans/channel-identity-substrate.md	6	ACDFGH
member	D	docs/internal/plans/diff-mode-new-only.md	4	ADFI
member	D	docs/internal/plans/modular-architecture/p2-dependency-model.md	4	ACDI
member	D	docs/internal/plans/modular-architecture/p3-run-measurement-configuration.md	5	ACDGI
member	D	docs/internal/plans/modular-architecture/p5-computed-metrics.md	4	ACDG
member	D	docs/internal/plans/modular-architecture/p6-finding-policy.md	6	ACDFHI
member	D	docs/internal/plans/modular-architecture/p6/p6-production-ledger.md	6	ACDFHI
member	D	docs/internal/plans/rule-vocabulary/FACTS.md	6	ACDEFG
member	D	docs/internal/plans/rule-vocabulary/PLAN.md	8	ACDEFGHI
member	D	docs/internal/plans/rule-vocabulary/enumeration-channel-levels.tsv	4	ACDG
member	D	docs/internal/plans/rule-vocabulary/enumeration-channel-shapes.tsv	4	CDGH
member	D	docs/internal/plans/rule-vocabulary/enumeration-count-assertions.tsv	1	D
member	D	docs/internal/plans/rule-vocabulary/enumeration-producer-name-consumers.tsv	4	ADHI
member	D	docs/internal/plans/rule-vocabulary/enumeration-renames.tsv	4	ACDE
member	D	docs/internal/plans/rule-vocabulary/enumeration-rules.tsv	3	CDF
member	D	docs/internal/plans/rule-vocabulary/enumeration-runtime-channels.tsv	1	D
member	D	docs/internal/plans/sarif-channel-descriptions.md	6	ACDFGI
member	D	finding-gate/README.md	3	ACD
member	D	finding-gate/cases/annotations/qmx.yaml	1	D
member	D	finding-gate/cases/complexity/qmx.yaml	1	D
member	D	finding-gate/cases/coupling/qmx.yaml	1	D
member	D	finding-gate/cases/cycle/qmx.yaml	1	D
member	D	finding-gate/cases/design/qmx.yaml	1	D
member	D	finding-gate/cases/disabled-rule/qmx.yaml	1	D
member	D	finding-gate/cases/duplication/qmx.yaml	1	D
member	D	finding-gate/cases/excluded-path/qmx.yaml	1	D
member	D	finding-gate/cases/health/case.json	1	D
member	D	finding-gate/cases/health/qmx.yaml	2	DG
member	D	finding-gate/cases/layers/qmx.yaml	1	D
member	D	finding-gate/cases/only-rules/qmx.yaml	1	D
member	D	finding-gate/cases/security/qmx.yaml	1	D
member	D	finding-gate/cases/smells/qmx.yaml	1	D
member	D	qmx-baseline.json	6	ACDGHI
member	D	qmx.yaml	8	ACDFGHIJ
member	D	qmx.yaml.example	3	DGJ
member	D	scripts/finding-gate-controls/Controls.php	3	ADG
member	D	scripts/generate-rename-enumeration.php	3	ADE
member	D	src/Analysis/Configuration/ConfigSchema.php	1	D
member	D	src/Analysis/Configuration/Loader/SectionNormalizationPolicy.php	1	D
member	D	src/Analysis/Configuration/Pipeline/RuleNameValidator.php	1	D
member	D	src/Analysis/Configuration/README.md	2	DE
member	D	src/Analysis/Evidence/ComputedMetrics/ComputedMetricConfigurationException.php	1	D
member	D	src/Analysis/Evidence/ComputedMetrics/ComputedMetricDefaults.php	3	DEG
member	D	src/Analysis/Evidence/ComputedMetrics/ComputedMetricsConfigResolver.php	2	DG
member	D	src/Analysis/Evidence/ComputedMetrics/Configuration/ComputedMetricContributionReader.php	1	D
member	D	src/Analysis/Evidence/ComputedMetrics/Contract/Finding/ComputedMetricChannelFamily.php	1	D
member	D	src/Analysis/Evidence/ComputedMetrics/README.md	2	DG
member	D	src/Analysis/Evidence/Duplication/DuplicationDetector.php	1	D
member	D	src/Analysis/Evidence/Measurement/Visitor/VisitorMethodContext.php	1	D
member	D	src/Analysis/Evidence/Prioritization/Debt/DebtCalculator.php	2	AD
member	D	src/Analysis/Evidence/Prioritization/Debt/RemediationTimeRegistry.php	3	ADG
member	D	src/Analysis/Finding/ChannelPresentationView.php	3	ADG
member	D	src/Analysis/Finding/Contract/ChannelDeclaration.php	2	DG
member	D	src/Analysis/Finding/Contract/ChannelShape.php	2	AD
member	D	src/Analysis/Finding/Contract/Rule/RuleCategory.php	2	DF
member	D	src/Analysis/Finding/Contract/Rule/RuleDocsPageReader.php	2	DF
member	D	src/Analysis/Finding/Contract/Rule/RuleSelector.php	2	AD
member	D	src/Analysis/Finding/README.md	3	ADG
member	D	src/Analysis/Finding/Rule/InMemoryRuleChannelRegistry.php	2	AD
member	D	src/Analysis/Finding/RuleConfiguration/RuleOptionsParserFactory.php	1	D
member	D	src/Analysis/Finding/RuleConfiguration/RuleOptionsRegistry.php	2	AD
member	D	src/Analysis/Finding/RuleExecution.php	2	AD
member	D	src/Analysis/Policy/Architecture/Contract/LayerPolicyPreparationInterface.php	2	AD
member	D	src/Analysis/Policy/Baseline/BaselineMigrator.php	3	ADI
member	D	src/Analysis/Policy/Baseline/BaselineWriter.php	2	DI
member	D	src/Analysis/Policy/Baseline/BoundaryExplanationService.php	4	ADGI
member	D	src/Analysis/Policy/Baseline/README.md	5	ACDGI
member	D	src/Analysis/Policy/Inline/Contract/RuleValidatorMapFactory.php	2	DH
member	D	src/Analysis/Policy/Inline/Directive/DirectiveAddressability.php	2	AD
member	D	src/Analysis/Policy/Inline/Directive/DirectiveNameHints.php	3	ACD
member	D	src/Analysis/Policy/Inline/Directive/InlineDirectivePolicy.php	3	ADH
member	D	src/Analysis/Run/FileSetInspection/FileSetInspectionComposite.php	1	D
member	D	src/Analysis/Run/FileSetInspection/RuleSelectorProducerGate.php	1	D
member	D	src/Analysis/Run/RuleProducerPreparation.php	2	AD
member	D	src/Core/README.md	4	ADFG
member	D	src/Infrastructure/Console/ChannelExclusionKeyValidator.php	3	ADH
member	D	src/Infrastructure/Console/CheckCommandDefinition.php	1	D
member	D	src/Infrastructure/Console/Command/BaselineConfiguredThresholds.php	3	ADG
member	D	src/Infrastructure/Console/Command/RulesCommand.php	1	D
member	D	src/Infrastructure/Console/RuleInputValidator.php	3	DGH
member	D	src/Infrastructure/DependencyInjection/CompilerPass/ChannelDeclarationCompilerPass.php	2	AD
member	D	src/Infrastructure/DependencyInjection/CompilerPass/RuleOptionsCompilerPass.php	1	D
member	D	src/Infrastructure/DependencyInjection/CompilerPass/RuleRegistryCompilerPass.php	1	D
member	D	src/Infrastructure/DependencyInjection/Configurator/RuleConfigurator.php	2	DG
member	D	src/Infrastructure/Rule/ChannelUniverse.php	3	ADG
member	D	src/Infrastructure/Rule/ComputedMetricChannelPresentation.php	3	ADG
member	D	src/Infrastructure/Rule/KnownRuleNamesAdapter.php	1	D
member	D	src/Infrastructure/Rule/README.md	2	DG
member	D	src/Infrastructure/Rule/RuleRegistry.php	1	D
member	D	src/Reporting/Formatter/Json/JsonViolationSection.php	2	AD
member	D	src/Reporting/Formatter/Sarif/SarifRuleCollector.php	3	ADG
member	D	src/Reporting/Formatter/Support/DebtBreakdownRenderer.php	2	AD
member	D	tests/Analysis/Configuration/Integration/Loader/YamlNormalizationCharacterizationTest.php	1	D
member	D	tests/Analysis/Configuration/Integration/YamlKeyReachabilityTest.php	1	D
member	D	tests/Analysis/Configuration/Unit/Loader/YamlConfigLoaderTest.php	1	D
member	D	tests/Analysis/Evidence/ComputedMetrics/Unit/ComputedMetricDefaultsTest.php	2	DG
member	D	tests/Analysis/Evidence/ComputedMetrics/Unit/ComputedMetricEvaluatorTest.php	3	DEG
member	D	tests/Analysis/Evidence/ComputedMetrics/Unit/ComputedMetricFindingBuilderTest.php	3	ADG
member	D	tests/Analysis/Evidence/ComputedMetrics/Unit/ComputedMetricRuleTest.php	4	ADFG
member	D	tests/Analysis/Evidence/ComputedMetrics/Unit/ComputedMetricsConfigResolverTest.php	2	DG
member	D	tests/Analysis/Evidence/ComputedMetrics/Unit/ComputedMetricsInternalTopologyTest.php	3	ADG
member	D	tests/Analysis/Evidence/ComputedMetrics/Unit/HealthFormulaExcluderTest.php	2	DG
member	D	tests/Analysis/Evidence/Prioritization/Support/StubRemediationMinutes.php	1	D
member	D	tests/Analysis/Finding/Integration/ChannelDeclarationFixtureDriftTest.php	2	AD
member	D	tests/Analysis/Finding/Integration/ChannelPresentationCoverageTest.php	2	AD
member	D	tests/Analysis/Finding/Integration/ChannelUniverseCoverageTest.php	3	ACD
member	D	tests/Analysis/Finding/Integration/RuleDocsPageCoverageTest.php	1	D
member	D	tests/Analysis/Finding/Integration/RuleIdentifierLiteralGuardTest.php	2	AD
member	D	tests/Analysis/Finding/Integration/RuleRemediationMinutesCoverageTest.php	1	D
member	D	tests/Analysis/Finding/Unit/ChannelDeclarationCompilerPassTest.php	4	ACDF
member	D	tests/Analysis/Finding/Unit/ChannelPresentationViewTest.php	4	ADFG
member	D	tests/Analysis/Finding/Unit/ChannelSelectorTest.php	3	ACD
member	D	tests/Analysis/Finding/Unit/RuleExecutorTest.php	6	ABCDFG
member	D	tests/Analysis/Finding/Unit/RuleNamespaceExclusionProviderTest.php	2	AD
member	D	tests/Analysis/Finding/Unit/RuleOptionsFactoryTest.php	2	AD
member	D	tests/Analysis/Finding/Unit/RuleSelectorTest.php	2	AD
member	D	tests/Analysis/Policy/Baseline/Functional/BaselineCommandFailureReportingTest.php	4	ADGI
member	D	tests/Analysis/Policy/Baseline/Functional/BaselineMeasuredSetSeamTest.php	2	DI
member	D	tests/Analysis/Policy/Baseline/Functional/BaselineRunBeforeLoadTest.php	4	ADGI
member	D	tests/Analysis/Policy/Baseline/Unit/BaselineCeilingStageAcceptanceTest.php	5	ADEGI
member	D	tests/Analysis/Policy/Inline/Integration/UnusedDirectiveRuleTest.php	5	ACDGH
member	D	tests/Analysis/Policy/Inline/Unit/Directive/InlineDirectivePolicyTest.php	3	ADG
member	D	tests/Analysis/Policy/Inline/Unit/SuppressionFilterTest.php	3	ACD
member	D	tests/Analysis/Run/Support/Pipeline/TestPipelineBuilder.php	2	DG
member	D	tests/Functional/Console/LayerAssignmentCommandTest.php	2	DG
member	D	tests/Infrastructure/Console/Functional/Command/CheckCommandConfigErrorExitCodeTest.php	2	DG
member	D	tests/Infrastructure/Console/Functional/Command/CheckCommandInputValidationTest.php	2	DG
member	D	tests/Infrastructure/Console/Functional/Command/CheckCommandPathInputTest.php	1	D
member	D	tests/Infrastructure/Console/Functional/Command/CheckCommandTest.php	2	AD
member	D	tests/Infrastructure/Console/Integration/RuleExclusionStatsWiringTest.php	2	AD
member	D	tests/Infrastructure/Console/Integration/RuntimeConfigurationIsolationTest.php	1	D
member	D	tests/Infrastructure/Console/Unit/RuleInputValidatorTest.php	2	DG
member	D	tests/Infrastructure/Console/Unit/RuntimeConfiguratorTest.php	2	DG
member	D	tests/Infrastructure/Rule/Unit/ComputedMetricChannelPresentationTest.php	2	DG
member	D	tests/Infrastructure/Unit/ChannelUniverseTest.php	4	ACDG
member	D	tests/Reporting/FindingProjection/Unit/DeclaredChannelFileScopeTest.php	3	ACD
member	D	tests/Reporting/Formatter/Sarif/Integration/SarifRuleDescriptorCoverageTest.php	2	AD
member	D	tests/System/DocumentationConsistency/Integration/DocumentationConsistencyTest.php	1	D
member	D	tests/Unit/RuleVocabulary/RenameEnumerationRetirementTest.php	1	D
member	D	website/docs/getting-started/configuration.md	6	ACDEHJ
member	D	website/docs/getting-started/configuration.ru.md	6	ACDEHJ
member	D	website/docs/reference/default-thresholds.md	5	ACDHJ
member	D	website/docs/reference/health-scores.md	4	DEGJ
member	D	website/docs/reference/health-scores.ru.md	4	DEGJ
member	D	website/docs/reference/remediation-time.md	3	ADJ
member	D	website/docs/reference/remediation-time.ru.md	3	ADJ
member	D	website/docs/rules/annotation.md	5	ACDHJ
member	D	website/docs/rules/annotation.ru.md	5	ACDHJ
member	D	website/docs/usage/baseline.md	5	ACDHJ
member	D	website/docs/usage/baseline.ru.md	5	ACDHJ
member	D	website/docs/usage/cli-options.md	6	ADEGHJ
member	D	website/docs/usage/cli-options.ru.md	5	ADEHJ
member	E	AGENTS.md	2	AE
member	E	CHANGELOG.md	7	ACDEGIJ
member	E	docs/adr/0020-method-size-and-npath-semantics.md	2	EJ
member	E	docs/adr/0027-weight-of-class-measures-accessors-not-visibility.md	2	EJ
member	E	docs/adr/README.md	5	ADEFJ
member	E	docs/internal/PRODUCT_ROADMAP.md	2	AE
member	E	docs/internal/SCANNER_VALIDATION_ROUND_1_FINDINGS.md	2	EI
member	E	docs/internal/SCANNER_VALIDATION_ROUND_1_PLAN.md	1	E
member	E	docs/internal/SCANNER_VALIDATION_ROUND_2_PLAN.md	8	ACDEFGHI
member	E	docs/internal/generated/modular-architecture/production-phase-participants.tsv	4	AEGJ
member	E	docs/internal/generated/modular-architecture/production-state-services.tsv	2	EJ
member	E	docs/internal/generated/modular-architecture/test-phpunit-discovery.txt	8	ACDEGHIJ
member	E	docs/internal/plans/baseline-compaction/identity-map.md	2	EG
member	E	docs/internal/plans/client-requests/abstractness-enum-exclusion.md	1	E
member	E	docs/internal/plans/global-functions-graph.md	3	AEG
member	E	docs/internal/plans/rule-vocabulary/FACTS.md	6	ACDEFG
member	E	docs/internal/plans/rule-vocabulary/PLAN.md	8	ACDEFGHI
member	E	docs/internal/plans/rule-vocabulary/enumeration-consumers.tsv	3	AEF
member	E	docs/internal/plans/rule-vocabulary/enumeration-producer-surfaces.tsv	2	AE
member	E	docs/internal/plans/rule-vocabulary/enumeration-renames.tsv	4	ACDE
member	E	finding-gate/cases/design/case.json	1	E
member	E	scripts/collect-benchmark-data.php	1	E
member	E	scripts/cross-tool-comparison.py	1	E
member	E	scripts/generate-modular-architecture-production-inventory.php	3	AEG
member	E	scripts/generate-rename-enumeration.php	3	ADE
member	E	src/Analysis/Configuration/README.md	2	DE
member	E	src/Analysis/Evidence/CodeSmell/ConstructorOverinjectionRule.php	3	AEF
member	E	src/Analysis/Evidence/CodeSmell/LongParameterListRule.php	3	AEF
member	E	src/Analysis/Evidence/CodeSmell/ParameterCountCollector.php	1	E
member	E	src/Analysis/Evidence/CodeSmell/ParameterCountVisitor.php	1	E
member	E	src/Analysis/Evidence/CodeSmell/UnreachableCodeCollector.php	1	E
member	E	src/Analysis/Evidence/CodeSmell/UnreachableCodeRule.php	3	AEF
member	E	src/Analysis/Evidence/CodeSmell/UnreachableCodeVisitor.php	1	E
member	E	src/Analysis/Evidence/CodeSmell/UnusedPrivateCollector.php	1	E
member	E	src/Analysis/Evidence/CodeSmell/UnusedPrivateRule.php	3	AEF
member	E	src/Analysis/Evidence/Cohesion/LcomCollector.php	1	E
member	E	src/Analysis/Evidence/Cohesion/LcomRule.php	3	AEF
member	E	src/Analysis/Evidence/Cohesion/TccLccCollector.php	1	E
member	E	src/Analysis/Evidence/Complexity/CognitiveComplexityCollector.php	1	E
member	E	src/Analysis/Evidence/Complexity/CognitiveComplexityRule.php	5	ABCEF
member	E	src/Analysis/Evidence/Complexity/ComplexityRule.php	5	ABCEF
member	E	src/Analysis/Evidence/Complexity/CyclomaticComplexityCollector.php	1	E
member	E	src/Analysis/Evidence/Complexity/NpathComplexityCollector.php	1	E
member	E	src/Analysis/Evidence/Complexity/NpathComplexityRule.php	5	ABCEF
member	E	src/Analysis/Evidence/Complexity/README.md	2	CE
member	E	src/Analysis/Evidence/Complexity/WmcRule.php	3	AEF
member	E	src/Analysis/Evidence/ComputedMetrics/ComputedMetricDefaults.php	3	DEG
member	E	src/Analysis/Evidence/ComputedMetrics/Health/Contract/DrillDown/WorstClassDrillDown.php	3	AEG
member	E	src/Analysis/Evidence/ComputedMetrics/Health/Contract/Summary/HealthSummaryBuilder.php	3	AEG
member	E	src/Analysis/Evidence/ComputedMetrics/Health/Metadata/HealthDimensionCatalog.php	1	E
member	E	src/Analysis/Evidence/ComputedMetrics/Health/Metadata/MetricHintCatalog.php	1	E
member	E	src/Analysis/Evidence/Coupling/AbstractnessCollector.php	2	EG
member	E	src/Analysis/Evidence/Coupling/CboRule.php	6	ABCEFG
member	E	src/Analysis/Evidence/Coupling/ClassRankCollector.php	2	EG
member	E	src/Analysis/Evidence/Coupling/ClassRankRule.php	4	AEFG
member	E	src/Analysis/Evidence/Coupling/CouplingCollector.php	2	EG
member	E	src/Analysis/Evidence/Coupling/DistanceCollector.php	2	EG
member	E	src/Analysis/Evidence/Coupling/DistanceRule.php	4	AEFG
member	E	src/Analysis/Evidence/Coupling/InstabilityRule.php	6	ABCEFG
member	E	src/Analysis/Evidence/Coupling/README.md	2	EI
member	E	src/Analysis/Evidence/Coupling/RfcCollector.php	1	E
member	E	src/Analysis/Evidence/Design/DataClassExclusionCheck.php	1	E
member	E	src/Analysis/Evidence/Design/DataClassRule.php	3	AEF
member	E	src/Analysis/Evidence/Design/DitGlobalCollector.php	2	EG
member	E	src/Analysis/Evidence/Design/GodClassCriteriaEvaluator.php	1	E
member	E	src/Analysis/Evidence/Design/GodClassOptions.php	1	E
member	E	src/Analysis/Evidence/Design/GodClassRule.php	3	AEF
member	E	src/Analysis/Evidence/Design/InheritanceDepthCollector.php	1	E
member	E	src/Analysis/Evidence/Design/InheritanceRule.php	3	AEF
member	E	src/Analysis/Evidence/Design/NocCollector.php	2	EG
member	E	src/Analysis/Evidence/Design/NocRule.php	3	AEF
member	E	src/Analysis/Evidence/Design/ParamTypeCoverageRule.php	1	E
member	E	src/Analysis/Evidence/Design/PropertyTypeCoverageRule.php	1	E
member	E	src/Analysis/Evidence/Design/ReturnTypeCoverageRule.php	1	E
member	E	src/Analysis/Evidence/Design/TypeCoverageCollector.php	1	E
member	E	src/Analysis/Evidence/Design/TypeCoveragePercentCollector.php	1	E
member	E	src/Analysis/Evidence/Design/TypeCoverageVisitor.php	1	E
member	E	src/Analysis/Evidence/Maintainability/HalsteadCollector.php	1	E
member	E	src/Analysis/Evidence/Maintainability/HalsteadVisitor.php	1	E
member	E	src/Analysis/Evidence/Maintainability/MaintainabilityIndexCollector.php	1	E
member	E	src/Analysis/Evidence/Maintainability/MaintainabilityRule.php	3	AEF
member	E	src/Analysis/Evidence/Maintainability/README.md	1	E
member	E	src/Analysis/Evidence/Measurement/Aggregation/CallableToClassAggregator.php	2	EG
member	E	src/Analysis/Evidence/Measurement/Contract/MetricName.php	1	E
member	E	src/Analysis/Evidence/Prioritization/Impact/ClassRankIndex.php	1	E
member	E	src/Analysis/Evidence/Prioritization/Impact/ClassRankResolver.php	3	AEG
member	E	src/Analysis/Evidence/Prioritization/Impact/ImpactCalculator.php	3	AEG
member	E	src/Analysis/Evidence/Prioritization/Impact/RankedIssue.php	2	AE
member	E	src/Analysis/Evidence/Security/Credential/HardcodedCredentialsCollector.php	1	E
member	E	src/Analysis/Evidence/Security/HardcodedCredentialsRule.php	4	AEFG
member	E	src/Analysis/Evidence/Security/README.md	1	E
member	E	src/Analysis/Evidence/Security/SensitiveParameterCollector.php	1	E
member	E	src/Analysis/Evidence/Security/SensitiveParameterRule.php	4	AEFG
member	E	src/Analysis/Evidence/Size/ClassCountCollector.php	1	E
member	E	src/Analysis/Evidence/Size/ClassCountRule.php	4	AEFG
member	E	src/Analysis/Evidence/Size/ClassCountVisitor.php	1	E
member	E	src/Analysis/Evidence/Size/LocCollector.php	1	E
member	E	src/Analysis/Evidence/Size/MethodCountCollector.php	1	E
member	E	src/Analysis/Evidence/Size/MethodCountMetrics.php	1	E
member	E	src/Analysis/Evidence/Size/MethodCountRule.php	3	AEF
member	E	src/Analysis/Evidence/Size/MethodCountVisitor.php	1	E
member	E	src/Analysis/Evidence/Size/MethodStatementCountCollector.php	1	E
member	E	src/Analysis/Evidence/Size/MethodStatementCountVisitor.php	1	E
member	E	src/Analysis/Evidence/Size/PropertyCountRule.php	3	AEF
member	E	src/Analysis/Evidence/Size/README.md	1	E
member	E	src/Reporting/Formatter/Html/HtmlMetricAggregator.php	1	E
member	E	src/Reporting/Formatter/Html/HtmlTreeBuilder.php	2	EG
member	E	src/Reporting/Formatter/Json/JsonFormatter.php	2	AE
member	E	src/Reporting/Health/SummaryEnricher.php	1	E
member	E	src/Reporting/Template/tests/hints.test.js	1	E
member	E	tests/Analysis/Evidence/CodeSmell/Integration/LongParameterListVoPropagationTest.php	3	AEG
member	E	tests/Analysis/Evidence/CodeSmell/Unit/LongParameterListRuleTest.php	4	AEFG
member	E	tests/Analysis/Evidence/CodeSmell/Unit/ParameterCountCollectorTest.php	1	E
