# Enumeration for the upcoming step "level as a type": ComputedMetricDefinition::$levels moves from
# list<SymbolType> to list<SymbolLevel>, and MetricRepositoryInterface::all(SymbolType) moves to
# accepting SymbolLevel. Snapshot at HEAD 1ce47801, branch rule-vocabulary-channel-levels, 2026-08-26.
# Freshly enumerated from code; the tables under docs/internal/plans/rule-vocabulary/*.tsv were NOT read
# (different question, would reproduce their own gaps).
#
# Method: two enumeration passes of different nature, cross-checked against each other.
#   (a) MCP Serena LSP references -- mcp__serena__find_referencing_symbols on
#       MetricRepositoryInterface::all, ComputedMetricDefinition::hasLevel, ::reportingLevels,
#       ::getFormulaForLevel (7 calls total: 1 failed lookup on the promoted property's synthetic
#       name path, 6 successful) and mcp__serena__find_implementations on MetricRepositoryInterface
#       (1 call). LSP resolves method-call targets through variables and dynamic arguments (e.g. it
#       found MetricsJsonFormatter's ->all($type) and HealthSummaryBuilder's ->all($symbolType) the
#       same way as literal ->all(SymbolType::Class_)), and it is immune to the property/property-name
#       collision described below. It does NOT resolve promoted-constructor-property reads/writes as
#       a symbol (the direct "ComputedMetricDefinition/levels" and "/__construct/levels" name-path
#       queries both failed), so property-level read/write enumeration fell entirely to grep.
#   (b) git grep -P (never -E: -E silently drops \b and \s in this git version) for ->all(, for
#       SymbolType::Method / ::Function_ co-occurrence, for ->levels / levels: writes, for mapLevel,
#       and for SymbolType usage across src/Reporting. Grep is textual: it caught two classes Serena's
#       targeted queries would have missed by construction -- the YAML-heredoc "levels: [namespace]"
#       fixture lines (not a PHP symbol at all) and the false-positive collision between
#       ComputedMetricDefinition::$levels (list<SymbolType>) and the unrelated, already-SymbolLevel-typed
#       ChannelDeclaration::$levels / ChannelLevelAddressing::$levels / InlineDirectivePolicy::$levels,
#       which share the property name "levels" and were manually disambiguated below by owning class
#       (import + receiver-variable naming: "$declaration->levels" is always ChannelDeclaration in this
#       codebase; "$definition->levels" / "$this->levels" inside ComputedMetricDefinition or its
#       readers is always the target property). Cross-check: Serena's 36-file ->all(SymbolType) call-site
#       set and grep's SymbolType::-literal + 4 known-dynamic-var set agree exactly (59 real call sites
#       after subtracting 4 docblock-comment lines that quote the call in prose, not code).
#
# Channels this method does NOT see (named per CLAUDE.md instruction, not silently assumed covered):
#   - string-identifier / YAML-key references: covered for the one channel that matters here (mapLevel's
#     'levels' YAML key, and its 'class'/'namespace'/'project' formula-key sibling), not swept generally.
#   - reflection (ReflectionProperty/ReflectionClass) reads of ->levels or ->all: NOT covered -- neither
#     pass detects reflection-mediated access; none is known to exist for these two members, but that is
#     an absence of evidence, not evidence of absence.
#   - PHPDoc-only generics (@param list<SymbolType> in a signature with no runtime SymbolType symbol):
#     covered only where grep's SymbolType text pattern also matched the docblock line; a generic typed
#     purely via a phpstan-only alias with no literal "SymbolType" token would be missed. None found.
#   - DI/YAML container configuration referencing these classes by string service id: NOT swept; neither
#     class is autowired by a role scan per CLAUDE.md Rule 7, so this is believed low-risk, not verified.
#   - dynamic ->all($var) / ->{$prop} calls where $var's origin could not be traced to a literal or a
#     grep-matched pattern: the 4 dynamic call sites found (HealthSummaryBuilder, BoundaryExplanationService,
#     MetricsJsonFormatter, AnalysisPipelineIntegrationTest) were traced by hand to their SymbolType-typed
#     origin; a fifth dynamic site reachable only through a deeper call chain would not surface from a
#     single-hop grep and was not searched for beyond Serena's reference graph.
#   - test doubles / mocks built with PHPUnit's createMock() or fixture factories that never mention
#     "SymbolType" or "levels" as literal tokens (e.g. a stub returning a pre-baked array): NOT covered
#     by text search; Serena's find_implementations (LSP-based, not text-based) is exhaustive for actual
#     `implements MetricRepositoryInterface` declarations and found the 2 listed under kind=implementation.
#   - external/out-of-repo consumers (no external users per CLAUDE.md Backward Compatibility Policy):
#     out of scope, matches project policy.
#
# Columns per kind are documented at each section's first row via the header immediately above it.
#
# kind=all-call -- every call site reaching MetricRepositoryInterface::all(SymbolType). 59 call sites,
# 55 literal SymbolType::X argument + 4 dynamic-variable argument (all 4 traced to a SymbolType-typed
# origin). 4 additional textual matches were prose inside docblocks quoting the call, not code, and are
# excluded from the count (LayerEvidenceCollector.php:181,208,277 and LayerViolationRuleTest.php:1552).
# Columns: kind, file, line, argument, argument_class(literal-SymbolType|dynamic|other), area(src|tests), note
kind	file	line	argument	argument_class	area	note
levels-write	tests/Infrastructure/Console/Integration/ClasslessProducerOptionOwnerTest.php	274	tests	
levels-write	tests/Infrastructure/Console/Integration/RuleExclusionStatsWiringTest.php	247	tests	
levels-write	tests/Infrastructure/Console/Unit/RuleInputValidatorTest.php	60,99,350	tests	L350: levels: array_values([$level, ...$moreLevels]) -- dynamic, data-provider driven
levels-write	tests/Infrastructure/Rule/Unit/ComputedMetricChannelPresentationTest.php	51,81	tests	L51: levels: [] -- empty-levels edge case; L81: levels: [] -- empty-levels edge case
levels-write	tests/Infrastructure/Unit/ChannelUniverseTest.php	450,464	tests	L464: levels: $levels -- dynamic, parameterized helper definitionWithLevels()-adjacent factory
levels-write	tests/Unit/Reporting/Formatter/Html/HtmlTreeBuilderTest.php	587,594	tests	
#
# kind=level-input -- how a level string from YAML config becomes a ComputedMetricDefinition level today.
kind	file	line	description
level-input	src/Analysis/Evidence/ComputedMetrics/ComputedMetricOverrideReader.php	117-124	private static levels(array $config, array $defaults): reads $config['levels'] (a list<string> from YAML), array_map's each entry through mapLevel(...); falls back to $defaults (a list<SymbolType>) when the key is absent or not an array
level-input	src/Analysis/Evidence/ComputedMetrics/ComputedMetricOverrideReader.php	181-195	private static mapLevel(string $level): SymbolType -- the actual domain gate. Accepts a string, parses it via SymbolLevel::tryFrom($level) FIRST (so the accepted string domain is exactly SymbolLevel's 5 case values: callable/class/file/namespace/project), throws ComputedMetricConfigurationException('Invalid computed metric level: "%s"') for anything else (typos, unknown words). Of the 5 SymbolLevel values, only Class_/Namespace_/Project map to a SymbolType and are accepted; Callable and File are recognised as real level words but explicitly rejected with 'is not supported; computed metrics report at "class", "namespace" or "project" only' -- a narrower, capability-specific domain layered on top of the shared vocabulary, not a second copy of it
level-input	tests/Infrastructure/Console/Functional/Command/CheckCommandConfigErrorExitCodeTest.php	42,62	YAML fixture content 'levels: [namespace]' inside a heredoc computed_metrics.computed.bad section -- exercises the mapLevel() acceptance path end to end via a real qmx.yaml run, not a PHP constructor call (excluded from kind=levels-write for that reason)
# Domain duplication check: the ONLY other place that spells a subset of {class, namespace, project} as bare
# strings for this same capability is the sibling 'formula'/'formulas' key reader (ComputedMetricOverrideReader.php
# lines 92 and 102: foreach (['class','namespace','project'] as $levelKey)) and ComputedMetricDefinition::getFormulaForLevel's
# match($level) keyed by SymbolType::Class_/Namespace_/Project (lines 56-59). That is a DIFFERENT domain (formula-map
# keys, string-keyed by design since $formulas is array<string,string>) that happens to enumerate the same three
# levels for a different reason (which levels get a formula at all) -- not a duplicate of mapLevel()'s acceptance
# gate, but a second place that would need to change in lockstep if a 4th level (e.g. file) were ever added to
# computed metrics, and a second place a level-as-type refactor must keep synchronized with mapLevel()'s domain.
#
# kind=type-leak -- every place a SymbolType value (not a SymbolLevel value) reaches a published artifact:
# formatter output, baseline file, CLI output, profiler, HTML payload. Checked by grepping SymbolType usage
# under src/Reporting/ (6 files) and src/Analysis/Policy/Baseline/ (baseline file writer), then reading each
# hit to see whether the raw SymbolType/its ->value is ever assigned to an output field.
kind	file	line	verdict	evidence
type-leak	src/Reporting/Formatter/MetricsJsonFormatter.php	60	LEAKS	'type' => $type->value, where $type is the LOOP VARIABLE from the $symbolTypes array (the query argument to all($type) on the previous line), NOT read off the symbol itself (no $symbolInfo->symbolPath->getType() call exists in this method). Confirmed by reading the full format() method: $symbolTypes = [File,Project,Namespace_,Class_,Method,Function_], foreach($symbolTypes as $type){ foreach($report->metrics->all($type) as $symbolInfo){ ... 'type'=>$type->value ... } }. If all()'s parameter becomes SymbolLevel, this loop's $type is a SymbolLevel and the published JSON 'type' field prints SymbolLevel values instead ('callable' merges what were two distinct 'method'/'function' rows) -- a genuine output-shape change for every consumer of `qmx check --format=metrics-json`, not just an internal rename
type-leak	src/Reporting/Formatter/Html/HtmlTreeBuilder.php / HtmlTreeNode.php	99,141,185,215 (HtmlTreeBuilder); 41,54 (HtmlTreeNode)	NO LEAK	HtmlTreeNode's published 'type' field is set from a hardcoded string literal per call site ('project'/'class'/'namespace'), never from SymbolType::value -- a third, independent ad-hoc vocabulary, not sourced from SymbolType at all. Unaffected by the all() signature change, but worth flagging as a THIRD place a level-shaped string is spelled by hand outside SymbolLevel
type-leak	src/Reporting/Filter/FindingFilter.php	43,77	NO LEAK	SymbolType used only in an internal === comparison ($v->symbolPath->getType() === SymbolType::Project) to decide inclusion/exclusion; the value itself is never written to output
type-leak	src/Reporting/Formatter/Html/HtmlFindingPartitioner.php	42,50	NO LEAK	SymbolType used only in a match()/=== branch to choose a tree node path string; the SymbolType value itself is never published
type-leak	src/Reporting/Formatter/Summary/TopIssuesRenderer.php	113,121	NO LEAK	SymbolType used only in === comparisons to choose rendering branches; not published
type-leak	src/Reporting/Formatter/TextFormatter.php	164	NO LEAK	SymbolType used only in an === comparison to decide namespace-level text formatting; not published
type-leak	src/Analysis/Policy/Baseline/BoundaryExplanationService.php	312-313	NO LEAK	SymbolType::cases() drives which all() calls to make while building an internal lookup index used by baseline-explain diagnostics; the SymbolType value itself is not written into the explain-command's published record (see kind=all-call note on this same line for the cardinality-gap concern)
# Formats not searched individually beyond the src/Reporting/ sweep above: CheckstyleFormatter, SarifFormatter,
# GitLabCodeQualityFormatter, HealthFormatter, the profiler, and the baseline file writer proper (Analysis/Policy/Baseline
# outside BoundaryExplanationService) do not import SymbolType at all per `git grep -l SymbolType -- src/Reporting/`
# and a separate check of Baseline/*.php (only BoundaryExplanationService.php matched) -- so no further reading was
# needed for those formats; they carry SymbolLevel or channel/rule identity, never a raw SymbolType, by construction.
#
# kind=implementation -- every implementation of MetricRepositoryInterface (Serena find_implementations,
# LSP-based, exhaustive for `implements` declarations; cross-checked by grep for the same interface name).
kind	file	class	area	note
implementation	src/Analysis/Evidence/Measurement/Repository/InMemoryMetricRepository.php	InMemoryMetricRepository	src	the only production implementation. all(SymbolType $type) at line 57 filters by EXACT type equality ($info->symbolPath->getType() === $type), then separately yields unseenLogicalClasses() when $type===Class_ or callablesOfType($type) when $type is Method/Function_ -- i.e. Method and Function_ are two disjoint result sets today, not a shared Callable bucket. A SymbolLevel-typed all(Callable) would need this method to union both, which is a behavior change, not just a signature rename.
implementation	tests/Analysis/Policy/Baseline/Unit/BoundaryExplanationServiceTest.php	CountingBoundaryRepository	tests	test double (lines 596-708) implementing the full interface to count/instrument repository calls for BoundaryExplanationServiceTest; its all() implementation should be checked for the same exact-type-vs-level assumption when this step lands
#
accessor-consumer	src/Infrastructure/Rule/ChannelUniverse.php	89	src	$levels = $definition->reportingLevels(); the result becomes ChannelDeclaration::$levels, i.e. what the registry ACCEPTS. Added after plan review: the kind=levels-read rows enumerate reads of the PROPERTY, so consumers of the public accessors were structurally invisible to that schema. Translation is identity here; listed so the gap is named rather than implied.
accessor-consumer	tests/Analysis/Evidence/ComputedMetrics/Unit/ComputedMetricDefaultsTest.php	52,56,60	tests	hasLevel(SymbolType::Class_/Namespace_/Project) -- argument type changes with the step
accessor-consumer	tests/Analysis/Evidence/ComputedMetrics/Unit/ComputedMetricDefinitionTest.php	213-216	tests	hasLevel(...) including hasLevel(SymbolType::Method), which has no SymbolLevel counterpart: the case becomes hasLevel(SymbolLevel::Callable) and must keep asserting false
#
