file	line	literal	meaning	cure	evidence
src/Analysis/Evidence/Measurement/Contract/MetricName.php	37	coupling.class-rank	declaration-site	allow-file	src/Analysis/Evidence/Measurement/Contract/MetricName.php:37 the const declaration that mints the string: public const string COUPLING_CLASS_RANK = 'coupling.class-rank'. Nothing exists to derive it from — this file defines the metric-key universe, and the channel of the same spelling is declared by its own producing rule under another capability root.
src/Analysis/Evidence/Measurement/Contract/MetricName.php	50	cohesion.lcom	declaration-site	allow-file	src/Analysis/Evidence/Measurement/Contract/MetricName.php:50 the const declaration that mints the string: public const string COHESION_LCOM = 'cohesion.lcom'. Nothing exists to derive it from — this file defines the metric-key universe, and the channel of the same spelling is declared by its own producing rule under another capability root.
src/Analysis/Evidence/Measurement/Contract/MetricName.php	56	design.type-coverage.param	declaration-site	allow-file	src/Analysis/Evidence/Measurement/Contract/MetricName.php:56 the const declaration that mints the string: public const string DESIGN_TYPE_COVERAGE_PARAM = 'design.type-coverage.param'. Nothing exists to derive it from — this file defines the metric-key universe, and the channel of the same spelling is declared by its own producing rule under another capability root.
src/Analysis/Evidence/Measurement/Contract/MetricName.php	59	design.type-coverage.return	declaration-site	allow-file	src/Analysis/Evidence/Measurement/Contract/MetricName.php:59 the const declaration that mints the string: public const string DESIGN_TYPE_COVERAGE_RETURN = 'design.type-coverage.return'. Nothing exists to derive it from — this file defines the metric-key universe, and the channel of the same spelling is declared by its own producing rule under another capability root.
src/Analysis/Evidence/Measurement/Contract/MetricName.php	62	design.type-coverage.property	declaration-site	allow-file	src/Analysis/Evidence/Measurement/Contract/MetricName.php:62 the const declaration that mints the string: public const string DESIGN_TYPE_COVERAGE_PROPERTY = 'design.type-coverage.property'. Nothing exists to derive it from — this file defines the metric-key universe, and the channel of the same spelling is declared by its own producing rule under another capability root.
src/Analysis/Evidence/Measurement/Contract/MetricName.php	68	design.noc	declaration-site	allow-file	src/Analysis/Evidence/Measurement/Contract/MetricName.php:68 the const declaration that mints the string: public const string DESIGN_NOC = 'design.noc'. Nothing exists to derive it from — this file defines the metric-key universe, and the channel of the same spelling is declared by its own producing rule under another capability root.
src/Analysis/Evidence/Measurement/Contract/MetricName.php	85	security.hardcoded-credentials	declaration-site	allow-file	src/Analysis/Evidence/Measurement/Contract/MetricName.php:85 the const declaration that mints the string: public const string SECURITY_HARDCODED_CREDENTIALS = 'security.hardcoded-credentials'. Nothing exists to derive it from — this file defines the metric-key universe, and the channel of the same spelling is declared by its own producing rule under another capability root.
src/Analysis/Evidence/Measurement/Contract/MetricName.php	86	security.sensitive-parameter	declaration-site	allow-file	src/Analysis/Evidence/Measurement/Contract/MetricName.php:86 the const declaration that mints the string: public const string SECURITY_SENSITIVE_PARAMETER = 'security.sensitive-parameter'. Nothing exists to derive it from — this file defines the metric-key universe, and the channel of the same spelling is declared by its own producing rule under another capability root.
src/Analysis/Evidence/Measurement/Contract/MetricName.php	91	size.class-count	declaration-site	allow-file	src/Analysis/Evidence/Measurement/Contract/MetricName.php:91 the const declaration that mints the string: public const string SIZE_CLASS_COUNT = 'size.class-count'. Nothing exists to derive it from — this file defines the metric-key universe, and the channel of the same spelling is declared by its own producing rule under another capability root.
src/Analysis/Evidence/Measurement/Contract/MetricName.php	117	size.method-count	declaration-site	allow-file	src/Analysis/Evidence/Measurement/Contract/MetricName.php:117 the const declaration that mints the string: public const string SIZE_METHOD_COUNT = 'size.method-count'. Nothing exists to derive it from — this file defines the metric-key universe, and the channel of the same spelling is declared by its own producing rule under another capability root.
src/Analysis/Evidence/Measurement/Contract/MetricName.php	119	size.property-count	declaration-site	allow-file	src/Analysis/Evidence/Measurement/Contract/MetricName.php:119 the const declaration that mints the string: public const string SIZE_PROPERTY_COUNT = 'size.property-count'. Nothing exists to derive it from — this file defines the metric-key universe, and the channel of the same spelling is declared by its own producing rule under another capability root.
src/Analysis/Evidence/Measurement/Contract/MetricName.php	129	code-smell.unreachable-code	declaration-site	allow-file	src/Analysis/Evidence/Measurement/Contract/MetricName.php:129 the const declaration that mints the string: public const string CODE_SMELL_UNREACHABLE_CODE = 'code-smell.unreachable-code'. Nothing exists to derive it from — this file defines the metric-key universe, and the channel of the same spelling is declared by its own producing rule under another capability root.
src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php	123	design.type-coverage.param	rule-name	none-already-allowed	src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:123 key of const GROUPS, looked up by src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:78 groupsFor(string $ruleName, string $path). Sibling keys maintainability.index, design.inheritance, code-smell.constructor-overinjection are rule names that no metric key spells, so the universe here is the rule-name one. The file already holds a reasoned ALLOWED_FILES entry (tests/Analysis/Finding/Integration/RuleIdentifierLiteralGuardTest.php:84-94).
src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php	126	design.type-coverage.return	rule-name	none-already-allowed	src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:126 key of const GROUPS, looked up by src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:78 groupsFor(string $ruleName, string $path). Sibling keys maintainability.index, design.inheritance, code-smell.constructor-overinjection are rule names that no metric key spells, so the universe here is the rule-name one. The file already holds a reasoned ALLOWED_FILES entry (tests/Analysis/Finding/Integration/RuleIdentifierLiteralGuardTest.php:84-94).
src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php	129	design.type-coverage.property	rule-name	none-already-allowed	src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:129 key of const GROUPS, looked up by src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:78 groupsFor(string $ruleName, string $path). Sibling keys maintainability.index, design.inheritance, code-smell.constructor-overinjection are rule names that no metric key spells, so the universe here is the rule-name one. The file already holds a reasoned ALLOWED_FILES entry (tests/Analysis/Finding/Integration/RuleIdentifierLiteralGuardTest.php:84-94).
src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php	147	complexity.cognitive	rule-name	none-already-allowed	src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:147 key of const GROUPS, looked up by src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:78 groupsFor(string $ruleName, string $path). Sibling keys maintainability.index, design.inheritance, code-smell.constructor-overinjection are rule names that no metric key spells, so the universe here is the rule-name one. The file already holds a reasoned ALLOWED_FILES entry (tests/Analysis/Finding/Integration/RuleIdentifierLiteralGuardTest.php:84-94).
src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php	152	complexity.npath	rule-name	none-already-allowed	src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:152 key of const GROUPS, looked up by src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:78 groupsFor(string $ruleName, string $path). Sibling keys maintainability.index, design.inheritance, code-smell.constructor-overinjection are rule names that no metric key spells, so the universe here is the rule-name one. The file already holds a reasoned ALLOWED_FILES entry (tests/Analysis/Finding/Integration/RuleIdentifierLiteralGuardTest.php:84-94).
src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php	165	coupling.cbo	rule-name	none-already-allowed	src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:165 key of const GROUPS, looked up by src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:78 groupsFor(string $ruleName, string $path). Sibling keys maintainability.index, design.inheritance, code-smell.constructor-overinjection are rule names that no metric key spells, so the universe here is the rule-name one. The file already holds a reasoned ALLOWED_FILES entry (tests/Analysis/Finding/Integration/RuleIdentifierLiteralGuardTest.php:84-94).
src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php	175	coupling.instability	rule-name	none-already-allowed	src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:175 key of const GROUPS, looked up by src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:78 groupsFor(string $ruleName, string $path). Sibling keys maintainability.index, design.inheritance, code-smell.constructor-overinjection are rule names that no metric key spells, so the universe here is the rule-name one. The file already holds a reasoned ALLOWED_FILES entry (tests/Analysis/Finding/Integration/RuleIdentifierLiteralGuardTest.php:84-94).
src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php	184	coupling.distance	rule-name	none-already-allowed	src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:184 key of const GROUPS, looked up by src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:78 groupsFor(string $ruleName, string $path). Sibling keys maintainability.index, design.inheritance, code-smell.constructor-overinjection are rule names that no metric key spells, so the universe here is the rule-name one. The file already holds a reasoned ALLOWED_FILES entry (tests/Analysis/Finding/Integration/RuleIdentifierLiteralGuardTest.php:84-94).
src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php	191	coupling.class-rank	rule-name	none-already-allowed	src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:191 key of const GROUPS, looked up by src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:78 groupsFor(string $ruleName, string $path). Sibling keys maintainability.index, design.inheritance, code-smell.constructor-overinjection are rule names that no metric key spells, so the universe here is the rule-name one. The file already holds a reasoned ALLOWED_FILES entry (tests/Analysis/Finding/Integration/RuleIdentifierLiteralGuardTest.php:84-94).
src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php	212	code-smell.unreachable-code	rule-name	none-already-allowed	src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:212 key of const GROUPS, looked up by src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:78 groupsFor(string $ruleName, string $path). Sibling keys maintainability.index, design.inheritance, code-smell.constructor-overinjection are rule names that no metric key spells, so the universe here is the rule-name one. The file already holds a reasoned ALLOWED_FILES entry (tests/Analysis/Finding/Integration/RuleIdentifierLiteralGuardTest.php:84-94).
src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php	222	size.method-count	rule-name	none-already-allowed	src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:222 key of const GROUPS, looked up by src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:78 groupsFor(string $ruleName, string $path). Sibling keys maintainability.index, design.inheritance, code-smell.constructor-overinjection are rule names that no metric key spells, so the universe here is the rule-name one. The file already holds a reasoned ALLOWED_FILES entry (tests/Analysis/Finding/Integration/RuleIdentifierLiteralGuardTest.php:84-94).
src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php	225	size.class-count	rule-name	none-already-allowed	src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:225 key of const GROUPS, looked up by src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:78 groupsFor(string $ruleName, string $path). Sibling keys maintainability.index, design.inheritance, code-smell.constructor-overinjection are rule names that no metric key spells, so the universe here is the rule-name one. The file already holds a reasoned ALLOWED_FILES entry (tests/Analysis/Finding/Integration/RuleIdentifierLiteralGuardTest.php:84-94).
src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php	228	size.property-count	rule-name	none-already-allowed	src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:228 key of const GROUPS, looked up by src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:78 groupsFor(string $ruleName, string $path). Sibling keys maintainability.index, design.inheritance, code-smell.constructor-overinjection are rule names that no metric key spells, so the universe here is the rule-name one. The file already holds a reasoned ALLOWED_FILES entry (tests/Analysis/Finding/Integration/RuleIdentifierLiteralGuardTest.php:84-94).
src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php	236	design.noc	rule-name	none-already-allowed	src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:236 key of const GROUPS, looked up by src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:78 groupsFor(string $ruleName, string $path). Sibling keys maintainability.index, design.inheritance, code-smell.constructor-overinjection are rule names that no metric key spells, so the universe here is the rule-name one. The file already holds a reasoned ALLOWED_FILES entry (tests/Analysis/Finding/Integration/RuleIdentifierLiteralGuardTest.php:84-94).
src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php	239	cohesion.lcom	rule-name	none-already-allowed	src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:239 key of const GROUPS, looked up by src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:78 groupsFor(string $ruleName, string $path). Sibling keys maintainability.index, design.inheritance, code-smell.constructor-overinjection are rule names that no metric key spells, so the universe here is the rule-name one. The file already holds a reasoned ALLOWED_FILES entry (tests/Analysis/Finding/Integration/RuleIdentifierLiteralGuardTest.php:84-94).
src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php	242	complexity.wmc	rule-name	none-already-allowed	src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:242 key of const GROUPS, looked up by src/Analysis/Finding/RuleConfiguration/RuleThresholdKeyGroupRegistry.php:78 groupsFor(string $ruleName, string $path). Sibling keys maintainability.index, design.inheritance, code-smell.constructor-overinjection are rule names that no metric key spells, so the universe here is the rule-name one. The file already holds a reasoned ALLOWED_FILES entry (tests/Analysis/Finding/Integration/RuleIdentifierLiteralGuardTest.php:84-94).
src/Reporting/Formatter/Json/JsonFormatter.php	133	coupling.class-rank	format-field	allow-file	src/Reporting/Formatter/Json/JsonFormatter.php:133 key of the published JSON object carrying $issue->classRank; every sibling key of the same array literal is authored output vocabulary (rank, file, line, symbol, rule, severity, message, impactScore, debtMinutes). The name belongs to the JSON wire contract the finding gate compares, not to the metric or the channel universe, so deriving it from MetricName would let an internal metric rename rewrite published output.
src/Reporting/Formatter/Json/JsonOffenderSection.php	117	size.class-count	format-field	allow-file	src/Reporting/Formatter/Json/JsonOffenderSection.php:117 key of the published JSON object carrying $offender->classCount; every sibling key of the same array literal is authored output vocabulary (symbolPath, healthOverall, label, reason, violationCount, violationDensity, healthScores). The name belongs to the JSON wire contract the finding gate compares, not to the metric or the channel universe, so deriving it from MetricName would let an internal metric rename rewrite published output.
#
# HOW THIS WAS OBTAINED (verbatim, in order of application):
#
# 1. Input tree. Three sibling packages are editing src/ and tests/ in this same working tree while this was
#    measured, so the population was taken from the merge commit the stage starts at, 730941c1, materialized
#    outside the working tree without touching branch, index or worktree:
#      GIT_INDEX_FILE=$SCRATCH/tmpindex git read-tree 730941c1
#      GIT_INDEX_FILE=$SCRATCH/tmpindex git checkout-index -a -f --prefix=$SCRATCH/base/
#    `git archive 730941c1` was rejected as the extraction method: the committed .gitattributes marks /tests/,
#    /docs/, /scripts/ and /website/ export-ignore, so the archive silently omits the guard being reused.
#    vendor/ was deliberately NOT symlinked into the extracted tree — Composer's autoload_psr4.php derives its
#    base directory from the realpath of the vendor directory, so a symlinked vendor resolves Qualimetrix\ back
#    into the ORIGINAL tree and the measurement would silently describe the edited tree instead. Instead the
#    ambient vendor/autoload.php is loaded and a PSR-4 loader for Qualimetrix\ and Qualimetrix\Tests\ pointing
#    at the extracted tree is PREPENDED to it, and the script aborts unless MetricName, ContainerFactory and
#    the guard class all resolve to files inside the extracted tree.
#
# 2. Reader. scripts/x8-overlap-sites.php <tree-root> [--tsv]. It does not restate the guard's optics: by
#    reflection it invokes the private statics of tests/Analysis/Finding/Integration/RuleIdentifierLiteralGuardTest.php
#    itself — stringLiterals() (:489-508), decodeStringLiteralToken() (:516-526), productionPhpFiles() (:531-548),
#    capabilityRootFromRelativePath() (:456-462), metricKeys() (:336-341) and ownerByLiteral() (:275-296). The
#    guard test file was not modified. The one thing written locally is the line number, which stringLiterals()
#    discards; that local token walk is compared to the guard's own output value-by-value for every file and the
#    run aborts on the first divergence, so the two readers cannot drift apart unnoticed.
#
# 3. Population. A row is one string-literal TOKEN OCCURRENCE in a file under src/ whose decoded value is at
#    once (a) a key of ownerByLiteral() — a registered rule name or an emitted channel code — and (b) a value of
#    metricKeys(), i.e. one of the eighteen overlap spellings ownerByOwnedLiteral() drops today, and whose file
#    capability root differs from the literal's owner. That is exactly the finding set the guard will produce
#    once P4b deletes metricKeys() and its subtraction. Commands:
#      php scripts/x8-overlap-sites.php $SCRATCH/base --tsv   -> the first three columns of this file, 78 rows
#      php scripts/x8-overlap-sites.php $SCRATCH/base         -> the full JSON, substring optic included
#    The eighteen overlap spellings: code-smell.unreachable-code, cohesion.lcom, complexity.cognitive,
#    complexity.npath, complexity.wmc, coupling.cbo, coupling.class-rank, coupling.distance, coupling.instability,
#    design.noc, design.type-coverage.param, design.type-coverage.property, design.type-coverage.return,
#    security.hardcoded-credentials, security.sensitive-parameter, size.class-count, size.method-count,
#    size.property-count.
#
# 4. Counts. 78 sites in 6 files: metric-read 42, declaration-site 18, rule-name 16, format-field 2. Sixteen of
#    them (RuleThresholdKeyGroupRegistry.php) sit in a file the guard already allows, so removing the subtraction
#    turns 62 sites in 5 files into new findings. A further 29 occurrences of an overlap spelling were found in
#    the file of the capability that owns it; the guard never reports those and they are not rows here.
#
# 5. Per-file verdict, from the rows above and nothing else. A file holding even one metric-read site cannot be
#    allowed — an ALLOWED_FILES entry skips the WHOLE file (RuleIdentifierLiteralGuardTest.php:158):
#      MetricHintCatalog.php          36 sites, all metric-read           -> cured, never allowed
#      HealthDimensionCatalog.php      6 sites, all metric-read           -> cured, never allowed
#      MetricName.php                 18 sites, all declaration-site      -> allowance (nothing to derive from)
#      JsonFormatter.php               1 site,  format-field              -> allowance
#      JsonOffenderSection.php         1 site,  format-field              -> allowance
#      RuleThresholdKeyGroupRegistry  16 sites, all rule-name             -> already allowed, no new entry
#
# 6. Divergence from the substring optic the plan's earlier round used. Replaying str_contains/substr_count of
#    "'<code>'" over the same files and the same eighteen spellings, with the same foreign-owner filter, gives
#    9 files, 59 distinct (file, code) pairs, 81 raw occurrences — against 6 files and 78 token occurrences here.
#    The set difference is one-directional and fully explained: the three extra files hold the spelling in a
#    comment or a docblock (GlobalCollectorSorter.php:180, HealthContributor.php:18, MetricDefinition.php:26),
#    which the token reader does not see at all. Neither optic reproduces the plan's "62 places in 10 files":
#    the plan's per-file counts (MetricHintCatalog 14) match a distinct-code-per-file tally rather than an
#    occurrence tally, and the tenth file is not identifiable from the numbers recorded. The number in this file
#    is the reader's, not the plan's.
#
# WHAT THIS OPTIC DOES NOT SEE:
#
# - Comments and docblocks. token_get_all yields T_COMMENT / T_DOC_COMMENT for them, never
#   T_CONSTANT_ENCAPSED_STRING, so the three sites named above are absent BY CONSTRUCTION, not by oversight —
#   and so is the guard itself, which will never police prose.
# - Metric keys inside an expression-language formula. In ComputedMetricDefaults.php:28,30 the literal's value is
#   the entire formula ('clamp(100 - max((m["complexity.ccn.sum"] ?? 0) ...)'), so exact set membership never
#   matches it. The seed class dsl-string therefore has ZERO members under this optic; it is a real site class,
#   invisible to both the guard and this enumeration.
# - Interpolated strings and heredocs, which are not T_CONSTANT_ENCAPSED_STRING, and any spelling assembled by
#   concatenation or sprintf.
# - Everything outside src/. productionPhpFiles() walks src/ only: tests/, benchmarks/, finding-gate/, scripts/,
#   website/ and src/Reporting/Template/**/*.js (where metric keys are hand-written) are all out of scope.
# - Channel codes of the computed-metric family. ownerByLiteral() reads ChannelUniverseInterface::channels(),
#   which enumerates the 52 static channels; the runtime-resolved health family is not in the map.
# - Which reading was MEANT. The meaning column is this package's judgement, not a measurement: the metric key
#   and the channel code are the same string in the same file, and nothing in the tree distinguishes them — the
#   guard says so itself (RuleIdentifierLiteralGuardTest.php:328-332). The evidence column therefore argues from
#   the consumer of each table and from sibling keys that exist in only one of the two universes.
# - Time. Line numbers are those of 730941c1. Three packages are editing src/ concurrently; P4b must re-run the
#   script against the tree it actually edits rather than trusting these lines.
