rule	key_a	key_b	kind	affected	today_verdict	today_coexistence	post_cure_under_today_value	assigned	post_cure_under_assigned	assigned_on_todays_product	note
coupling.cbo	class.enabled	enabled	2-same-name-top-vs-level	yes	COEXISTENCE_OK	compose	COEXISTENCE_OK	deeper-wins:class.enabled	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	class.error	error	2-same-name-top-vs-level	yes	COEXISTENCE_OK	compose	COEXISTENCE_OK	deeper-wins:class.error	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	class.scope	scope	2-same-name-top-vs-level	yes	COEXISTENCE_OK	compose	COEXISTENCE_OK	one-wins:class.scope	"NOT OBSERVABLE"	"NOT OBSERVABLE"	"the top key reaches only the level the other key names, and that level chose its own group: the top key lands nowhere"
coupling.cbo	class.threshold	threshold	2-same-name-top-vs-level	yes	MISCOMPOSED	refuse	MISCOMPOSED	deeper-wins:class.threshold	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	class.warning	warning	2-same-name-top-vs-level	yes	COEXISTENCE_OK	compose	COEXISTENCE_OK	deeper-wins:class.warning	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	enabled	namespace.enabled	2-same-name-top-vs-level	yes	COEXISTENCE_OK	compose	COEXISTENCE_OK	deeper-wins:namespace.enabled	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	error	namespace.error	2-same-name-top-vs-level	yes	COEXISTENCE_OK	compose	COEXISTENCE_OK	deeper-wins:namespace.error	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	namespace.threshold	threshold	2-same-name-top-vs-level	yes	MISCOMPOSED	refuse	MISCOMPOSED	deeper-wins:namespace.threshold	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	namespace.warning	warning	2-same-name-top-vs-level	yes	COEXISTENCE_OK	compose	COEXISTENCE_OK	deeper-wins:namespace.warning	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	class.enabled	enabled	2-same-name-top-vs-level	yes	COEXISTENCE_OK	compose	COEXISTENCE_OK	deeper-wins:class.enabled	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	class.max-error	max-error	2-same-name-top-vs-level	yes	COEXISTENCE_OK	compose	COEXISTENCE_OK	deeper-wins:class.max-error	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	class.max-warning	max-warning	2-same-name-top-vs-level	yes	COEXISTENCE_OK	compose	COEXISTENCE_OK	deeper-wins:class.max-warning	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	class.threshold	threshold	2-same-name-top-vs-level	yes	MISCOMPOSED	refuse	MISCOMPOSED	deeper-wins:class.threshold	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	enabled	namespace.enabled	2-same-name-top-vs-level	yes	COEXISTENCE_OK	compose	COEXISTENCE_OK	deeper-wins:namespace.enabled	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	max-error	namespace.max-error	2-same-name-top-vs-level	yes	COEXISTENCE_OK	compose	COEXISTENCE_OK	deeper-wins:namespace.max-error	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	max-warning	namespace.max-warning	2-same-name-top-vs-level	yes	COEXISTENCE_OK	compose	COEXISTENCE_OK	deeper-wins:namespace.max-warning	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	namespace.threshold	threshold	2-same-name-top-vs-level	yes	MISCOMPOSED	refuse	MISCOMPOSED	deeper-wins:namespace.threshold	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
complexity.ccn	callable:	threshold	3-shorthand-vs-level-block	yes	MISCOMPOSED	refuse	MISCOMPOSED	one-wins:callable:	"NOT OBSERVABLE"	MISCOMPOSED	"the top key reaches only the level the other key names, and that level chose its own group: the top key lands nowhere"
complexity.ccn	class:	threshold	3-shorthand-vs-level-block	yes	MISCOMPOSED	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	MISCOMPOSED	"the two keys name different groups (or the top key does not reach this level), so neither displaces the other"
complexity.cognitive	callable:	threshold	3-shorthand-vs-level-block	yes	MISCOMPOSED	refuse	MISCOMPOSED	one-wins:callable:	"NOT OBSERVABLE"	MISCOMPOSED	"the top key reaches only the level the other key names, and that level chose its own group: the top key lands nowhere"
complexity.cognitive	class:	threshold	3-shorthand-vs-level-block	yes	MISCOMPOSED	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	MISCOMPOSED	"the two keys name different groups (or the top key does not reach this level), so neither displaces the other"
complexity.npath	callable:	threshold	3-shorthand-vs-level-block	yes	MISCOMPOSED	refuse	MISCOMPOSED	one-wins:callable:	"NOT OBSERVABLE"	"NOT OBSERVABLE"	"the top key reaches only the level the other key names, and that level chose its own group: the top key lands nowhere"
complexity.npath	class:	threshold	3-shorthand-vs-level-block	yes	MISCOMPOSED	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	MISCOMPOSED	"the two keys name different groups (or the top key does not reach this level), so neither displaces the other"
coupling.cbo	class:	error	3-shorthand-vs-level-block	yes	MISCOMPOSED	compose	COEXISTENCE_OK	deeper-wins:class:	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	class:	threshold	3-shorthand-vs-level-block	yes	MISCOMPOSED	refuse	MISCOMPOSED	deeper-wins:class:	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	class:	warning	3-shorthand-vs-level-block	yes	MISCOMPOSED	compose	COEXISTENCE_OK	deeper-wins:class:	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	error	namespace:	3-shorthand-vs-level-block	yes	MISCOMPOSED	compose	COEXISTENCE_OK	deeper-wins:namespace:	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	namespace:	threshold	3-shorthand-vs-level-block	yes	MISCOMPOSED	refuse	MISCOMPOSED	deeper-wins:namespace:	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	namespace:	warning	3-shorthand-vs-level-block	yes	MISCOMPOSED	compose	COEXISTENCE_OK	deeper-wins:namespace:	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	class:	max-error	3-shorthand-vs-level-block	yes	MISCOMPOSED	compose	COEXISTENCE_OK	deeper-wins:class:	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	class:	max-warning	3-shorthand-vs-level-block	yes	MISCOMPOSED	compose	COEXISTENCE_OK	deeper-wins:class:	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	class:	threshold	3-shorthand-vs-level-block	yes	MISCOMPOSED	refuse	MISCOMPOSED	deeper-wins:class:	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	max-error	namespace:	3-shorthand-vs-level-block	yes	MISCOMPOSED	compose	COEXISTENCE_OK	deeper-wins:namespace:	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	max-warning	namespace:	3-shorthand-vs-level-block	yes	MISCOMPOSED	compose	COEXISTENCE_OK	deeper-wins:namespace:	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	namespace:	threshold	3-shorthand-vs-level-block	yes	MISCOMPOSED	refuse	MISCOMPOSED	deeper-wins:namespace:	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
code-smell.long-parameter-list	error	vo-error	4-cross-group-same-path	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
code-smell.long-parameter-list	error	vo-threshold	4-cross-group-same-path	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
code-smell.long-parameter-list	error	vo-warning	4-cross-group-same-path	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
code-smell.long-parameter-list	threshold	vo-error	4-cross-group-same-path	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
code-smell.long-parameter-list	threshold	vo-threshold	4-cross-group-same-path	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
code-smell.long-parameter-list	threshold	vo-warning	4-cross-group-same-path	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
code-smell.long-parameter-list	vo-error	warning	4-cross-group-same-path	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
code-smell.long-parameter-list	vo-threshold	warning	4-cross-group-same-path	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
code-smell.long-parameter-list	vo-warning	warning	4-cross-group-same-path	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
complexity.ccn	callable.error	class.max-error	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.ccn	callable.error	class.max-warning	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.ccn	callable.error	class.threshold	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.ccn	callable.error	threshold	4-cross-level	yes	COEXISTENCE_OK	compose	MISCOMPOSED	one-wins:callable.error	COEXISTENCE_OK	MISCOMPOSED	"the top key reaches only the level the other key names, and that level chose its own group: the top key lands nowhere"
complexity.ccn	callable.threshold	class.max-error	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.ccn	callable.threshold	class.max-warning	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.ccn	callable.threshold	class.threshold	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.ccn	callable.threshold	threshold	4-cross-level	yes	MISCOMPOSED	refuse	MISCOMPOSED	one-wins:callable.threshold	"NOT OBSERVABLE"	MISCOMPOSED	"the top key reaches only the level the other key names, and that level chose its own group: the top key lands nowhere"
complexity.ccn	callable.warning	class.max-error	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.ccn	callable.warning	class.max-warning	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.ccn	callable.warning	class.threshold	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.ccn	callable.warning	threshold	4-cross-level	yes	COEXISTENCE_OK	compose	MISCOMPOSED	one-wins:callable.warning	COEXISTENCE_OK	MISCOMPOSED	"the top key reaches only the level the other key names, and that level chose its own group: the top key lands nowhere"
complexity.ccn	class.max-error	threshold	4-cross-level	yes	MISCOMPOSED	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	MISCOMPOSED	"the two keys name different groups (or the top key does not reach this level), so neither displaces the other"
complexity.ccn	class.max-warning	threshold	4-cross-level	yes	MISCOMPOSED	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	MISCOMPOSED	"the two keys name different groups (or the top key does not reach this level), so neither displaces the other"
complexity.ccn	class.threshold	threshold	4-cross-level	yes	MISCOMPOSED	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	MISCOMPOSED	"the two keys name different groups (or the top key does not reach this level), so neither displaces the other"
complexity.cognitive	callable.error	class.max-error	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.cognitive	callable.error	class.max-warning	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.cognitive	callable.error	class.threshold	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.cognitive	callable.error	threshold	4-cross-level	yes	COEXISTENCE_OK	compose	MISCOMPOSED	one-wins:callable.error	COEXISTENCE_OK	MISCOMPOSED	"the top key reaches only the level the other key names, and that level chose its own group: the top key lands nowhere"
complexity.cognitive	callable.threshold	class.max-error	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.cognitive	callable.threshold	class.max-warning	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.cognitive	callable.threshold	class.threshold	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.cognitive	callable.threshold	threshold	4-cross-level	yes	MISCOMPOSED	refuse	MISCOMPOSED	one-wins:callable.threshold	"NOT OBSERVABLE"	MISCOMPOSED	"the top key reaches only the level the other key names, and that level chose its own group: the top key lands nowhere"
complexity.cognitive	callable.warning	class.max-error	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.cognitive	callable.warning	class.max-warning	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.cognitive	callable.warning	class.threshold	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.cognitive	callable.warning	threshold	4-cross-level	yes	COEXISTENCE_OK	compose	MISCOMPOSED	one-wins:callable.warning	COEXISTENCE_OK	MISCOMPOSED	"the top key reaches only the level the other key names, and that level chose its own group: the top key lands nowhere"
complexity.cognitive	class.max-error	threshold	4-cross-level	yes	MISCOMPOSED	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	MISCOMPOSED	"the two keys name different groups (or the top key does not reach this level), so neither displaces the other"
complexity.cognitive	class.max-warning	threshold	4-cross-level	yes	MISCOMPOSED	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	MISCOMPOSED	"the two keys name different groups (or the top key does not reach this level), so neither displaces the other"
complexity.cognitive	class.threshold	threshold	4-cross-level	yes	MISCOMPOSED	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	MISCOMPOSED	"the two keys name different groups (or the top key does not reach this level), so neither displaces the other"
complexity.npath	callable.error	class.max-error	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.npath	callable.error	class.max-warning	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.npath	callable.error	class.threshold	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.npath	callable.error	threshold	4-cross-level	yes	COEXISTENCE_OK	compose	MISCOMPOSED	one-wins:callable.error	COEXISTENCE_OK	MISCOMPOSED	"the top key reaches only the level the other key names, and that level chose its own group: the top key lands nowhere"
complexity.npath	callable.threshold	class.max-error	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.npath	callable.threshold	class.max-warning	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.npath	callable.threshold	class.threshold	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.npath	callable.threshold	threshold	4-cross-level	yes	MISCOMPOSED	refuse	MISCOMPOSED	one-wins:callable.threshold	"NOT OBSERVABLE"	"NOT OBSERVABLE"	"the top key reaches only the level the other key names, and that level chose its own group: the top key lands nowhere"
complexity.npath	callable.warning	class.max-error	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.npath	callable.warning	class.max-warning	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.npath	callable.warning	class.threshold	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.npath	callable.warning	threshold	4-cross-level	yes	COEXISTENCE_OK	compose	MISCOMPOSED	one-wins:callable.warning	COEXISTENCE_OK	MISCOMPOSED	"the top key reaches only the level the other key names, and that level chose its own group: the top key lands nowhere"
complexity.npath	class.max-error	threshold	4-cross-level	yes	MISCOMPOSED	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	MISCOMPOSED	"the two keys name different groups (or the top key does not reach this level), so neither displaces the other"
complexity.npath	class.max-warning	threshold	4-cross-level	yes	MISCOMPOSED	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	MISCOMPOSED	"the two keys name different groups (or the top key does not reach this level), so neither displaces the other"
complexity.npath	class.threshold	threshold	4-cross-level	yes	MISCOMPOSED	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	MISCOMPOSED	"the two keys name different groups (or the top key does not reach this level), so neither displaces the other"
coupling.cbo	class.error	error	4-cross-level	yes	COEXISTENCE_OK	compose	COEXISTENCE_OK	deeper-wins:class.error	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	class.error	namespace.error	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.cbo	class.error	namespace.threshold	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.cbo	class.error	namespace.warning	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.cbo	class.error	threshold	4-cross-level	yes	COEXISTENCE_OK	compose	MISCOMPOSED	deeper-wins:class.error	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	class.error	warning	4-cross-level	yes	MISCOMPOSED	compose	MISCOMPOSED	deeper-wins:class.error	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	class.threshold	error	4-cross-level	yes	MISCOMPOSED	compose	COEXISTENCE_OK	deeper-wins:class.threshold	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	class.threshold	namespace.error	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.cbo	class.threshold	namespace.threshold	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.cbo	class.threshold	namespace.warning	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.cbo	class.threshold	threshold	4-cross-level	yes	MISCOMPOSED	refuse	MISCOMPOSED	deeper-wins:class.threshold	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	class.threshold	warning	4-cross-level	yes	MISCOMPOSED	compose	COEXISTENCE_OK	deeper-wins:class.threshold	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	class.warning	error	4-cross-level	yes	MISCOMPOSED	compose	MISCOMPOSED	deeper-wins:class.warning	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	class.warning	namespace.error	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.cbo	class.warning	namespace.threshold	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.cbo	class.warning	namespace.warning	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.cbo	class.warning	threshold	4-cross-level	yes	COEXISTENCE_OK	compose	MISCOMPOSED	deeper-wins:class.warning	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	class.warning	warning	4-cross-level	yes	COEXISTENCE_OK	compose	COEXISTENCE_OK	deeper-wins:class.warning	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	error	namespace.error	4-cross-level	yes	COEXISTENCE_OK	compose	COEXISTENCE_OK	deeper-wins:namespace.error	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	error	namespace.threshold	4-cross-level	yes	MISCOMPOSED	compose	COEXISTENCE_OK	deeper-wins:namespace.threshold	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	error	namespace.warning	4-cross-level	yes	MISCOMPOSED	compose	MISCOMPOSED	deeper-wins:namespace.warning	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	namespace.error	threshold	4-cross-level	yes	COEXISTENCE_OK	compose	MISCOMPOSED	deeper-wins:namespace.error	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	namespace.error	warning	4-cross-level	yes	MISCOMPOSED	compose	MISCOMPOSED	deeper-wins:namespace.error	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
