axis	row	probe	point	verdict	defect	ledger_status	decided_by
A	form|rule-opt|rules.design.type-coverage.property.warning|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.property.warning|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.enabled|bool	bool	optionsObject	NOT OBSERVABLE	no	DECIDED	omitted == equivalent; lost at optionsObject
A	form|rule-opt|rules.design.type-coverage.return.enabled|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.enabled|int	int	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.enabled|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.enabled|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.enabled|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.enabled|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.enabled|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.error|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.error|float	float	optionsObject	COLLAPSED	yes	DECIDED	accepted an unpromised form, target unnamed; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.error|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.error|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.error|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.error|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.error|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.error|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.threshold|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.threshold|float	float	optionsObject	COLLAPSED	yes	DECIDED	accepted an unpromised form, target unnamed; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.threshold|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.threshold|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.threshold|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.threshold|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.threshold|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.threshold|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.warning|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.warning|float	float	optionsObject	COLLAPSED	yes	DECIDED	accepted an unpromised form, target unnamed; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.warning|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.warning|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.warning|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.warning|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.warning|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.design.type-coverage.return.warning|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.discovery.unmatched-exclude.enabled|bool	bool	optionsObject	NOT OBSERVABLE	no	DECIDED	omitted == equivalent; lost at optionsObject
A	form|rule-opt|rules.discovery.unmatched-exclude.enabled|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.discovery.unmatched-exclude.enabled|int	int	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.discovery.unmatched-exclude.enabled|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.discovery.unmatched-exclude.enabled|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.discovery.unmatched-exclude.enabled|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.discovery.unmatched-exclude.enabled|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.discovery.unmatched-exclude.enabled|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.duplication.clone.enabled|bool	bool	optionsObject	NOT OBSERVABLE	no	DECIDED	omitted == equivalent; lost at optionsObject
A	form|rule-opt|rules.duplication.clone.enabled|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.duplication.clone.enabled|int	int	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.duplication.clone.enabled|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.duplication.clone.enabled|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.duplication.clone.enabled|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.duplication.clone.enabled|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.duplication.clone.enabled|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.duplication.clone.error|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.duplication.clone.error|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.duplication.clone.error|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|rule-opt|rules.duplication.clone.error|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.duplication.clone.error|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.duplication.clone.error|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.duplication.clone.error|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.duplication.clone.error|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.duplication.clone.min-lines|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.duplication.clone.min-lines|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.duplication.clone.min-lines|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|rule-opt|rules.duplication.clone.min-lines|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.duplication.clone.min-lines|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.duplication.clone.min-lines|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.duplication.clone.min-lines|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.duplication.clone.min-lines|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.duplication.clone.min-tokens|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.duplication.clone.min-tokens|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.duplication.clone.min-tokens|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|rule-opt|rules.duplication.clone.min-tokens|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.duplication.clone.min-tokens|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.duplication.clone.min-tokens|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.duplication.clone.min-tokens|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.duplication.clone.min-tokens|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.duplication.clone.threshold|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.duplication.clone.threshold|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.duplication.clone.threshold|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|rule-opt|rules.duplication.clone.threshold|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.duplication.clone.threshold|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.duplication.clone.threshold|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.duplication.clone.threshold|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.duplication.clone.threshold|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.duplication.clone.warning|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.duplication.clone.warning|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.duplication.clone.warning|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|rule-opt|rules.duplication.clone.warning|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.duplication.clone.warning|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.duplication.clone.warning|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.duplication.clone.warning|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.duplication.clone.warning|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.health.cohesion.enabled|bool	bool	optionsObject	NOT OBSERVABLE	no	DECIDED	omitted == equivalent; lost at optionsObject
A	form|rule-opt|rules.health.cohesion.enabled|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.health.cohesion.enabled|int	int	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.health.cohesion.enabled|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.health.cohesion.enabled|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.health.cohesion.enabled|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.health.cohesion.enabled|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.health.cohesion.enabled|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.health.complexity.enabled|bool	bool	optionsObject	NOT OBSERVABLE	no	DECIDED	omitted == equivalent; lost at optionsObject
A	form|rule-opt|rules.health.complexity.enabled|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.health.complexity.enabled|int	int	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.health.complexity.enabled|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.health.complexity.enabled|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.health.complexity.enabled|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.health.complexity.enabled|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.health.complexity.enabled|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.health.coupling.enabled|bool	bool	optionsObject	NOT OBSERVABLE	no	DECIDED	omitted == equivalent; lost at optionsObject
A	form|rule-opt|rules.health.coupling.enabled|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.health.coupling.enabled|int	int	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.health.coupling.enabled|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.health.coupling.enabled|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.health.coupling.enabled|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.health.coupling.enabled|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.health.coupling.enabled|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.health.maintainability.enabled|bool	bool	optionsObject	NOT OBSERVABLE	no	DECIDED	omitted == equivalent; lost at optionsObject
A	form|rule-opt|rules.health.maintainability.enabled|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.health.maintainability.enabled|int	int	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.health.maintainability.enabled|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.health.maintainability.enabled|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.health.maintainability.enabled|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.health.maintainability.enabled|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.health.maintainability.enabled|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.health.overall.enabled|bool	bool	optionsObject	NOT OBSERVABLE	no	DECIDED	omitted == equivalent; lost at optionsObject
A	form|rule-opt|rules.health.overall.enabled|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.health.overall.enabled|int	int	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.health.overall.enabled|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.health.overall.enabled|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.health.overall.enabled|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.health.overall.enabled|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.health.overall.enabled|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.health.typing.enabled|bool	bool	optionsObject	NOT OBSERVABLE	no	DECIDED	omitted == equivalent; lost at optionsObject
A	form|rule-opt|rules.health.typing.enabled|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.health.typing.enabled|int	int	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.health.typing.enabled|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.health.typing.enabled|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.health.typing.enabled|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.health.typing.enabled|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.health.typing.enabled|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.enabled|bool	bool	optionsObject	NOT OBSERVABLE	no	DECIDED	omitted == equivalent; lost at optionsObject
A	form|rule-opt|rules.maintainability.mi.enabled|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.enabled|int	int	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.enabled|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.enabled|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.enabled|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.enabled|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.enabled|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.error|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.error|float	float	optionsObject	COLLAPSED	yes	DECIDED	accepted an unpromised form, target unnamed; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.error|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.error|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.error|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.error|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.error|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.error|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.exclude-tests|bool	bool	optionsObject	NOT OBSERVABLE	no	DECIDED	omitted == equivalent; lost at optionsObject
A	form|rule-opt|rules.maintainability.mi.exclude-tests|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.exclude-tests|int	int	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.exclude-tests|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.exclude-tests|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.exclude-tests|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.exclude-tests|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.exclude-tests|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.min-statements|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.min-statements|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.min-statements|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.min-statements|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.min-statements|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.min-statements|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.min-statements|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.min-statements|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.threshold|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.threshold|float	float	optionsObject	COLLAPSED	yes	DECIDED	accepted an unpromised form, target unnamed; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.threshold|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.threshold|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.threshold|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.threshold|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.threshold|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.threshold|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.warning|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.warning|float	float	optionsObject	COLLAPSED	yes	DECIDED	accepted an unpromised form, target unnamed; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.warning|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.warning|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.warning|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.warning|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.warning|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.maintainability.mi.warning|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.security.command-injection.enabled|bool	bool	optionsObject	NOT OBSERVABLE	no	DECIDED	omitted == equivalent; lost at optionsObject
