row_id	file	line	class	counterpart	severity	source_report	note
R137	tests/Analysis/Configuration/Unit/AnalysisConfigurationCacheDirResolutionTest.php		dupe	tests/Analysis/Configuration/Unit/AnalysisConfigurationTest.php	medium	09-configuration-run-vocabulary	the same SUT, ConfigurationDocument, two small tests — a merge candidate
R138	tests/Analysis/Configuration/Unit/AnalysisConfigurationTest.php		other		low	09-configuration-run-vocabulary	itDoesNotExposeAMergedGenericConfigurationBag — reflection checking 'the method is absent' instead of behavior
R139	tests/Analysis/Configuration/Unit/ConfigurationHolderTest.php		other		low	09-configuration-run-vocabulary	itDoesNotProvideMutableReplacementOperations — the same weak reflection pattern
R140	tests/Analysis/Configuration/Unit/ConfigSchemaTest.php	279	other		low	09-configuration-run-vocabulary	itLeavesNoConstantUnreferencedByAConsumer (279-331) reads all of src/ as text — a control invariant inside a unit file
R141	tests/Analysis/Run/Integration/Pipeline/AnalysisPipelineIntegrationTest.php		stale-doc		medium	09-configuration-run-vocabulary	the class docblock claims 'all tests must fail until the pipeline is fixed' and lists three bugs, but the test bodies check already-fixed behavior
R142	tests/Analysis/Run/Unit/Pipeline/DependencyGraphAnalyzerTest.php	160	other		medium	09-configuration-run-vocabulary	itUsesTheTraversalContractWithoutImportingDependencyModelInternals (160-171) greps the source as text — misses an FQCN without a use statement and breaks on formatting
R143	tests/Analysis/Run/Unit/Discovery/FinderFileDiscoveryAbsolutePathTest.php		dupe	tests/Analysis/Run/Unit/Discovery/FinderFileDiscoveryTest.php	medium	09-configuration-run-vocabulary	both run FinderFileDiscovery on identical scenarios: a single file, a directory, deduplication, a nonexistent path
R144	tests/Unit/PromiseEffect/ClassifierTest.php		misplaced		low	09-configuration-run-vocabulary	the SUT lives in scripts/promise-effect/ and is pulled in via require_once; the file lives under tests/Unit/, which mirrors src/
R145	tests/Unit/PromiseEffect/FloorTest.php		misplaced		low	09-configuration-run-vocabulary	the SUT lives in scripts/promise-effect/ and is pulled in via require_once; the file lives under tests/Unit/, which mirrors src/
R146	tests/Unit/PromiseEffect/LedgerVocabularyTest.php		misplaced		low	09-configuration-run-vocabulary	the SUT lives in scripts/promise-effect/ and is pulled in via require_once; the file lives under tests/Unit/, which mirrors src/
R147	tests/Unit/RuleVocabulary/DirectiveAuditControlsSuiteKeyTest.php		misplaced		low	09-configuration-run-vocabulary	the SUT lives in scripts/directive-audit*/ and is pulled in via require_once; the file lives under tests/Unit/, which mirrors src/
R148	tests/Unit/RuleVocabulary/DirectiveAuditGateTest.php		misplaced		low	09-configuration-run-vocabulary	the SUT lives in scripts/directive-audit*/ and is pulled in via require_once; the file lives under tests/Unit/, which mirrors src/
R149	tests/Unit/RuleVocabulary/DirectiveAuditReportReadingTest.php		misplaced		low	09-configuration-run-vocabulary	the SUT lives in scripts/directive-audit*/ and is pulled in via require_once; the file lives under tests/Unit/, which mirrors src/
R150	tests/Unit/RuleVocabulary/RenameEnumerationRetirementTest.php		misplaced		low	09-configuration-run-vocabulary	the SUT lives in scripts/directive-audit*/ and is pulled in via require_once; the file lives under tests/Unit/, which mirrors src/
R151	tests/Unit/RuleVocabulary/ThresholdPopulationAgreementTest.php		misplaced		low	09-configuration-run-vocabulary	the SUT lives in scripts/directive-audit*/ and is pulled in via require_once; the file lives under tests/Unit/, which mirrors src/
R152	tests/Core/Path/Unit/PathFastPathCostTest.php		other		medium	10-infrastructure-core	the test measures performance in nanoseconds, not behavior; the docblock admits two earlier approaches flapped on CI
R153	tests/Core/Symbol/Unit/CallableKindTest.php		tautology		high	10-infrastructure-core	pinning the enum's value list — the implementation and the test contain the same literal
R154	tests/Core/Symbol/Unit/FileDeclarationIndexTest.php	68	dupe	tests/Core/Symbol/Unit/FileDeclarationIndexTest.php	medium	10-infrastructure-core	itAnswersAnUnregisteredPairInsteadOfRejectingIt (68) and itRepeatsTheSameAnswerForARepeatedQuestion (78) repeat the file's first two tests
R155	tests/Core/Symbol/Unit/SymbolInfoTest.php	77	name-lies		high	10-infrastructure-core	itSymbolInfoIsReadonly promises an immutability check, but the assertion is only assertInstanceOf
R156	tests/Core/Symbol/Unit/SymbolInfoTest.php	17	tautology		high	10-infrastructure-core	four constructor-assignment tests (17-75) check a PHP mechanism, not product logic
R157	tests/Unit/Core/Namespace_/NamespaceTreeTest.php		misplaced		low	10-infrastructure-core	the SUT is Analysis\Evidence\Measurement\Contract\NamespaceTree, but the test lives in tests/Unit/Core
R158	tests/Unit/Core/Util/GlobSyntaxTest.php	68	other		low	10-infrastructure-core	itIsTheOnlyPlaceInSourceThatEnumeratesTheGlobCharacters (68-91) scans all of src/ as text — control inside a unit file
R159	tests/Unit/Core/Util/NamespaceMatcherTest.php	341	other		medium	10-infrastructure-core	itLeavesPatternNormalizationToThePrimitiveOnEverySurface (341-382) checks an src/ scan against the hand-written SELECTOR_SURFACES registry, which must be maintained by hand for every new call site
R160	tests/Unit/Core/VersionTest.php	41	other		low	10-infrastructure-core	itDoesNotResolveTheVersionThroughTheRootPackage greps the source; the docblock admits that inside this repository the defective and working implementations are indistinguishable
R161	tests/Infrastructure/Cache/Unit/CacheFactoryTest.php	56	name-lies		high	10-infrastructure-core	itUsesTheCacheDirFromTheConfigurationAtFirstCall (56-68) does not check the cache dir: the assertion is the same assertInstanceOf as in itReturnsAFileCacheConfiguredFromTheProvider (19-27)
R162	tests/Integration/Infrastructure/Cache/CacheKeyGeneratorVOTest.php	102	dupe	tests/Unit/Infrastructure/Cache/CacheKeyGeneratorTest.php	medium	10-infrastructure-core	itHandlesUnresolvableFileGracefully (102-112) equals itReturnsEmptyKeyForNonExistentFile — the same SUT, the same assertion
R163	tests/Integration/Infrastructure/Cache/CacheKeyGeneratorVOTest.php		category-wrong		medium	10-infrastructure-core	a single class plus temp files, like the neighboring Unit test, yet declared integration
R164	tests/Infrastructure/Logging/DelegatingLoggerTest.php	92	other		low	10-infrastructure-core	itDelegatesToNullLoggerInitially checks only the absence of an exception
R165	tests/Infrastructure/Logging/LoggerHolderTest.php	36	dupe	tests/Infrastructure/Logging/LoggerHolderTest.php	medium	10-infrastructure-core	itCanReplaceLogger (36-48) and itReturnsTheSameInstanceOnMultipleGetterCalls (50-63) partially overlap
R166	tests/Infrastructure/Logging/ConsoleLoggerTest.php		other		low	10-infrastructure-core	missing the #[CoversClass] attribute
R167	tests/Infrastructure/Logging/FileLoggerTest.php		other		low	10-infrastructure-core	missing the #[CoversClass] attribute
R168	tests/Infrastructure/Parallel/Unit/Strategy/WorkerCountDetectorTest.php	25	name-lies		high	10-infrastructure-core	itReturnsFallbackWhenDetectionFails (25-36) is identical in body to itDetectsWorkerCountGreaterThanZero; the detection failure is never artificially created
R169	tests/Unit/Infrastructure/Parallel/Strategy/AmphpParallelStrategyTest.php	109	tautology		high	10-infrastructure-core	five tests (109, 119, 128, 137, 348) use expectNotToPerformAssertions() and check no behavior
R170	tests/Unit/Infrastructure/Parallel/Strategy/AmphpParallelStrategyTest.php	391	other		medium	10-infrastructure-core	itFallsBackToSequentialWhenParallelNotAvailableWithAllConditionsMet (391-423) contains a conditional assert inside an if — on some machines the claim goes unchecked
R171	tests/Infrastructure/Profiler/Integration/ProfilerIntegrationTest.php	198	dupe	tests/Infrastructure/Profiler/Unit/ProfilerTest.php	medium	10-infrastructure-core	itClearsAndResetsState, itExportsToJsonFormat, itExportsToChromeTracingFormat and three enable/disable tests repeat ProfilerTest and ProfileSessionTest
R172	tests/Infrastructure/Profiler/Integration/ProfilerIntegrationTest.php		category-wrong		medium	10-infrastructure-core	only itPerformsAtomicFileWrite is genuinely integration; the other methods are unit
R173	tests/Infrastructure/Profiler/Unit/ProfilerTest.php	361	name-lies		high	10-infrastructure-core	itTakesPeakMemoryMaxAcrossInstances (361-388) promises max, not sum, but the assertion is only assertGreaterThanOrEqual(0, ...)
R174	tests/Infrastructure/Profiler/Unit/Export/ChromeTracingExporterTest.php		other		low	10-infrastructure-core	namespace Tests\Unit\Infrastructure\Profiler\Export does not match the physical path
R175	tests/Infrastructure/Profiler/Unit/Export/JsonExporterTest.php		other		low	10-infrastructure-core	namespace does not match the physical path
R176	tests/Infrastructure/Profiler/Unit/ProfilerTest.php		other		low	10-infrastructure-core	namespace does not match the physical path, unlike the neighboring ProfileSessionTest
R177	tests/Infrastructure/Profiler/Unit/SpanTest.php		other		low	10-infrastructure-core	namespace does not match the physical path
R178	tests/Integration/DependencyInjection/ContainerConfigurationStagesTest.php		dupe	tests/Integration/DependencyInjection/ContainerConfigurationStagesTest.php	medium	10-infrastructure-core	the file's first test is a strict subset of the second
R179	tests/Integration/DependencyInjection/ContainerFactoryTest.php		dupe	tests/Integration/DependencyInjection/ContainerFactoryTest.php	medium	10-infrastructure-core	a chain of nested duplicates: itHasAnalysisPipeline inside itCreatesContainerWithDefaultConfiguration inside itCreatesCompiledContainer; the same for the formatter and rule registries
R180	tests/Integration/DependencyInjection/ContainerFactoryTest.php		name-lies		high	10-infrastructure-core	at least four tests where the name promises one thing and assertInstanceOf checks another — the code's own comments admit this
R181	tests/Infrastructure/Unit/ConfigurationValidatorCompilerPassTest.php		other		low	10-infrastructure-core	only negative cases; no positive 'a valid tag reaches the executor' case, even though the docblock names this risk
R182	tests/Infrastructure/Unit/FileSetInspectionParticipantCompilerPassTest.php		other		low	10-infrastructure-core	swaps fixture statics via reflection with no rollback — a cross-test state footgun
R183	tests/Infrastructure/Unit/KnownRuleNamesAdapterTest.php		tautology		high	10-infrastructure-core	both tests check the PHP language: the SUT is a bare passthrough getter over a constructor property
R184	tests/Infrastructure/Unit/RuleCompilerPassTest.php		tautology		high	10-infrastructure-core	itInjectsIntoEveryRegisteredConsumerAtOnce checks a reference it planted itself; the pass never touches it
R185	tests/Infrastructure/Unit/RuleOptionsCompilerPassTest.php		other		low	10-infrastructure-core	part of it checks the Symfony tag index (findTaggedServiceIds), not the pass's behavior; the first two tests overlap heavily
R186	tests/Infrastructure/Unit/RuleRegistryTest.php		tautology		high	10-infrastructure-core	the WithoutInstantiating test checks nothing about non-instantiation; its only assertion duplicates another test in the same file
R187	tests/Infrastructure/Unit/RuleRegistryTest.php		other		low	10-infrastructure-core	missing the #[CoversClass] attribute
R188	tests/Infrastructure/Unit/RulesCommandTest.php	240	name-lies		high	10-infrastructure-core	itSaysNothingAboutAChannelThatJudgesNoMetric — the checked path never executes: a channel with no judged metrics is never registered at all
R189	tests/Unit/Infrastructure/Git/GitClientTest.php		category-wrong		medium	10-infrastructure-core	a real git process in the Unit/ directory
R190	tests/Unit/Infrastructure/Git/GitRepositoryLocatorTest.php		category-wrong		medium	10-infrastructure-core	a real git init in the Unit/ directory
R191	tests/Unit/Infrastructure/Git/GitRepositoryLocatorTest.php		other		medium	10-infrastructure-core	itFindsTheGitDirInTheCurrentRepository implicitly depends on the run happening inside the project's git repository
R192	tests/Unit/Infrastructure/Git/ReportingGitScopeQueryTest.php		category-wrong		medium	10-infrastructure-core	real git calls in the Unit/ directory
R193	tests/Unit/Infrastructure/Serializer/SerializerSelectorTest.php	126	other		low	10-infrastructure-core	itHandlesEqualPriorities uses assertContains over two options — the deterministic tie-break is not pinned
R194	tests/Unit/Infrastructure/Console/CheckCommandDefinitionTest.php	96	other		low	10-infrastructure-core	itDescribesShowResolvedAsBaselineEntries pins the exact wording of a description string, not behavior
R195	tests/Unit/Infrastructure/Console/Command/HookStatusCommandTest.php		other		low	10-infrastructure-core	a smoke test: execute()'s behavior is not covered at all, and itConfiguresItsNameAndDescription pins an exact literal
R196	tests/Infrastructure/Unit/CollectorCompilerPassTest.php		misplaced		low	10-infrastructure-core	the SUT is Infrastructure\DependencyInjection\CompilerPass; the right place is tests/Infrastructure/DependencyInjection/Unit, not the generic Unit bucket
R197	tests/Infrastructure/Unit/ConfigurationStageCompilerPassTest.php		misplaced		low	10-infrastructure-core	the SUT is Infrastructure\DependencyInjection\CompilerPass; the right place is tests/Infrastructure/DependencyInjection/Unit, not the generic Unit bucket
R198	tests/Infrastructure/Unit/ConfigurationValidatorCompilerPassTest.php		misplaced		low	10-infrastructure-core	the SUT is Infrastructure\DependencyInjection\CompilerPass; the right place is tests/Infrastructure/DependencyInjection/Unit, not the generic Unit bucket
R199	tests/Infrastructure/Unit/FileSetInspectionParticipantCompilerPassTest.php		misplaced		low	10-infrastructure-core	the SUT is Infrastructure\DependencyInjection\CompilerPass; the right place is tests/Infrastructure/DependencyInjection/Unit, not the generic Unit bucket
R200	tests/Infrastructure/Unit/FormatterCompilerPassTest.php		misplaced		low	10-infrastructure-core	the SUT is Infrastructure\DependencyInjection\CompilerPass; the right place is tests/Infrastructure/DependencyInjection/Unit, not the generic Unit bucket
R201	tests/Infrastructure/Unit/GlobalCollectorCompilerPassTest.php		misplaced		low	10-infrastructure-core	the SUT is Infrastructure\DependencyInjection\CompilerPass; the right place is tests/Infrastructure/DependencyInjection/Unit, not the generic Unit bucket
R202	tests/Infrastructure/Unit/ParallelCollectorClassesCompilerPassTest.php		misplaced		low	10-infrastructure-core	the SUT is Infrastructure\DependencyInjection\CompilerPass; the right place is tests/Infrastructure/DependencyInjection/Unit, not the generic Unit bucket
R203	tests/Infrastructure/Unit/RuleCompilerPassTest.php		misplaced		low	10-infrastructure-core	the SUT is Infrastructure\DependencyInjection\CompilerPass; the right place is tests/Infrastructure/DependencyInjection/Unit, not the generic Unit bucket
R204	tests/Infrastructure/Unit/RuleOptionsCompilerPassTest.php		misplaced		low	10-infrastructure-core	the SUT is Infrastructure\DependencyInjection\CompilerPass; the right place is tests/Infrastructure/DependencyInjection/Unit, not the generic Unit bucket
R205	tests/Infrastructure/Unit/RuleRegistryCompilerPassTest.php		misplaced		low	10-infrastructure-core	the SUT is Infrastructure\DependencyInjection\CompilerPass; the right place is tests/Infrastructure/DependencyInjection/Unit, not the generic Unit bucket
R206	tests/Infrastructure/Unit/KnownRuleNamesAdapterTest.php		misplaced		low	10-infrastructure-core	the SUT is Infrastructure\Rule\KnownRuleNamesAdapter; the right place is tests/Infrastructure/Rule/Unit
R207	tests/Infrastructure/Unit/RuleRegistryTest.php		misplaced		low	10-infrastructure-core	the SUT is Infrastructure\Rule\RuleRegistry; the right place is tests/Infrastructure/Rule/Unit
R208	tests/Infrastructure/Unit/RulesCommandTest.php		misplaced		low	10-infrastructure-core	the SUT is Infrastructure\Console\Command\RulesCommand; the right place is tests/Infrastructure/Console/Unit
R209	tests/Infrastructure/Integration/SharedRuleOptionsContainerTest.php	55	dupe	tests/Infrastructure/Unit/RuleOptionsCompilerPassTest.php	medium	cross-slice	the same list of ten producer rules is copied verbatim; both files carry CoversClass(RuleOptionsCompilerPass) and assert per-producer options-service separation — a cross-slice duplicate between slices 04 and 10
R210	tests/Infrastructure/Integration/RulesCommandWiringTest.php	212	dupe	tests/Infrastructure/Unit/RulesCommandTest.php	medium	cross-slice	itRefusesAGroupNoProducerHas repeats itFailsOnAGroupNoProducerHas, and itFiltersByGroupAgainstTheRealRuleSet repeats itFiltersRulesByGroup; a cross-slice duplicate between slices 04 and 10
R211	tests/Unit/Infrastructure/Console/Command/HookStatusCommandTest.php		misplaced		low	cross-slice	one SUT, HookStatusCommand, is split across two files with the same basename under two roots: configure() here, execute() in tests/Functional/Console/Command
R212	tests/Analysis/Run/Integration/ExcludeBinding/UnmatchedExcludeIntegrationTest.php		other		low	cross-slice	the same basename as tests/Analysis/Policy/Architecture/Integration/UnmatchedExcludeIntegrationTest.php but different subjects: discovery.unmatched-exclude versus architecture.unmatched-exclude
R213	tests/Reporting/Formatter/Sarif/Integration/SarifRuleDescriptorCoverageTest.php	57	dupe	tests/Analysis/Finding/Integration/ChannelPresentationCoverageTest.php	medium	cross-slice	both walk the entire real channel universe with the same split into static and configured computed-metric, and both assert that a page exists under website/docs — the fact 'every channel has a docs page' is checked twice, in slices 01 and 05
R214	tests/Analysis/Evidence/Design/Unit/Inheritance/InheritanceDepthCollectorTest.php	536	dupe	tests/Analysis/Evidence/Design/Unit/TypeCoverage/TypeCoverageCollectorTest.php	medium	identical-bodies	the body of method itDeliberatelyDoesNotProvideCallableMetrics is byte-for-byte identical to the bodies of the other 12 members of group 1 (different files, 153 chars); the nearest member is tests/Analysis/Evidence/Design/Unit/TypeCoverage/TypeCoverageCollectorTest.php:706 itDeliberatelyDoesNotProvideCallableMetrics
R215	tests/Analysis/Evidence/Design/Unit/TypeCoverage/TypeCoverageCollectorTest.php	706	dupe	tests/Analysis/Evidence/Design/Unit/Inheritance/InheritanceDepthCollectorTest.php	medium	identical-bodies	the body of method itDeliberatelyDoesNotProvideCallableMetrics is byte-for-byte identical to the bodies of the other 12 members of group 1 (different files, 153 chars); the nearest member is tests/Analysis/Evidence/Design/Unit/Inheritance/InheritanceDepthCollectorTest.php:536 itDeliberatelyDoesNotProvideCallableMetrics
R216	tests/Analysis/Evidence/Security/Unit/HardcodedCredentialsCollectorTest.php	120	dupe	tests/Analysis/Evidence/Design/Unit/Inheritance/InheritanceDepthCollectorTest.php	medium	identical-bodies	the body of method itDeliberatelyDoesNotProvideCallableMetrics is byte-for-byte identical to the bodies of the other 12 members of group 1 (different files, 153 chars); the nearest member is tests/Analysis/Evidence/Design/Unit/Inheritance/InheritanceDepthCollectorTest.php:536 itDeliberatelyDoesNotProvideCallableMetrics
R217	tests/Analysis/Evidence/Security/Unit/SecurityPatternCollectorTest.php	115	dupe	tests/Analysis/Evidence/Design/Unit/Inheritance/InheritanceDepthCollectorTest.php	medium	identical-bodies	the body of method itDeliberatelyDoesNotProvideCallableMetrics is byte-for-byte identical to the bodies of the other 12 members of group 1 (different files, 153 chars); the nearest member is tests/Analysis/Evidence/Design/Unit/Inheritance/InheritanceDepthCollectorTest.php:536 itDeliberatelyDoesNotProvideCallableMetrics
R218	tests/Analysis/Evidence/Security/Unit/SensitiveParameterCollectorTest.php	110	dupe	tests/Analysis/Evidence/Design/Unit/Inheritance/InheritanceDepthCollectorTest.php	medium	identical-bodies	the body of method itDeliberatelyDoesNotProvideCallableMetrics is byte-for-byte identical to the bodies of the other 12 members of group 1 (different files, 153 chars); the nearest member is tests/Analysis/Evidence/Design/Unit/Inheritance/InheritanceDepthCollectorTest.php:536 itDeliberatelyDoesNotProvideCallableMetrics
R219	tests/Analysis/Evidence/Cohesion/Unit/LcomCollectorTest.php	1613	dupe	tests/Analysis/Evidence/Design/Unit/Inheritance/InheritanceDepthCollectorTest.php	medium	identical-bodies	the body of method itDeliberatelyDoesNotProvideCallableMetrics is byte-for-byte identical to the bodies of the other 12 members of group 1 (different files, 153 chars); the nearest member is tests/Analysis/Evidence/Design/Unit/Inheritance/InheritanceDepthCollectorTest.php:536 itDeliberatelyDoesNotProvideCallableMetrics
R220	tests/Analysis/Evidence/Cohesion/Unit/TccLccCollectorTest.php	1275	dupe	tests/Analysis/Evidence/Design/Unit/Inheritance/InheritanceDepthCollectorTest.php	medium	identical-bodies	the body of method itDeliberatelyDoesNotProvideCallableMetrics is byte-for-byte identical to the bodies of the other 12 members of group 1 (different files, 153 chars); the nearest member is tests/Analysis/Evidence/Design/Unit/Inheritance/InheritanceDepthCollectorTest.php:536 itDeliberatelyDoesNotProvideCallableMetrics
R221	tests/Analysis/Evidence/CodeSmell/Unit/CodeSmellCollectorTest.php	231	dupe	tests/Analysis/Evidence/Design/Unit/Inheritance/InheritanceDepthCollectorTest.php	medium	identical-bodies	the body of method itDeliberatelyDoesNotProvideCallableMetrics is byte-for-byte identical to the bodies of the other 12 members of group 1 (different files, 153 chars); the nearest member is tests/Analysis/Evidence/Design/Unit/Inheritance/InheritanceDepthCollectorTest.php:536 itDeliberatelyDoesNotProvideCallableMetrics
R222	tests/Analysis/Evidence/CodeSmell/Unit/UnusedPrivateCollectorTest.php	1448	dupe	tests/Analysis/Evidence/Design/Unit/Inheritance/InheritanceDepthCollectorTest.php	medium	identical-bodies	the body of method itDeliberatelyDoesNotProvideCallableMetrics is byte-for-byte identical to the bodies of the other 12 members of group 1 (different files, 153 chars); the nearest member is tests/Analysis/Evidence/Design/Unit/Inheritance/InheritanceDepthCollectorTest.php:536 itDeliberatelyDoesNotProvideCallableMetrics
R223	tests/Analysis/Evidence/Coupling/Unit/RfcCollectorTest.php	447	dupe	tests/Analysis/Evidence/Design/Unit/Inheritance/InheritanceDepthCollectorTest.php	medium	identical-bodies	the body of method itDeliberatelyDoesNotProvideCallableMetrics is byte-for-byte identical to the bodies of the other 12 members of group 1 (different files, 153 chars); the nearest member is tests/Analysis/Evidence/Design/Unit/Inheritance/InheritanceDepthCollectorTest.php:536 itDeliberatelyDoesNotProvideCallableMetrics
R224	tests/Analysis/Evidence/Size/Unit/LocCollectorTest.php	574	dupe	tests/Analysis/Evidence/Design/Unit/Inheritance/InheritanceDepthCollectorTest.php	medium	identical-bodies	the body of method itDeliberatelyDoesNotProvideCallableMetrics is byte-for-byte identical to the bodies of the other 12 members of group 1 (different files, 153 chars); the nearest member is tests/Analysis/Evidence/Design/Unit/Inheritance/InheritanceDepthCollectorTest.php:536 itDeliberatelyDoesNotProvideCallableMetrics
R225	tests/Analysis/Evidence/Size/Unit/ClassCountCollectorTest.php	728	dupe	tests/Analysis/Evidence/Design/Unit/Inheritance/InheritanceDepthCollectorTest.php	medium	identical-bodies	the body of method itDeliberatelyDoesNotProvideCallableMetrics is byte-for-byte identical to the bodies of the other 12 members of group 1 (different files, 153 chars); the nearest member is tests/Analysis/Evidence/Design/Unit/Inheritance/InheritanceDepthCollectorTest.php:536 itDeliberatelyDoesNotProvideCallableMetrics
R226	tests/Analysis/Evidence/Size/Unit/MethodCountCollectorTest.php	940	dupe	tests/Analysis/Evidence/Design/Unit/Inheritance/InheritanceDepthCollectorTest.php	medium	identical-bodies	the body of method itDeliberatelyDoesNotProvideCallableMetrics is byte-for-byte identical to the bodies of the other 12 members of group 1 (different files, 153 chars); the nearest member is tests/Analysis/Evidence/Design/Unit/Inheritance/InheritanceDepthCollectorTest.php:536 itDeliberatelyDoesNotProvideCallableMetrics
R227	tests/Analysis/Configuration/Integration/YamlKeyReachabilityTest.php	99	dupe	tests/Analysis/Configuration/Integration/YamlKeyReachabilityTest.php	medium	identical-bodies	the body of method itLetsATopLevelKeySurviveNormalization is byte-for-byte identical to the bodies of the other 5 members of group 2 (the same file, 110 chars); the nearest member is tests/Analysis/Configuration/Integration/YamlKeyReachabilityTest.php:115 itLetsASectionSubKeySurviveNormalization
R228	tests/Analysis/Configuration/Integration/YamlKeyReachabilityTest.php	115	dupe	tests/Analysis/Configuration/Integration/YamlKeyReachabilityTest.php	medium	identical-bodies	the body of method itLetsASectionSubKeySurviveNormalization is byte-for-byte identical to the bodies of the other 5 members of group 2 (the same file, 110 chars); the nearest member is tests/Analysis/Configuration/Integration/YamlKeyReachabilityTest.php:99 itLetsATopLevelKeySurviveNormalization
R229	tests/Analysis/Configuration/Integration/YamlKeyReachabilityTest.php	133	dupe	tests/Analysis/Configuration/Integration/YamlKeyReachabilityTest.php	medium	identical-bodies	the body of method itPreservesTheIdentifierAndNormalizesOptionsInAnIdentifierSection is byte-for-byte identical to the bodies of the other 5 members of group 2 (the same file, 110 chars); the nearest member is tests/Analysis/Configuration/Integration/YamlKeyReachabilityTest.php:99 itLetsATopLevelKeySurviveNormalization
R230	tests/Analysis/Configuration/Integration/YamlKeyReachabilityTest.php	153	dupe	tests/Analysis/Configuration/Integration/YamlKeyReachabilityTest.php	medium	identical-bodies	the body of method itFollowsTheCurrentLoaderBehaviorForAnArchitectureSubKey is byte-for-byte identical to the bodies of the other 5 members of group 2 (the same file, 110 chars); the nearest member is tests/Analysis/Configuration/Integration/YamlKeyReachabilityTest.php:99 itLetsATopLevelKeySurviveNormalization
R231	tests/Analysis/Configuration/Integration/YamlKeyReachabilityTest.php	174	dupe	tests/Analysis/Configuration/Integration/YamlKeyReachabilityTest.php	medium	identical-bodies	the body of method itLetsAnArchitectureLayerEntryKeySurviveNormalization is byte-for-byte identical to the bodies of the other 5 members of group 2 (the same file, 110 chars); the nearest member is tests/Analysis/Configuration/Integration/YamlKeyReachabilityTest.php:99 itLetsATopLevelKeySurviveNormalization
R232	tests/Analysis/Configuration/Integration/YamlKeyReachabilityTest.php	193	dupe	tests/Analysis/Configuration/Integration/YamlKeyReachabilityTest.php	medium	identical-bodies	the body of method itPreservesSnakeCaseInTheArchitectureAllowSubtree is byte-for-byte identical to the bodies of the other 5 members of group 2 (the same file, 110 chars); the nearest member is tests/Analysis/Configuration/Integration/YamlKeyReachabilityTest.php:99 itLetsATopLevelKeySurviveNormalization
R233	tests/Unit/Reporting/Formatter/SarifFormatterTest.php	58	dupe	tests/Unit/Reporting/Formatter/GitLabCodeQualityFormatterTest.php	medium	identical-bodies	the body of method itReturnsValidJson is byte-for-byte identical to the bodies of the other 2 members of group 3 (different files, 194 chars); the nearest member is tests/Unit/Reporting/Formatter/GitLabCodeQualityFormatterTest.php:42 itReturnsValidJson
R234	tests/Unit/Reporting/Formatter/GitLabCodeQualityFormatterTest.php	42	dupe	tests/Unit/Reporting/Formatter/SarifFormatterTest.php	medium	identical-bodies	the body of method itReturnsValidJson is byte-for-byte identical to the bodies of the other 2 members of group 3 (different files, 194 chars); the nearest member is tests/Unit/Reporting/Formatter/SarifFormatterTest.php:58 itReturnsValidJson
R235	tests/Unit/Reporting/Formatter/JsonFormatterTest.php	76	dupe	tests/Unit/Reporting/Formatter/SarifFormatterTest.php	medium	identical-bodies	the body of method itReturnsValidJson is byte-for-byte identical to the bodies of the other 2 members of group 3 (different files, 194 chars); the nearest member is tests/Unit/Reporting/Formatter/SarifFormatterTest.php:58 itReturnsValidJson
R236	tests/Analysis/Policy/Inline/Unit/ThresholdOverrideExtractorTest.php	236	dupe	tests/Analysis/Policy/Inline/Unit/ThresholdOverrideExtractorTest.php	medium	identical-bodies	the body of method itSkipsInvalidSyntax is byte-for-byte identical to the bodies of the other 2 members of group 4 (the same file, 133 chars); the nearest member is tests/Analysis/Policy/Inline/Unit/ThresholdOverrideExtractorTest.php:274 itSkipsWarningGreaterThanError
R237	tests/Analysis/Policy/Inline/Unit/ThresholdOverrideExtractorTest.php	274	dupe	tests/Analysis/Policy/Inline/Unit/ThresholdOverrideExtractorTest.php	medium	identical-bodies	the body of method itSkipsWarningGreaterThanError is byte-for-byte identical to the bodies of the other 2 members of group 4 (the same file, 133 chars); the nearest member is tests/Analysis/Policy/Inline/Unit/ThresholdOverrideExtractorTest.php:236 itSkipsInvalidSyntax
R238	tests/Analysis/Policy/Inline/Unit/ThresholdOverrideExtractorTest.php	303	dupe	tests/Analysis/Policy/Inline/Unit/ThresholdOverrideExtractorTest.php	medium	identical-bodies	the body of method itReturnsEmptyForDocCommentWithoutAnnotation is byte-for-byte identical to the bodies of the other 2 members of group 4 (the same file, 133 chars); the nearest member is tests/Analysis/Policy/Inline/Unit/ThresholdOverrideExtractorTest.php:236 itSkipsInvalidSyntax
R239	tests/Integration/DependencyInjection/ContainerFactoryTest.php	579	dupe	tests/Integration/DependencyInjection/ContainerFactoryTest.php	medium	identical-bodies	the body of method itRegistersAllCollectorsViaCompilerPass is byte-for-byte identical to the bodies of the other 2 members of group 5 (the same file, 170 chars); the nearest member is tests/Integration/DependencyInjection/ContainerFactoryTest.php:589 itInjectsRulesIntoRuleExecution
R240	tests/Integration/DependencyInjection/ContainerFactoryTest.php	589	dupe	tests/Integration/DependencyInjection/ContainerFactoryTest.php	medium	identical-bodies	the body of method itInjectsRulesIntoRuleExecution is byte-for-byte identical to the bodies of the other 2 members of group 5 (the same file, 170 chars); the nearest member is tests/Integration/DependencyInjection/ContainerFactoryTest.php:579 itRegistersAllCollectorsViaCompilerPass
