# INTERACTING RULE-OPTION KEY PAIRS
# The counting unit is producer rule name, not options class, because one class may serve several rules and threshold groups are keyed by rule name. Pairs are unordered and deduplicated within producer and kind.
# Keys come from the live rule registry and both halves of RuleOptionKeySet; hierarchical level slots are included. Interaction kind records explicit groups, heuristic threshold groups, flat-versus-level conflicts, and framework-owned relationships.
# The inventory contains 465 rows across 54 producers. It records key interaction, not runtime reachability or value precedence.
# Columns: kind, rule, options class, path or slot, key A, key B, interaction, source.
#
rule	options_class	path	key_a	key_b	kind	interaction	evidence
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	(top)|callable	callable.threshold	threshold	2-same-name-top-vs-level	the same word written at two depths	normalized intersection of acceptedOptionKeys()+answeredByTheClass at top and at slot "callable"
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	(top)|class	class.enabled	enabled	2-same-name-top-vs-level	the same word written at two depths	normalized intersection of acceptedOptionKeys()+answeredByTheClass at top and at slot "class"
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	(top)|class	class.threshold	threshold	2-same-name-top-vs-level	the same word written at two depths	normalized intersection of acceptedOptionKeys()+answeredByTheClass at top and at slot "class"
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	(top)|callable	callable.enabled	enabled	2-same-name-top-vs-level	the same word written at two depths	normalized intersection of acceptedOptionKeys()+answeredByTheClass at top and at slot "callable"
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	(top)|callable	callable.threshold	threshold	2-same-name-top-vs-level	the same word written at two depths	normalized intersection of acceptedOptionKeys()+answeredByTheClass at top and at slot "callable"
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	(top)|class	class.enabled	enabled	2-same-name-top-vs-level	the same word written at two depths	normalized intersection of acceptedOptionKeys()+answeredByTheClass at top and at slot "class"
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	(top)|class	class.threshold	threshold	2-same-name-top-vs-level	the same word written at two depths	normalized intersection of acceptedOptionKeys()+answeredByTheClass at top and at slot "class"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	(top)|class	class.enabled	enabled	2-same-name-top-vs-level	the same word written at two depths	normalized intersection of acceptedOptionKeys()+answeredByTheClass at top and at slot "class"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	(top)|class	class.error	error	2-same-name-top-vs-level	the same word written at two depths	normalized intersection of acceptedOptionKeys()+answeredByTheClass at top and at slot "class"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	(top)|class	class.scope	scope	2-same-name-top-vs-level	the same word written at two depths	normalized intersection of acceptedOptionKeys()+answeredByTheClass at top and at slot "class"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	(top)|class	class.threshold	threshold	2-same-name-top-vs-level	the same word written at two depths	normalized intersection of acceptedOptionKeys()+answeredByTheClass at top and at slot "class"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	(top)|class	class.warning	warning	2-same-name-top-vs-level	the same word written at two depths	normalized intersection of acceptedOptionKeys()+answeredByTheClass at top and at slot "class"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	(top)|namespace	enabled	namespace.enabled	2-same-name-top-vs-level	the same word written at two depths	normalized intersection of acceptedOptionKeys()+answeredByTheClass at top and at slot "namespace"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	(top)|namespace	error	namespace.error	2-same-name-top-vs-level	the same word written at two depths	normalized intersection of acceptedOptionKeys()+answeredByTheClass at top and at slot "namespace"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	(top)|namespace	namespace.threshold	threshold	2-same-name-top-vs-level	the same word written at two depths	normalized intersection of acceptedOptionKeys()+answeredByTheClass at top and at slot "namespace"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	(top)|namespace	namespace.warning	warning	2-same-name-top-vs-level	the same word written at two depths	normalized intersection of acceptedOptionKeys()+answeredByTheClass at top and at slot "namespace"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	(top)|class	class.enabled	enabled	2-same-name-top-vs-level	the same word written at two depths	normalized intersection of acceptedOptionKeys()+answeredByTheClass at top and at slot "class"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	(top)|class	class.max-error	max-error	2-same-name-top-vs-level	the same word written at two depths	normalized intersection of acceptedOptionKeys()+answeredByTheClass at top and at slot "class"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	(top)|class	class.max-warning	max-warning	2-same-name-top-vs-level	the same word written at two depths	normalized intersection of acceptedOptionKeys()+answeredByTheClass at top and at slot "class"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	(top)|class	class.threshold	threshold	2-same-name-top-vs-level	the same word written at two depths	normalized intersection of acceptedOptionKeys()+answeredByTheClass at top and at slot "class"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	(top)|namespace	enabled	namespace.enabled	2-same-name-top-vs-level	the same word written at two depths	normalized intersection of acceptedOptionKeys()+answeredByTheClass at top and at slot "namespace"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	(top)|namespace	max-error	namespace.max-error	2-same-name-top-vs-level	the same word written at two depths	normalized intersection of acceptedOptionKeys()+answeredByTheClass at top and at slot "namespace"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	(top)|namespace	max-warning	namespace.max-warning	2-same-name-top-vs-level	the same word written at two depths	normalized intersection of acceptedOptionKeys()+answeredByTheClass at top and at slot "namespace"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	(top)|namespace	namespace.threshold	threshold	2-same-name-top-vs-level	the same word written at two depths	normalized intersection of acceptedOptionKeys()+answeredByTheClass at top and at slot "namespace"
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	(top)|callable	callable:	threshold	3-shorthand-vs-level-block	SILENCES the sibling level: the flat branch constructs the class level with enabled:false and never reads any callable:/class: sub-config written beside the shorthand	hierarchical-options.tsv ComplexityOptions row; src/Analysis/Evidence/Complexity/ComplexityOptions.php:43
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	(top)|class	class:	threshold	3-shorthand-vs-level-block	SILENCES the sibling level: the flat branch constructs the class level with enabled:false and never reads any callable:/class: sub-config written beside the shorthand	hierarchical-options.tsv ComplexityOptions row; src/Analysis/Evidence/Complexity/ComplexityOptions.php:43
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	(top)|callable	callable:	threshold	3-shorthand-vs-level-block	SILENCES the sibling level: same shape as ComplexityOptions	hierarchical-options.tsv CognitiveComplexityOptions row; src/Analysis/Evidence/Complexity/CognitiveComplexityOptions.php:43
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	(top)|class	class:	threshold	3-shorthand-vs-level-block	SILENCES the sibling level: same shape as ComplexityOptions	hierarchical-options.tsv CognitiveComplexityOptions row; src/Analysis/Evidence/Complexity/CognitiveComplexityOptions.php:43
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	(top)|callable	callable:	threshold	3-shorthand-vs-level-block	SILENCES the sibling level: same shape as ComplexityOptions	hierarchical-options.tsv NpathComplexityOptions row; src/Analysis/Evidence/Complexity/NpathComplexityOptions.php:43
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	(top)|class	class:	threshold	3-shorthand-vs-level-block	SILENCES the sibling level: same shape as ComplexityOptions	hierarchical-options.tsv NpathComplexityOptions row; src/Analysis/Evidence/Complexity/NpathComplexityOptions.php:43
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	(top)|class	class:	error	3-shorthand-vs-level-block	APPLIES TO BOTH levels (neither silenced); the branch is opened by threshold OR bare warning OR bare error, and the nested class:/namespace: sub-configs are never read	hierarchical-options.tsv CboOptions row; src/Analysis/Evidence/Coupling/CboOptions.php:58
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	(top)|class	class:	threshold	3-shorthand-vs-level-block	APPLIES TO BOTH levels (neither silenced); the branch is opened by threshold OR bare warning OR bare error, and the nested class:/namespace: sub-configs are never read	hierarchical-options.tsv CboOptions row; src/Analysis/Evidence/Coupling/CboOptions.php:58
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	(top)|class	class:	warning	3-shorthand-vs-level-block	APPLIES TO BOTH levels (neither silenced); the branch is opened by threshold OR bare warning OR bare error, and the nested class:/namespace: sub-configs are never read	hierarchical-options.tsv CboOptions row; src/Analysis/Evidence/Coupling/CboOptions.php:58
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	(top)|namespace	error	namespace:	3-shorthand-vs-level-block	APPLIES TO BOTH levels (neither silenced); the branch is opened by threshold OR bare warning OR bare error, and the nested class:/namespace: sub-configs are never read	hierarchical-options.tsv CboOptions row; src/Analysis/Evidence/Coupling/CboOptions.php:58
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	(top)|namespace	namespace:	threshold	3-shorthand-vs-level-block	APPLIES TO BOTH levels (neither silenced); the branch is opened by threshold OR bare warning OR bare error, and the nested class:/namespace: sub-configs are never read	hierarchical-options.tsv CboOptions row; src/Analysis/Evidence/Coupling/CboOptions.php:58
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	(top)|namespace	namespace:	warning	3-shorthand-vs-level-block	APPLIES TO BOTH levels (neither silenced); the branch is opened by threshold OR bare warning OR bare error, and the nested class:/namespace: sub-configs are never read	hierarchical-options.tsv CboOptions row; src/Analysis/Evidence/Coupling/CboOptions.php:58
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	(top)|class	class:	max-error	3-shorthand-vs-level-block	APPLIES TO BOTH levels (neither silenced); the branch is opened by threshold OR max-warning OR max-error, and the nested sub-configs are never read	hierarchical-options.tsv InstabilityOptions row; src/Analysis/Evidence/Coupling/InstabilityOptions.php:48
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	(top)|class	class:	max-warning	3-shorthand-vs-level-block	APPLIES TO BOTH levels (neither silenced); the branch is opened by threshold OR max-warning OR max-error, and the nested sub-configs are never read	hierarchical-options.tsv InstabilityOptions row; src/Analysis/Evidence/Coupling/InstabilityOptions.php:48
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	(top)|class	class:	threshold	3-shorthand-vs-level-block	APPLIES TO BOTH levels (neither silenced); the branch is opened by threshold OR max-warning OR max-error, and the nested sub-configs are never read	hierarchical-options.tsv InstabilityOptions row; src/Analysis/Evidence/Coupling/InstabilityOptions.php:48
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	(top)|namespace	max-error	namespace:	3-shorthand-vs-level-block	APPLIES TO BOTH levels (neither silenced); the branch is opened by threshold OR max-warning OR max-error, and the nested sub-configs are never read	hierarchical-options.tsv InstabilityOptions row; src/Analysis/Evidence/Coupling/InstabilityOptions.php:48
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	(top)|namespace	max-warning	namespace:	3-shorthand-vs-level-block	APPLIES TO BOTH levels (neither silenced); the branch is opened by threshold OR max-warning OR max-error, and the nested sub-configs are never read	hierarchical-options.tsv InstabilityOptions row; src/Analysis/Evidence/Coupling/InstabilityOptions.php:48
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	(top)|namespace	namespace:	threshold	3-shorthand-vs-level-block	APPLIES TO BOTH levels (neither silenced); the branch is opened by threshold OR max-warning OR max-error, and the nested sub-configs are never read	hierarchical-options.tsv InstabilityOptions row; src/Analysis/Evidence/Coupling/InstabilityOptions.php:48
code-smell.long-parameter-list	Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions	(top)	error	vo-error	4-cross-group-same-path	independent dimensions at one nesting level: eviction of one group never touches the other	two groups in GROUPS["code-smell.long-parameter-list"][""]
code-smell.long-parameter-list	Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions	(top)	error	vo-threshold	4-cross-group-same-path	independent dimensions at one nesting level: eviction of one group never touches the other	two groups in GROUPS["code-smell.long-parameter-list"][""]
code-smell.long-parameter-list	Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions	(top)	error	vo-warning	4-cross-group-same-path	independent dimensions at one nesting level: eviction of one group never touches the other	two groups in GROUPS["code-smell.long-parameter-list"][""]
code-smell.long-parameter-list	Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions	(top)	threshold	vo-error	4-cross-group-same-path	independent dimensions at one nesting level: eviction of one group never touches the other	two groups in GROUPS["code-smell.long-parameter-list"][""]
code-smell.long-parameter-list	Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions	(top)	threshold	vo-threshold	4-cross-group-same-path	independent dimensions at one nesting level: eviction of one group never touches the other	two groups in GROUPS["code-smell.long-parameter-list"][""]
code-smell.long-parameter-list	Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions	(top)	threshold	vo-warning	4-cross-group-same-path	independent dimensions at one nesting level: eviction of one group never touches the other	two groups in GROUPS["code-smell.long-parameter-list"][""]
code-smell.long-parameter-list	Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions	(top)	vo-error	warning	4-cross-group-same-path	independent dimensions at one nesting level: eviction of one group never touches the other	two groups in GROUPS["code-smell.long-parameter-list"][""]
code-smell.long-parameter-list	Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions	(top)	vo-threshold	warning	4-cross-group-same-path	independent dimensions at one nesting level: eviction of one group never touches the other	two groups in GROUPS["code-smell.long-parameter-list"][""]
code-smell.long-parameter-list	Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions	(top)	vo-warning	warning	4-cross-group-same-path	independent dimensions at one nesting level: eviction of one group never touches the other	two groups in GROUPS["code-smell.long-parameter-list"][""]
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	callable|class	callable.error	class.max-error	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.ccn"] paths "callable" x "class"
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	callable|class	callable.error	class.max-warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.ccn"] paths "callable" x "class"
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	callable|class	callable.error	class.threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.ccn"] paths "callable" x "class"
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	|callable	callable.error	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.ccn"] paths "" x "callable"
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	callable|class	callable.threshold	class.max-error	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.ccn"] paths "callable" x "class"
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	callable|class	callable.threshold	class.max-warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.ccn"] paths "callable" x "class"
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	callable|class	callable.threshold	class.threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.ccn"] paths "callable" x "class"
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	|callable	callable.threshold	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.ccn"] paths "" x "callable"
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	callable|class	callable.warning	class.max-error	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.ccn"] paths "callable" x "class"
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	callable|class	callable.warning	class.max-warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.ccn"] paths "callable" x "class"
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	callable|class	callable.warning	class.threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.ccn"] paths "callable" x "class"
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	|callable	callable.warning	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.ccn"] paths "" x "callable"
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	|class	class.max-error	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.ccn"] paths "" x "class"
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	|class	class.max-warning	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.ccn"] paths "" x "class"
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	|class	class.threshold	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.ccn"] paths "" x "class"
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	callable|class	callable.error	class.max-error	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.cognitive"] paths "callable" x "class"
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	callable|class	callable.error	class.max-warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.cognitive"] paths "callable" x "class"
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	callable|class	callable.error	class.threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.cognitive"] paths "callable" x "class"
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	|callable	callable.error	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.cognitive"] paths "" x "callable"
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	callable|class	callable.threshold	class.max-error	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.cognitive"] paths "callable" x "class"
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	callable|class	callable.threshold	class.max-warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.cognitive"] paths "callable" x "class"
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	callable|class	callable.threshold	class.threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.cognitive"] paths "callable" x "class"
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	|callable	callable.threshold	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.cognitive"] paths "" x "callable"
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	callable|class	callable.warning	class.max-error	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.cognitive"] paths "callable" x "class"
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	callable|class	callable.warning	class.max-warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.cognitive"] paths "callable" x "class"
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	callable|class	callable.warning	class.threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.cognitive"] paths "callable" x "class"
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	|callable	callable.warning	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.cognitive"] paths "" x "callable"
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	|class	class.max-error	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.cognitive"] paths "" x "class"
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	|class	class.max-warning	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.cognitive"] paths "" x "class"
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	|class	class.threshold	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.cognitive"] paths "" x "class"
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	callable|class	callable.error	class.max-error	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.npath"] paths "callable" x "class"
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	callable|class	callable.error	class.max-warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.npath"] paths "callable" x "class"
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	callable|class	callable.error	class.threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.npath"] paths "callable" x "class"
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	|callable	callable.error	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.npath"] paths "" x "callable"
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	callable|class	callable.threshold	class.max-error	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.npath"] paths "callable" x "class"
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	callable|class	callable.threshold	class.max-warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.npath"] paths "callable" x "class"
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	callable|class	callable.threshold	class.threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.npath"] paths "callable" x "class"
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	|callable	callable.threshold	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.npath"] paths "" x "callable"
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	callable|class	callable.warning	class.max-error	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.npath"] paths "callable" x "class"
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	callable|class	callable.warning	class.max-warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.npath"] paths "callable" x "class"
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	callable|class	callable.warning	class.threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.npath"] paths "callable" x "class"
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	|callable	callable.warning	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.npath"] paths "" x "callable"
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	|class	class.max-error	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.npath"] paths "" x "class"
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	|class	class.max-warning	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.npath"] paths "" x "class"
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	|class	class.threshold	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["complexity.npath"] paths "" x "class"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	|class	class.error	error	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "" x "class"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	class|namespace	class.error	namespace.error	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "class" x "namespace"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	class|namespace	class.error	namespace.threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "class" x "namespace"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	class|namespace	class.error	namespace.warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "class" x "namespace"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	|class	class.error	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "" x "class"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	|class	class.error	warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "" x "class"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	|class	class.threshold	error	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "" x "class"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	class|namespace	class.threshold	namespace.error	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "class" x "namespace"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	class|namespace	class.threshold	namespace.threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "class" x "namespace"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	class|namespace	class.threshold	namespace.warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "class" x "namespace"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	|class	class.threshold	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "" x "class"
