# FORM-DECIDING CONFIGURATION SITES
# One row per physical source line that decides the shape of a user-supplied configuration value. Consecutive mechanisms on one line remain one row in execution order.
# The inventory follows input doors to consumers and includes option classes, configuration roots, inline directives, CLI adapters, composer input, and architecture sub-schemas.
# Scope contains 455 sites in 84 files: 447 USER_INPUT and 8 MEASURED_VALUE. Of the 440 sites outside RuleOptionsFactory, 205 are within the rule-option declaration boundary and 235 are explicit exclusions.
# Blind spots: PHP numeric widening, values inside computed-metric formulas, baseline documents, multi-line casts, Symfony Console parsing, and unnamed-key sites that require the companion resolution table.
# Reachability is explicit: typed withOverride inputs and empty-config branches may be unreachable through the factory even though direct calls can reach them.
# Columns: file, line, class, method, key, kind, input_kind, on_mismatch, reachable, in_factory, exception_candidate, reason, snippet.
#
file	line	class	method	key	kind	on_mismatch	value	door	in_factory	exception_candidate	snippet
src/Analysis/Evidence/Complexity/ClassComplexityOptions.php	44	ClassComplexityOptions	fromArray	maxWarning,warning	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	maxWarning: (int) $thresholds['warning'],
src/Analysis/Evidence/Complexity/ClassComplexityOptions.php	45	ClassComplexityOptions	fromArray	maxError,error	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	maxError: (int) $thresholds['error'],
src/Analysis/Evidence/Complexity/ClassComplexityOptions.php	67	ClassComplexityOptions	withOverride	@qmx-threshold warning/error	типизированный параметр	падение (TypeError) — НЕДОСТИЖИМО	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	public function withOverride(int|float|null $warning, int|float|null $error): static
src/Analysis/Evidence/Complexity/ClassComplexityOptions.php	71	ClassComplexityOptions	withOverride	maxWarning	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	maxWarning: $warning !== null ? (int) $warning : $this->maxWarning,
src/Analysis/Evidence/Complexity/ClassComplexityOptions.php	72	ClassComplexityOptions	withOverride	maxError	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	maxError: $error !== null ? (int) $error : $this->maxError,
src/Analysis/Evidence/Complexity/ClassNpathComplexityOptions.php	36	ClassNpathComplexityOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? false),
src/Analysis/Evidence/Complexity/ClassNpathComplexityOptions.php	37	ClassNpathComplexityOptions	fromArray	maxWarning,warning	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	maxWarning: (int) $thresholds['warning'],
src/Analysis/Evidence/Complexity/ClassNpathComplexityOptions.php	38	ClassNpathComplexityOptions	fromArray	maxError,error	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	maxError: (int) $thresholds['error'],
src/Analysis/Evidence/Complexity/ClassNpathComplexityOptions.php	60	ClassNpathComplexityOptions	withOverride	@qmx-threshold warning/error	типизированный параметр	падение (TypeError) — НЕДОСТИЖИМО	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	public function withOverride(int|float|null $warning, int|float|null $error): static
src/Analysis/Evidence/Complexity/ClassNpathComplexityOptions.php	64	ClassNpathComplexityOptions	withOverride	maxWarning	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	maxWarning: $warning !== null ? (int) $warning : $this->maxWarning,
src/Analysis/Evidence/Complexity/ClassNpathComplexityOptions.php	65	ClassNpathComplexityOptions	withOverride	maxError	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	maxError: $error !== null ? (int) $error : $this->maxError,
src/Analysis/Evidence/Complexity/CognitiveComplexityOptions.php	48	CognitiveComplexityOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Complexity/CognitiveComplexityOptions.php	49	CognitiveComplexityOptions	fromArray	warning	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	warning: (int) $thresholds['warning'],
src/Analysis/Evidence/Complexity/CognitiveComplexityOptions.php	50	CognitiveComplexityOptions	fromArray	error	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	error: (int) $thresholds['error'],
src/Analysis/Evidence/Complexity/CognitiveComplexityOptions.php	59	CognitiveComplexityOptions	fromArray	callableKey	проверка is_*	молча дефолт/отбрасывание	USER_INPUT	yaml|preset|cli	no	-	$callableConfig = isset($config[$callableKey]) && \is_array($config[$callableKey])
src/Analysis/Evidence/Complexity/CognitiveComplexityOptions.php	62	CognitiveComplexityOptions	fromArray	classKey	проверка is_*	молча дефолт/отбрасывание	USER_INPUT	yaml|preset|cli	no	-	$classConfig = isset($config[$classKey]) && \is_array($config[$classKey])
src/Analysis/Evidence/Complexity/ComplexityOptions.php	48	ComplexityOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Complexity/ComplexityOptions.php	49	ComplexityOptions	fromArray	warning	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	warning: (int) $thresholds['warning'],
src/Analysis/Evidence/Complexity/ComplexityOptions.php	50	ComplexityOptions	fromArray	error	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	error: (int) $thresholds['error'],
src/Analysis/Evidence/Complexity/ComplexityOptions.php	59	ComplexityOptions	fromArray	callableKey	проверка is_*	молча дефолт/отбрасывание	USER_INPUT	yaml|preset|cli	no	-	$callableConfig = isset($config[$callableKey]) && \is_array($config[$callableKey])
src/Analysis/Evidence/Complexity/ComplexityOptions.php	62	ComplexityOptions	fromArray	classKey	проверка is_*	молча дефолт/отбрасывание	USER_INPUT	yaml|preset|cli	no	-	$classConfig = isset($config[$classKey]) && \is_array($config[$classKey])
src/Analysis/Evidence/Complexity/MethodCognitiveComplexityOptions.php	36	MethodCognitiveComplexityOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Complexity/MethodCognitiveComplexityOptions.php	37	MethodCognitiveComplexityOptions	fromArray	warning	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	warning: (int) $thresholds['warning'],
src/Analysis/Evidence/Complexity/MethodCognitiveComplexityOptions.php	38	MethodCognitiveComplexityOptions	fromArray	error	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	error: (int) $thresholds['error'],
src/Analysis/Evidence/Complexity/MethodCognitiveComplexityOptions.php	60	MethodCognitiveComplexityOptions	withOverride	@qmx-threshold warning/error	типизированный параметр	падение (TypeError) — НЕДОСТИЖИМО	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	public function withOverride(int|float|null $warning, int|float|null $error): static
src/Analysis/Evidence/Complexity/MethodCognitiveComplexityOptions.php	64	MethodCognitiveComplexityOptions	withOverride	warning	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	warning: $warning !== null ? (int) $warning : $this->warning,
src/Analysis/Evidence/Complexity/MethodCognitiveComplexityOptions.php	65	MethodCognitiveComplexityOptions	withOverride	error	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	error: $error !== null ? (int) $error : $this->error,
src/Analysis/Evidence/Complexity/MethodComplexityOptions.php	34	MethodComplexityOptions	fromArray	корень правила	подстановка дефолта	молча дефолт	USER_INPUT	yaml|preset|cli	no	-	if ($config === []) {   -> return new self();   // через RuleOptionsFactory недостижимо: :124 подставляет непустые $defaults; достижимо лишь прямым fromArray([]) или при конструкторе без параметров
src/Analysis/Evidence/Complexity/MethodComplexityOptions.php	41	MethodComplexityOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Complexity/MethodComplexityOptions.php	42	MethodComplexityOptions	fromArray	warning	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	warning: (int) $thresholds['warning'],
src/Analysis/Evidence/Complexity/MethodComplexityOptions.php	43	MethodComplexityOptions	fromArray	error	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	error: (int) $thresholds['error'],
src/Analysis/Evidence/Complexity/MethodComplexityOptions.php	65	MethodComplexityOptions	withOverride	@qmx-threshold warning/error	типизированный параметр	падение (TypeError) — НЕДОСТИЖИМО	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	public function withOverride(int|float|null $warning, int|float|null $error): static
src/Analysis/Evidence/Complexity/MethodComplexityOptions.php	69	MethodComplexityOptions	withOverride	warning	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	warning: $warning !== null ? (int) $warning : $this->warning,
src/Analysis/Evidence/Complexity/MethodComplexityOptions.php	70	MethodComplexityOptions	withOverride	error	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	error: $error !== null ? (int) $error : $this->error,
src/Analysis/Evidence/Complexity/MethodNpathComplexityOptions.php	36	MethodNpathComplexityOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Complexity/MethodNpathComplexityOptions.php	37	MethodNpathComplexityOptions	fromArray	warning	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	warning: (int) $thresholds['warning'],
src/Analysis/Evidence/Complexity/MethodNpathComplexityOptions.php	38	MethodNpathComplexityOptions	fromArray	error	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	error: (int) $thresholds['error'],
src/Analysis/Evidence/Complexity/MethodNpathComplexityOptions.php	60	MethodNpathComplexityOptions	withOverride	@qmx-threshold warning/error	типизированный параметр	падение (TypeError) — НЕДОСТИЖИМО	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	public function withOverride(int|float|null $warning, int|float|null $error): static
src/Analysis/Evidence/Complexity/MethodNpathComplexityOptions.php	64	MethodNpathComplexityOptions	withOverride	warning	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	warning: $warning !== null ? (int) $warning : $this->warning,
src/Analysis/Evidence/Complexity/MethodNpathComplexityOptions.php	65	MethodNpathComplexityOptions	withOverride	error	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	error: $error !== null ? (int) $error : $this->error,
src/Analysis/Evidence/Complexity/NpathComplexityOptions.php	48	NpathComplexityOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Complexity/NpathComplexityOptions.php	49	NpathComplexityOptions	fromArray	warning	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	warning: (int) $thresholds['warning'],
src/Analysis/Evidence/Complexity/NpathComplexityOptions.php	50	NpathComplexityOptions	fromArray	error	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	error: (int) $thresholds['error'],
src/Analysis/Evidence/Complexity/NpathComplexityOptions.php	59	NpathComplexityOptions	fromArray	callableKey	проверка is_*	молча дефолт/отбрасывание	USER_INPUT	yaml|preset|cli	no	-	$callableConfig = isset($config[$callableKey]) && \is_array($config[$callableKey])
src/Analysis/Evidence/Complexity/NpathComplexityOptions.php	62	NpathComplexityOptions	fromArray	classKey	проверка is_*	молча дефолт/отбрасывание	USER_INPUT	yaml|preset|cli	no	-	$classConfig = isset($config[$classKey]) && \is_array($config[$classKey])
src/Analysis/Evidence/Complexity/WmcOptions.php	42	WmcOptions	fromArray	корень правила	подстановка дефолта	молча ВЫКЛЮЧАЕТ правило (через фабрику НЕДОСТИЖИМО)	USER_INPUT	yaml|preset|cli	no	-	if ($config === []) {   -> return new self(enabled: false);   // через RuleOptionsFactory недостижимо: :124 подставляет непустые $defaults; достижимо лишь прямым fromArray([]) или при конструкторе без параметров
src/Analysis/Evidence/Complexity/WmcOptions.php	49	WmcOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Complexity/WmcOptions.php	50	WmcOptions	fromArray	warning	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	warning: (int) $thresholds['warning'],
src/Analysis/Evidence/Complexity/WmcOptions.php	51	WmcOptions	fromArray	error	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	error: (int) $thresholds['error'],
src/Analysis/Evidence/Complexity/WmcOptions.php	52	WmcOptions	fromArray	excludeDataClasses,exclude_data_classes	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	excludeDataClasses: (bool) ($config['exclude_data_classes'] ?? $config['excludeDataClasses'] ?? false),
src/Analysis/Evidence/Complexity/WmcOptions.php	79	WmcOptions	withOverride	@qmx-threshold warning/error	типизированный параметр	падение (TypeError) — НЕДОСТИЖИМО	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	public function withOverride(int|float|null $warning, int|float|null $error): static
src/Analysis/Evidence/Complexity/WmcOptions.php	83	WmcOptions	withOverride	warning	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	warning: $warning !== null ? (int) $warning : $this->warning,
src/Analysis/Evidence/Complexity/WmcOptions.php	84	WmcOptions	withOverride	error	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	error: $error !== null ? (int) $error : $this->error,
src/Analysis/Evidence/ComputedMetrics/ComputedMetricRuleOptions.php	24	ComputedMetricRuleOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	под-схема computed_metrics со своим словарём отказа	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/ComputedMetrics/Configuration/ComputedMetricContributionReader.php	35	ComputedMetricContributionReader	readComputedMetrics	computedMetrics (унаследован из этого же метода)	проверка is_*+страж списка	отказ	USER_INPUT	yaml|preset|cli	no	под-схема computed_metrics со своим словарём отказа	if (!\is_array($contribution) || ($contribution !== [] && array_is_list($contribution))) {
src/Analysis/Evidence/ComputedMetrics/Configuration/ComputedMetricContributionReader.php	57	ComputedMetricContributionReader	readExcludedHealthDimensions	excludeHealth (унаследован из этого же метода)	проверка is_*+страж списка	отказ	USER_INPUT	yaml|preset|cli	no	под-схема computed_metrics со своим словарём отказа	if (!\is_array($contribution) || !array_is_list($contribution)) {
src/Analysis/Evidence/ComputedMetrics/Configuration/ComputedMetricContributionReader.php	65	ComputedMetricContributionReader	readExcludedHealthDimensions	excludeHealth (унаследован из этого же метода)	проверка is_*	отказ	USER_INPUT	yaml|preset|cli	no	под-схема computed_metrics со своим словарём отказа	if (!\is_string($dimension)) {
src/Analysis/Evidence/Coupling/CboOptions.php	64	CboOptions	fromArray	ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	RuleOptionKey::ENABLED => (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Coupling/CboOptions.php	83	CboOptions	fromArray	classKey	проверка is_*	молча дефолт/отбрасывание	USER_INPUT	yaml|preset|cli	no	-	$classConfig = isset($config[$classKey]) && \is_array($config[$classKey])
src/Analysis/Evidence/Coupling/CboOptions.php	86	CboOptions	fromArray	namespaceKey	проверка is_*	молча дефолт/отбрасывание	USER_INPUT	yaml|preset|cli	no	-	$namespaceConfig = isset($config[$namespaceKey]) && \is_array($config[$namespaceKey])
src/Analysis/Evidence/Coupling/ClassCboOptions.php	44	ClassCboOptions	fromArray	корень правила	подстановка дефолта	молча дефолт	USER_INPUT	yaml|preset|cli	no	-	if ($config === []) {   -> return new self();   // через RuleOptionsFactory недостижимо: :124 подставляет непустые $defaults; достижимо лишь прямым fromArray([]) или при конструкторе без параметров
src/Analysis/Evidence/Coupling/ClassCboOptions.php	52	ClassCboOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Coupling/ClassCboOptions.php	53	ClassCboOptions	fromArray	warning	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	warning: (int) $thresholds['warning'],
src/Analysis/Evidence/Coupling/ClassCboOptions.php	54	ClassCboOptions	fromArray	error	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	error: (int) $thresholds['error'],
src/Analysis/Evidence/Coupling/ClassCboOptions.php	76	ClassCboOptions	getSeverity	любой	cast	молча приведение	MEASURED_VALUE	yaml|preset|cli	no	не предмет: приводится ИЗМЕРЕННАЯ величина метрики	$cbo = (int) $value;
src/Analysis/Evidence/Coupling/ClassCboOptions.php	94	ClassCboOptions	parseScope	scope	подстановка дефолта	молча дефолт	USER_INPUT	yaml|preset|cli	no	-	$scope = $config['scope'] ?? 'all';
src/Analysis/Evidence/Coupling/ClassCboOptions.php	96	ClassCboOptions	parseScope	любой	проверка is_*+сужение домена	молча дефолт/отбрасывание	USER_INPUT	yaml|preset|cli	no	-	if (!\is_string($scope) || !\in_array($scope, ['all', 'application'], true)) {
src/Analysis/Evidence/Coupling/ClassCboOptions.php	97			scope	сужение домена (список)	МОЛЧА дефолт 'all'	USER_INPUT	yaml|preset|cli	no	-	return 'all';   // единственное enum-подобное сужение в дереве, которое НЕ отказывает
src/Analysis/Evidence/Coupling/ClassCboOptions.php	103	ClassCboOptions	withOverride	@qmx-threshold warning/error	типизированный параметр	падение (TypeError) — НЕДОСТИЖИМО	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	public function withOverride(int|float|null $warning, int|float|null $error): static
src/Analysis/Evidence/Coupling/ClassCboOptions.php	107	ClassCboOptions	withOverride	warning	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	warning: $warning !== null ? (int) $warning : $this->warning,
src/Analysis/Evidence/Coupling/ClassCboOptions.php	108	ClassCboOptions	withOverride	error	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	error: $error !== null ? (int) $error : $this->error,
src/Analysis/Evidence/Coupling/ClassInstabilityOptions.php	39	ClassInstabilityOptions	fromArray	корень правила	подстановка дефолта	молча дефолт	USER_INPUT	yaml|preset|cli	no	-	if ($config === []) {   -> return new self();   // через RuleOptionsFactory недостижимо: :124 подставляет непустые $defaults; достижимо лишь прямым fromArray([]) или при конструкторе без параметров
src/Analysis/Evidence/Coupling/ClassInstabilityOptions.php	46	ClassInstabilityOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Coupling/ClassInstabilityOptions.php	47	ClassInstabilityOptions	fromArray	maxWarning,warning	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	maxWarning: (float) $thresholds['warning'],
src/Analysis/Evidence/Coupling/ClassInstabilityOptions.php	48	ClassInstabilityOptions	fromArray	maxError,error	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	maxError: (float) $thresholds['error'],
src/Analysis/Evidence/Coupling/ClassInstabilityOptions.php	49	ClassInstabilityOptions	fromArray	minAfferent,min_afferent	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	minAfferent: (int) ($config['min_afferent'] ?? $config['minAfferent'] ?? 1),
src/Analysis/Evidence/Coupling/ClassInstabilityOptions.php	70	ClassInstabilityOptions	getSeverity	любой	cast	молча приведение	MEASURED_VALUE	yaml|preset|cli	no	не предмет: приводится ИЗМЕРЕННАЯ величина метрики	$instability = (float) $value;
src/Analysis/Evidence/Coupling/ClassInstabilityOptions.php	83	ClassInstabilityOptions	withOverride	@qmx-threshold warning/error	типизированный параметр	падение (TypeError) — НЕДОСТИЖИМО	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	public function withOverride(int|float|null $warning, int|float|null $error): static
src/Analysis/Evidence/Coupling/ClassInstabilityOptions.php	87	ClassInstabilityOptions	withOverride	maxWarning	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	maxWarning: $warning !== null ? (float) $warning : $this->maxWarning,
src/Analysis/Evidence/Coupling/ClassInstabilityOptions.php	88	ClassInstabilityOptions	withOverride	maxError	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	maxError: $error !== null ? (float) $error : $this->maxError,
src/Analysis/Evidence/Coupling/ClassRankOptions.php	40	ClassRankOptions	fromArray	корень правила	подстановка дефолта	молча ВЫКЛЮЧАЕТ правило (через фабрику НЕДОСТИЖИМО)	USER_INPUT	yaml|preset|cli	no	-	if ($config === []) {   -> return new self(enabled: false);   // через RuleOptionsFactory недостижимо: :124 подставляет непустые $defaults; достижимо лишь прямым fromArray([]) или при конструкторе без параметров
src/Analysis/Evidence/Coupling/ClassRankOptions.php	47	ClassRankOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Coupling/ClassRankOptions.php	48	ClassRankOptions	fromArray	warning	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	warning: (float) $thresholds['warning'],
src/Analysis/Evidence/Coupling/ClassRankOptions.php	49	ClassRankOptions	fromArray	error	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	error: (float) $thresholds['error'],
src/Analysis/Evidence/Coupling/ClassRankOptions.php	70	ClassRankOptions	getSeverity	любой	cast	молча приведение	MEASURED_VALUE	yaml|preset|cli	no	не предмет: приводится ИЗМЕРЕННАЯ величина метрики	$rank = (float) $value;
src/Analysis/Evidence/Coupling/ClassRankOptions.php	83	ClassRankOptions	withOverride	@qmx-threshold warning/error	типизированный параметр	падение (TypeError) — НЕДОСТИЖИМО	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	public function withOverride(int|float|null $warning, int|float|null $error): static
src/Analysis/Evidence/Coupling/ClassRankOptions.php	87	ClassRankOptions	withOverride	warning	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	warning: $warning !== null ? (float) $warning : $this->warning,
src/Analysis/Evidence/Coupling/ClassRankOptions.php	88	ClassRankOptions	withOverride	error	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	error: $error !== null ? (float) $error : $this->error,
src/Analysis/Evidence/Coupling/CouplingAnalysis.php	47			coupling.framework_namespaces	страж присутствия	молча прежнее значение	USER_INPUT	yaml|preset	no	корень вне rules: у фабрики опций правил нет над ним власти	return \array_key_exists('frameworkNamespaces', $coupling)   // отсутствие ключа сохраняет предыдущий вклад
src/Analysis/Evidence/Coupling/CouplingAnalysis.php	55	CouplingAnalysis	couplingContribution	любой	проверка is_*+страж списка	отказ	USER_INPUT	yaml|preset|cli	no	корень вне rules: у фабрики опций правил нет над ним власти	if (!\is_array($contribution) || ($contribution !== [] && array_is_list($contribution))) {
src/Analysis/Evidence/Coupling/CouplingAnalysis.php	65	CouplingAnalysis	validatedPrefixes	любой	проверка is_*+страж списка	отказ	USER_INPUT	yaml|preset|cli	no	корень вне rules: у фабрики опций правил нет над ним власти	if (!\is_array($prefixes) || !array_is_list($prefixes)) {
src/Analysis/Evidence/Coupling/CouplingAnalysis.php	70	CouplingAnalysis	validatedPrefixes	любой	проверка is_*	отказ	USER_INPUT	yaml|preset|cli	no	корень вне rules: у фабрики опций правил нет над ним власти	if (!\is_string($prefix)) {
src/Analysis/Evidence/Coupling/DistanceOptions.php	55	DistanceOptions	fromArray	includeNamespaces	подстановка дефолта	молча дефолт	USER_INPUT	yaml|preset|cli	no	-	?? $config['includeNamespaces']
src/Analysis/Evidence/Coupling/DistanceOptions.php	56	DistanceOptions	fromArray	любой	подстановка дефолта	молча дефолт	USER_INPUT	yaml|preset|cli	no	-	?? null;
src/Analysis/Evidence/Coupling/DistanceOptions.php	58	DistanceOptions	fromArray	любой	проверка is_*	молча дефолт/отбрасывание	USER_INPUT	yaml|preset|cli	no	-	if (\is_string($includeKey)) {
src/Analysis/Evidence/Coupling/DistanceOptions.php	60	DistanceOptions	fromArray	любой	проверка is_*	молча дефолт/отбрасывание	USER_INPUT	yaml|preset|cli	no	-	} elseif (\is_array($includeKey)) {
src/Analysis/Evidence/Coupling/DistanceOptions.php	67	DistanceOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Coupling/DistanceOptions.php	68	DistanceOptions	fromArray	maxDistanceWarning,warning	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	maxDistanceWarning: (float) $thresholds['warning'],
src/Analysis/Evidence/Coupling/DistanceOptions.php	69	DistanceOptions	fromArray	maxDistanceError,error	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	maxDistanceError: (float) $thresholds['error'],
src/Analysis/Evidence/Coupling/DistanceOptions.php	71	DistanceOptions	fromArray	minClassCount,min_class_count	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	minClassCount: (int) ($config['min_class_count'] ?? $config['minClassCount'] ?? 3),
src/Analysis/Evidence/Coupling/DistanceOptions.php	94	DistanceOptions	getSeverity	любой	cast	молча приведение	MEASURED_VALUE	yaml|preset|cli	no	не предмет: приводится ИЗМЕРЕННАЯ величина метрики	$distance = (float) $value;
src/Analysis/Evidence/Coupling/DistanceOptions.php	107	DistanceOptions	withOverride	@qmx-threshold warning/error	типизированный параметр	падение (TypeError) — НЕДОСТИЖИМО	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	public function withOverride(int|float|null $warning, int|float|null $error): static
src/Analysis/Evidence/Coupling/DistanceOptions.php	111	DistanceOptions	withOverride	maxDistanceWarning	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	maxDistanceWarning: $warning !== null ? (float) $warning : $this->maxDistanceWarning,
src/Analysis/Evidence/Coupling/DistanceOptions.php	112	DistanceOptions	withOverride	maxDistanceError	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	maxDistanceError: $error !== null ? (float) $error : $this->maxDistanceError,
src/Analysis/Evidence/Coupling/InstabilityOptions.php	61	InstabilityOptions	fromArray	ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	RuleOptionKey::ENABLED => (bool) ($config[RuleOptionKey::ENABLED] ?? true),
