# PROMISE LEDGER FOR CONFIGURATION FORMS AND COMPOSITION
# Each row states either an externally published promise or an explicit current decision for one input coordinate. Promises are read only from website documentation and contract docblocks; implementation bodies determine neither promised forms nor status.
# The denominator is generated from registered rule-option keys, CLI aliases, framework keys, non-rule configuration paths, interacting key pairs, and source-composition coordinates.
# PROMISED rows have a cited carrier. DECIDED rows record behavior where no carrier promises it. DEFERRED rows name a deliberately excluded interaction whose current behavior remains measurable.
# Carrier ranges are protected by promise-ledger-frozen-ranges.tsv. When a carrier changes, affected rows and hashes must be regenerated together; silent divergence is a failure.
# Source precedence and coexistence are separate coordinates: a later source may replace a value while sibling paths survive. Pair rows record the promised winner, outcome, and survival independently.
# decided_forms contains the complement observed or deliberately fixed where the carrier does not close the input set. Notes preserve the local rationale and exact code or documentation evidence.
# Columns: kind, coordinate, promised forms or interaction contract, carrier, status, note, decided forms. The expanded header row below is authoritative for field positions.
#
kind	door|rule|path|rule|rule	path|key_a|writer_low|key_low@writer_low|path@slot	promised_forms|key_b|writer_high|key_high@writer_high|l1/l2/l3	null_means|source_scope|path_scope|level|T1..T4	equivalences|coexistence|promised_winner|promised_outcome|promised_survival	carrier	status	note	decided_forms
form	rule-opt	rules.cohesion.lcom.min-methods	int,string-number	refuse	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/rules/cohesion.md:32 + website/docs/usage/cli-options.md:669-674	DECIDED	form taken from the documented example `3`; complement refused by website/docs/getting-started/configuration.md:738-744 | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	yaml	rules.cohesion.lcom.threshold	null,int	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab; website/docs/getting-started/configuration.md:152-166 threshold:N == warning:N,error:N	website/docs/getting-started/configuration.md:138-151	DECIDED	no per-path example; class carrier C6a-thresh | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; string-number: read from website/docs/getting-started/configuration.md:804 + website/docs/getting-started/configuration.md:815-816 - a quoted number is a string and a whole number does not accept `"15"`; a value of another shape ends the run with exit code 3 (website/docs/getting-started/configuration.md:786-791)	float
form	rule-opt	rules.cohesion.lcom.threshold	int,string-number	refuse	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab; website/docs/getting-started/configuration.md:152-166 threshold:N == warning:N,error:N	website/docs/getting-started/configuration.md:138-151 + website/docs/usage/cli-options.md:669-674	DECIDED	no per-path example; class carrier C6a-thresh | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	yaml	rules.cohesion.lcom.warning	null,int	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/rules/cohesion.md:29	DECIDED	form taken from the documented example `3`; complement refused by website/docs/getting-started/configuration.md:738-744 | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; string-number: read from website/docs/getting-started/configuration.md:804 + website/docs/getting-started/configuration.md:815-816 - a quoted number is a string and a whole number does not accept `"15"`; a value of another shape ends the run with exit code 3 (website/docs/getting-started/configuration.md:786-791)	float
form	rule-opt	rules.cohesion.lcom.warning	int,string-number	refuse	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/rules/cohesion.md:29 + website/docs/usage/cli-options.md:669-674	DECIDED	form taken from the documented example `3`; complement refused by website/docs/getting-started/configuration.md:738-744 | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	yaml	rules.complexity.cognitive.callable	null,map	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/rules/complexity.md:232 + src/Analysis/Finding/Contract/Rule/LevelOptionsInterface.php:33-39	PROMISED	form taken from the documented example ``; complement refused by website/docs/getting-started/configuration.md:738-744 | a slot is a map of its own keys (contract docblock)	
form	rule-opt	rules.complexity.cognitive.callable		refuse	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/rules/complexity.md:232 + src/Analysis/Finding/Contract/Rule/LevelOptionsInterface.php:33-39 + website/docs/usage/cli-options.md:669-674	DECIDED	form taken from the documented example ``; complement refused by website/docs/getting-started/configuration.md:738-744 | a slot is a map of its own keys (contract docblock) | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | a container value is not writable on this door at all (website/docs/usage/cli-options.md:669-674); only a deeper scalar path is | null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse	null
form	yaml	rules.complexity.cognitive.class	null,map	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/rules/complexity.md:235 + src/Analysis/Finding/Contract/Rule/LevelOptionsInterface.php:33-39	PROMISED	form taken from the documented example ``; complement refused by website/docs/getting-started/configuration.md:738-744 | a slot is a map of its own keys (contract docblock)	
form	rule-opt	rules.complexity.cognitive.class		refuse	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/rules/complexity.md:235 + src/Analysis/Finding/Contract/Rule/LevelOptionsInterface.php:33-39 + website/docs/usage/cli-options.md:669-674	DECIDED	form taken from the documented example ``; complement refused by website/docs/getting-started/configuration.md:738-744 | a slot is a map of its own keys (contract docblock) | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | a container value is not writable on this door at all (website/docs/usage/cli-options.md:669-674); only a deeper scalar path is | null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse	null
form	yaml	rules.complexity.cognitive.enabled	null,bool	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:130-136	PROMISED	no per-path example; class carrier C5-enabled | string-nonnumber: read from website/docs/getting-started/configuration.md:803 - a boolean accepts `true` / `false`; a quoted `"false"` is a string, and a value of another shape ends the run with exit code 3 (website/docs/getting-started/configuration.md:786-791); string-number: read from website/docs/getting-started/configuration.md:803 - a boolean accepts `true` / `false`; `1`-as-string is a string, and a value of another shape ends the run with exit code 3 (website/docs/getting-started/configuration.md:786-791)	
form	rule-opt	rules.complexity.cognitive.enabled	bool	refuse	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:130-136 + website/docs/usage/cli-options.md:669-674	DECIDED	no per-path example; class carrier C5-enabled | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-nonnumber: read from website/docs/getting-started/configuration.md:803 + website/docs/getting-started/configuration.md:817-820 - the text is converted before its shape is judged, and a word that is neither `true` nor `false` is not a boolean; string-number: read from website/docs/getting-started/configuration.md:803 + website/docs/getting-started/configuration.md:817-820 - the text is converted before its shape is judged, so `1` arrives as a number exactly as `25` does, and a number is not one of the two words a boolean accepts (website/docs/getting-started/configuration.md:803)	null
form	yaml	rules.complexity.cognitive.threshold	null,int	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab; website/docs/getting-started/configuration.md:152-166 threshold:N == warning:N,error:N	website/docs/getting-started/configuration.md:138-151	DECIDED	no per-path example; class carrier C6a-thresh | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; string-number: read from website/docs/getting-started/configuration.md:804 + website/docs/getting-started/configuration.md:815-816 - a quoted number is a string and a whole number does not accept `"15"`; a value of another shape ends the run with exit code 3 (website/docs/getting-started/configuration.md:786-791) | null: NARROWED by website/docs/getting-started/configuration.md:883-902 - inside `rules:` the equivalence with omission stops for this key: it is one of the threshold keys the carrier names for this rule, and writing it at the rule's own top level selects the flat form "with `~` exactly as with a number", so the `callable:`/`class:`/`namespace:` blocks beside it are then not read. The key's OWN VALUE still takes the default (website/docs/getting-started/configuration.md:862-864); what `~` no longer means is an unwritten key. Coordinate value changed default -> default-value-present-key accordingly | X19: the carve-out this value existed for is gone. The carrier no longer says the equivalence stops inside `rules:`, because the product no longer reads a written key with no value as a choice of branch. The value half and the presence half have converged, so the narrower name has nothing left to name.	float
form	rule-opt	rules.complexity.cognitive.threshold	int,string-number	refuse	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab; website/docs/getting-started/configuration.md:152-166 threshold:N == warning:N,error:N	website/docs/getting-started/configuration.md:138-151 + website/docs/usage/cli-options.md:669-674	DECIDED	no per-path example; class carrier C6a-thresh | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	yaml	rules.complexity.cognitive.callable.enabled	null,bool	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:130-136	PROMISED	no per-path example; class carrier C5-enabled | string-nonnumber: read from website/docs/getting-started/configuration.md:803 - a boolean accepts `true` / `false`; a quoted `"false"` is a string, and a value of another shape ends the run with exit code 3 (website/docs/getting-started/configuration.md:786-791); string-number: read from website/docs/getting-started/configuration.md:803 - a boolean accepts `true` / `false`; `1`-as-string is a string, and a value of another shape ends the run with exit code 3 (website/docs/getting-started/configuration.md:786-791)	
form	rule-opt	rules.complexity.cognitive.callable.enabled	bool	refuse	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:130-136 + website/docs/usage/cli-options.md:669-674	DECIDED	no per-path example; class carrier C5-enabled | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-nonnumber: read from website/docs/getting-started/configuration.md:803 + website/docs/getting-started/configuration.md:817-820 - the text is converted before its shape is judged, and a word that is neither `true` nor `false` is not a boolean; string-number: read from website/docs/getting-started/configuration.md:803 + website/docs/getting-started/configuration.md:817-820 - the text is converted before its shape is judged, so `1` arrives as a number exactly as `25` does, and a number is not one of the two words a boolean accepts (website/docs/getting-started/configuration.md:803)	null
form	yaml	rules.complexity.cognitive.callable.error	null,int	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/rules/complexity.md:234	DECIDED	form taken from the documented example `40`; complement refused by website/docs/getting-started/configuration.md:738-744 | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; string-number: read from website/docs/getting-started/configuration.md:804 + website/docs/getting-started/configuration.md:815-816 - a quoted number is a string and a whole number does not accept `"15"`; a value of another shape ends the run with exit code 3 (website/docs/getting-started/configuration.md:786-791)	float
form	rule-opt	rules.complexity.cognitive.callable.error	int,string-number	refuse	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/rules/complexity.md:250	DECIDED	form taken from the documented example `40`; complement refused by website/docs/getting-started/configuration.md:738-744 | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	yaml	rules.complexity.cognitive.callable.threshold	null,int	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab; website/docs/getting-started/configuration.md:152-166 threshold:N == warning:N,error:N	website/docs/rules/complexity.md:245	DECIDED	form taken from the documented example `20   # warning=20, error=20 → all violat`; complement refused by website/docs/getting-started/configuration.md:738-744 | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; string-number: read from website/docs/getting-started/configuration.md:804 + website/docs/getting-started/configuration.md:815-816 - a quoted number is a string and a whole number does not accept `"15"`; a value of another shape ends the run with exit code 3 (website/docs/getting-started/configuration.md:786-791)	float
form	rule-opt	rules.complexity.cognitive.callable.threshold	int,string-number	refuse	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab; website/docs/getting-started/configuration.md:152-166 threshold:N == warning:N,error:N	website/docs/rules/complexity.md:245 + website/docs/usage/cli-options.md:669-674	DECIDED	form taken from the documented example `20   # warning=20, error=20 → all violat`; complement refused by website/docs/getting-started/configuration.md:738-744 | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	yaml	rules.complexity.cognitive.callable.warning	null,int	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/rules/complexity.md:233	DECIDED	form taken from the documented example `20`; complement refused by website/docs/getting-started/configuration.md:738-744 | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; string-number: read from website/docs/getting-started/configuration.md:804 + website/docs/getting-started/configuration.md:815-816 - a quoted number is a string and a whole number does not accept `"15"`; a value of another shape ends the run with exit code 3 (website/docs/getting-started/configuration.md:786-791)	float
form	rule-opt	rules.complexity.cognitive.callable.warning	int,string-number	refuse	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/rules/complexity.md:249	DECIDED	form taken from the documented example `20`; complement refused by website/docs/getting-started/configuration.md:738-744 | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	yaml	rules.complexity.cognitive.class.enabled	null,bool	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:130-136	PROMISED	no per-path example; class carrier C5-enabled | string-nonnumber: read from website/docs/getting-started/configuration.md:803 - a boolean accepts `true` / `false`; a quoted `"false"` is a string, and a value of another shape ends the run with exit code 3 (website/docs/getting-started/configuration.md:786-791); string-number: read from website/docs/getting-started/configuration.md:803 - a boolean accepts `true` / `false`; `1`-as-string is a string, and a value of another shape ends the run with exit code 3 (website/docs/getting-started/configuration.md:786-791)	
form	rule-opt	rules.complexity.cognitive.class.enabled	bool	refuse	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:130-136 + website/docs/usage/cli-options.md:669-674	DECIDED	no per-path example; class carrier C5-enabled | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-nonnumber: read from website/docs/getting-started/configuration.md:803 + website/docs/getting-started/configuration.md:817-820 - the text is converted before its shape is judged, and a word that is neither `true` nor `false` is not a boolean; string-number: read from website/docs/getting-started/configuration.md:803 + website/docs/getting-started/configuration.md:817-820 - the text is converted before its shape is judged, so `1` arrives as a number exactly as `25` does, and a number is not one of the two words a boolean accepts (website/docs/getting-started/configuration.md:803)	null
form	yaml	rules.complexity.cognitive.class.max-error	null,int	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:138-151	DECIDED	no per-path example; class carrier C6a-thresh | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; string-number: read from website/docs/getting-started/configuration.md:804 + website/docs/getting-started/configuration.md:815-816 - a quoted number is a string and a whole number does not accept `"15"`; a value of another shape ends the run with exit code 3 (website/docs/getting-started/configuration.md:786-791)	float
form	rule-opt	rules.complexity.cognitive.class.max-error	int,string-number	refuse	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:138-151 + website/docs/usage/cli-options.md:669-674	DECIDED	no per-path example; class carrier C6a-thresh | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	yaml	rules.complexity.cognitive.class.max-warning	null,int	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/rules/complexity.md:236	DECIDED	form taken from the documented example `40`; complement refused by website/docs/getting-started/configuration.md:738-744 | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; string-number: read from website/docs/getting-started/configuration.md:804 + website/docs/getting-started/configuration.md:815-816 - a quoted number is a string and a whole number does not accept `"15"`; a value of another shape ends the run with exit code 3 (website/docs/getting-started/configuration.md:786-791)	float
form	rule-opt	rules.complexity.cognitive.class.max-warning	int,string-number	refuse	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/rules/complexity.md:236 + website/docs/usage/cli-options.md:669-674	DECIDED	form taken from the documented example `40`; complement refused by website/docs/getting-started/configuration.md:738-744 | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	yaml	rules.complexity.cognitive.class.threshold	null,int	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab; website/docs/getting-started/configuration.md:152-166 threshold:N == warning:N,error:N	website/docs/getting-started/configuration.md:138-151	DECIDED	no per-path example; class carrier C6a-thresh | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; string-number: read from website/docs/getting-started/configuration.md:804 + website/docs/getting-started/configuration.md:815-816 - a quoted number is a string and a whole number does not accept `"15"`; a value of another shape ends the run with exit code 3 (website/docs/getting-started/configuration.md:786-791)	float
form	rule-opt	rules.complexity.cognitive.class.threshold	int,string-number	refuse	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab; website/docs/getting-started/configuration.md:152-166 threshold:N == warning:N,error:N	website/docs/getting-started/configuration.md:138-151 + website/docs/usage/cli-options.md:669-674	DECIDED	no per-path example; class carrier C6a-thresh | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	yaml	rules.complexity.ccn.callable	null,map	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/usage/usage-scenarios.md:30 + src/Analysis/Finding/Contract/Rule/LevelOptionsInterface.php:33-39	PROMISED	form taken from the documented example ``; complement refused by website/docs/getting-started/configuration.md:738-744 | a slot is a map of its own keys (contract docblock)	
form	rule-opt	rules.complexity.ccn.callable		refuse	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/usage/usage-scenarios.md:30 + src/Analysis/Finding/Contract/Rule/LevelOptionsInterface.php:33-39 + website/docs/usage/cli-options.md:669-674	DECIDED	form taken from the documented example ``; complement refused by website/docs/getting-started/configuration.md:738-744 | a slot is a map of its own keys (contract docblock) | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | a container value is not writable on this door at all (website/docs/usage/cli-options.md:669-674); only a deeper scalar path is | null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse	null
form	yaml	rules.complexity.ccn.class	null,map	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/rules/complexity.md:115 + src/Analysis/Finding/Contract/Rule/LevelOptionsInterface.php:33-39	PROMISED	form taken from the documented example ``; complement refused by website/docs/getting-started/configuration.md:738-744 | a slot is a map of its own keys (contract docblock)	
form	rule-opt	rules.complexity.ccn.class		refuse	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/rules/complexity.md:115 + src/Analysis/Finding/Contract/Rule/LevelOptionsInterface.php:33-39 + website/docs/usage/cli-options.md:669-674	DECIDED	form taken from the documented example ``; complement refused by website/docs/getting-started/configuration.md:738-744 | a slot is a map of its own keys (contract docblock) | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | a container value is not writable on this door at all (website/docs/usage/cli-options.md:669-674); only a deeper scalar path is | null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse	null
form	yaml	rules.complexity.ccn.enabled	null,bool	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:130-136	PROMISED	no per-path example; class carrier C5-enabled | string-nonnumber: read from website/docs/getting-started/configuration.md:803 - a boolean accepts `true` / `false`; a quoted `"false"` is a string, and a value of another shape ends the run with exit code 3 (website/docs/getting-started/configuration.md:786-791); string-number: read from website/docs/getting-started/configuration.md:803 - a boolean accepts `true` / `false`; `1`-as-string is a string, and a value of another shape ends the run with exit code 3 (website/docs/getting-started/configuration.md:786-791)	
form	rule-opt	rules.complexity.ccn.enabled	bool	refuse	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:130-136 + website/docs/usage/cli-options.md:669-674	DECIDED	no per-path example; class carrier C5-enabled | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-nonnumber: read from website/docs/getting-started/configuration.md:803 + website/docs/getting-started/configuration.md:817-820 - the text is converted before its shape is judged, and a word that is neither `true` nor `false` is not a boolean; string-number: read from website/docs/getting-started/configuration.md:803 + website/docs/getting-started/configuration.md:817-820 - the text is converted before its shape is judged, so `1` arrives as a number exactly as `25` does, and a number is not one of the two words a boolean accepts (website/docs/getting-started/configuration.md:803)	null
form	yaml	rules.complexity.ccn.threshold	null,int	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab; website/docs/getting-started/configuration.md:152-166 threshold:N == warning:N,error:N	website/docs/getting-started/configuration.md:138-151	DECIDED	no per-path example; class carrier C6a-thresh | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; string-number: read from website/docs/getting-started/configuration.md:804 + website/docs/getting-started/configuration.md:815-816 - a quoted number is a string and a whole number does not accept `"15"`; a value of another shape ends the run with exit code 3 (website/docs/getting-started/configuration.md:786-791) | null: NARROWED by website/docs/getting-started/configuration.md:883-902 - inside `rules:` the equivalence with omission stops for this key: it is one of the threshold keys the carrier names for this rule, and writing it at the rule's own top level selects the flat form "with `~` exactly as with a number", so the `callable:`/`class:`/`namespace:` blocks beside it are then not read. The key's OWN VALUE still takes the default (website/docs/getting-started/configuration.md:862-864); what `~` no longer means is an unwritten key. Coordinate value changed default -> default-value-present-key accordingly | X19: the carve-out this value existed for is gone. The carrier no longer says the equivalence stops inside `rules:`, because the product no longer reads a written key with no value as a choice of branch. The value half and the presence half have converged, so the narrower name has nothing left to name.	float
